Gene = Ino80e
index = 578
Annotated 5SS: [ 134  363  599 3965 4163 4613]
Annotated 3SS: [ 291  545 3885 4050 4495 8846]
SMsplice 5SS: [ 134  363 3965 4163 4613]
SMsplice 3SS: [ 291 3885 4050 4495 8846]
top_k =  100
Partition function (log Z): 5.088703290706647

Sorted 5' Splice Sites (High to Low Probability):
Position 363: 0.99555939051272
Position 4613: 0.9863772628658265
Position 134: 0.9844991152807514
Position 3965: 0.9507191421553577
Position 4163: 0.9272374219444635
Position 599: 0.7018522355599051
Position 4916: 0.4210468954043659
Position 2107: 0.19046341595745656
Position 7746: 0.06863350685171402
Position 4236: 0.06153215196880975
Position 213: 0.011731184755826268
Position 204: 0.0019144726088446127
Position 467: 0.0017365750250818858
Position 490: 0.001532573762698951
Position 164: 0.0011346028860130897
Position 346: 0.0010177757543405415
Position 4295: 0.0003859352298346938
Position 154: 0.0002465614424994497
Position 121: 0.00017270617001891036
Position 4623: 0.00015985784597828293
Position 146: 0.00010986030317503118
Position 138: 0.00010976106299796361
Position 392: 7.041470270571495e-05
Position 422: 4.3163061391861944e-05
Position 191: 3.88422353585639e-05
Position 375: 3.3125277737332263e-05
Position 201: 1.4332875901812763e-05
Position 217: 9.094926398334314e-06
Position 162: 8.392196497639847e-06
Position 471: 7.2539863060888025e-06
Position 12: 4.7116558903747045e-06
Position 77: 3.546510463856747e-06
Position 157: 1.2693295268972258e-06
Position 229: 5.355787457107813e-07
Position 50: 4.719833789794443e-07
Position 35: 2.661147325701197e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 291: 0.9500900902054283
Position 3885: 0.8750552265524496
Position 4050: 0.8472713107602087
Position 4786: 0.5226193702704847
Position 4495: 0.49690020216705233
Position 556: 0.362871422072558
Position 545: 0.32237476796828973
Position 4383: 0.23993153094586467
Position 8846: 0.2361650571609049
Position 4546: 0.2346116202978277
Position 8954: 0.21016833784385236
Position 8993: 0.18732594943732273
Position 7964: 0.11582526849658928
Position 2055: 0.09149207485328681
Position 4115: 0.07186983415322085
Position 7666: 0.06863350685171402
Position 4092: 0.054038836384277616
Position 1847: 0.048028147413070404
Position 5807: 0.04698074718380206
Position 270: 0.04517860868209766
Position 3830: 0.040689777269989125
Position 8711: 0.04020218314256171
Position 3823: 0.03703897982515337
Position 1963: 0.025348087487462208
Position 8776: 0.019840272227351005
Position 4327: 0.019049186408690754
Position 8505: 0.017068139753853004
Position 2069: 0.014291142304039542
Position 433: 0.011618711480023159
Position 1886: 0.011303963899597584
Position 4129: 0.00913672460560203
Position 7144: 0.008394019266025683
Position 5259: 0.006339676818066731
Position 4054: 0.004773961747564378
Position 294: 0.004138096941038048
Position 5838: 0.0034576810505572014
Position 570: 0.00294065176678352
Position 4830: 0.002387470500701773
Position 479: 0.001838325309569205
Position 4386: 0.00025156775443575216
Position 209: 0.0002417621250837644
Position 309: 0.00017148230167449572
Position 489: 0.00012931406094892928
Position 451: 8.214322278480395e-05
Position 300: 7.085894871522794e-05
Position 4333: 6.573539022498504e-05
Position 315: 5.9266500000174034e-05
Position 224: 1.1277286554990305e-05
Position 312: 9.383757393298537e-06
Position 220: 8.898295893299144e-06
Position 403: 5.491923297968841e-06
Position 345: 5.491277626548479e-06
Position 320: 3.5063013318791406e-06
Position 217: 1.5421023653371757e-06
Position 226: 5.300854715288075e-07
Position 360: 3.0842439281883543e-07
Position 355: 3.0305342546175253e-07
Position 324: 1.4671609826932107e-09
