Gene = Ufm1
index = 1162
Annotated 5SS: [  82  217 2616 3597 4589]
Annotated 3SS: [ 159 2557 3556 4555 5834]
SMsplice 5SS: [  82  217 2616 3632 9903]
SMsplice 3SS: [  159  2557  3556  9814 10250]
top_k =  100
Partition function (log Z): -5.915240920593821

Sorted 5' Splice Sites (High to Low Probability):
Position 2616: 0.9793611208779424
Position 82: 0.8063646954312175
Position 217: 0.7093332969905662
Position 3632: 0.6974048849918012
Position 9903: 0.3800703255448551
Position 58: 0.16622485661029412
Position 4589: 0.12856966399660155
Position 350: 0.12470179378151679
Position 3597: 0.09933204438797867
Position 334: 0.051125293969931686
Position 280: 0.04958867761555198
Position 2138: 0.023066442321024724
Position 326: 0.020748181407254568
Position 3889: 0.0176805852168586
Position 387: 0.014419429423144255
Position 452: 0.013636124934929663
Position 4297: 0.009614463079878587
Position 86: 0.009378862486175503
Position 4415: 0.006205399318595369
Position 2747: 0.004057512666034256
Position 3133: 0.0040292109077659215
Position 416: 0.0036998575737725212
Position 2575: 0.003040367704943867
Position 2622: 0.0022599347095091644
Position 3474: 0.0010792528510328403
Position 60: 0.0007605260854232202
Position 523: 0.0006762063081748762
Position 72: 0.0005506390595874732
Position 64: 8.462760178778263e-05
Position 167: 4.3430980113768515e-05
Position 92: 2.5436904891530557e-05
Position 62: 2.322392254870276e-05
Position 160: 1.745585469106095e-05
Position 215: 1.0067341610909835e-05
Position 221: 2.7019163244071347e-06
Position 98: 5.730760682385144e-10
Position 100: 1.681373542262784e-10
Position 133: 1.4406000127356746e-11
Position 124: 6.827342889151326e-12
Position 117: 1.4509268012748986e-13
Position 146: 5.3862356931557414e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 159: 0.9643879597649435
Position 2557: 0.95530051017171
Position 3556: 0.7075135736757563
Position 9814: 0.5645707220742496
Position 10250: 0.4589347293710815
Position 4555: 0.21253020632526667
Position 3507: 0.14063210877614435
Position 10182: 0.06019641074897369
Position 5834: 0.04094958144902739
Position 2436: 0.03294657586973044
Position 4129: 0.024327237941913375
Position 4484: 0.020762670418989417
Position 4521: 0.015947223946484318
Position 8300: 0.014490502329421532
Position 2016: 0.012870443906657897
Position 6967: 0.012330953302460314
Position 7949: 0.012120906295803324
Position 2041: 0.010195998414366827
Position 4194: 0.009674104573174063
Position 3761: 0.006386735899723561
Position 386: 0.0063596483379046555
Position 3344: 0.005783446608117972
Position 3728: 0.005534737912442502
Position 3026: 0.005232867982688552
Position 5800: 0.004831888886966089
Position 5221: 0.004276541976495219
Position 5519: 0.003942018175458617
Position 4945: 0.0026555319259086384
Position 5404: 0.0023990928552896527
Position 3888: 0.0021973758408060117
Position 2401: 0.001858236760290653
Position 3943: 0.0014828384528115172
Position 3921: 0.0011886720750977895
Position 333: 0.00102343090537767
Position 4263: 0.0007436169418550368
Position 3701: 0.0004922759469651954
Position 3832: 4.465647430152437e-05
Position 3829: 3.469032501632655e-05
Position 3384: 3.171159363182024e-05
Position 166: 4.154799782045076e-06
Position 215: 5.503889861066631e-09
