Gene = Trpa1
index = 1145
Annotated 5SS: [  138  6503  8133 12940 14410 14716 15717 17001 18798 19516 20607 20854
 22371 25680 27558 28468 29469 31268 31976 33113 34753 36751 37266 38664
 43014 44499]
Annotated 3SS: [ 6342  7956 12831 14300 14569 15579 16951 18697 19414 20436 20688 22255
 25512 27463 28407 29369 31196 31809 33022 34582 36620 37082 38594 42902
 44400 45133]
SMsplice 5SS: [  138  6503  8133 14410 14716 15717 18798 19516 20607 20854 25680 29469
 34753 36751 37266 38664 43014 44499]
SMsplice 3SS: [ 6342  8007 14300 14569 15618 18697 19414 20436 20688 25534 29369 34582
 36620 37082 38594 42902 44400 45133]
top_k =  100
Partition function (log Z): 12.793347316169774

Sorted 5' Splice Sites (High to Low Probability):
Position 14410: 0.9999999999999991
Position 25680: 0.9999999999999979
Position 38664: 0.9955847271060256
Position 37266: 0.9861765311577646
Position 20607: 0.9826189677988681
Position 18798: 0.9820296606668191
Position 8133: 0.9769270368970258
Position 138: 0.9740478601219001
Position 19516: 0.9724277426472707
Position 6503: 0.9645431845924303
Position 15717: 0.9633595145497651
Position 36751: 0.9567855371686037
Position 44499: 0.9380135702764374
Position 20854: 0.9226624037430764
Position 29469: 0.9169658891202681
Position 43014: 0.7961962314036987
Position 31976: 0.6322554508006554
Position 22371: 0.6068206370962318
Position 28468: 0.4092218730991885
Position 33113: 0.38024371900953224
Position 27558: 0.3353886969688329
Position 12940: 0.23518604758690123
Position 38506: 0.196972287272471
Position 4904: 0.17576955046690743
Position 43258: 0.1608975488581417
Position 31532: 0.12476923216335652
Position 16180: 0.10267627638786576
Position 19816: 0.05140598852550662
Position 1604: 0.04955279112084614
Position 17001: 0.04455243122037337
Position 22077: 0.041217262624988066
Position 2491: 0.03802189808541903
Position 40325: 0.037326663197772406
Position 6455: 0.03545681540756868
Position 45254: 0.03175655682439475
Position 21288: 0.026406580015605998
Position 184: 0.02572300296867567
Position 31465: 0.021720947591279783
Position 1305: 0.020924273890571127
Position 45104: 0.017386900352751363
Position 282: 0.014808488110010377
Position 43993: 0.014475796985042682
Position 44526: 0.014115719979541093
Position 21052: 0.012804167606452699
Position 41191: 0.011678268401188359
Position 20266: 0.01161304377830197
Position 540: 0.010195630019899475
Position 663: 0.009859080095801774
Position 7879: 0.008304461709070165
Position 37270: 0.00773143756441141
Position 19334: 0.007694404825239973
Position 28145: 0.007417329264042021
Position 41271: 0.0050470070018959505
Position 18889: 0.004588782135837987
Position 444: 0.004359068500133567
Position 521: 0.0036880646889566196
Position 1298: 0.003675575743856947
Position 860: 0.0029128109260625873
Position 38120: 0.0021494280167422847
Position 19655: 0.00026515789455750687
Position 44680: 0.00014812264035194718
Position 676: 9.804803780414764e-05
Position 274: 3.5533865112883986e-05
Position 75: 1.5038048161520291e-05
Position 152: 9.401002472329458e-06
Position 18: 2.655497769011987e-06
Position 155: 9.70173105669949e-07
Position 84: 9.678178728313725e-07
Position 99: 8.50295808530545e-07
Position 87: 3.410495320249207e-08
Position 23: 8.156398252358488e-09
Position 12: 5.089714464427724e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 14300: 0.9999999999999996
Position 44400: 0.9998814509833578
Position 37082: 0.9939079687221756
Position 19414: 0.9720941769793181
Position 6342: 0.9672117854153516
Position 18697: 0.9607728581563846
Position 36620: 0.9567855371686037
Position 29369: 0.9169658891202682
Position 25534: 0.8830533556564749
Position 38594: 0.8338883454317326
Position 20436: 0.8054807368183917
Position 42902: 0.7961962314036987
Position 8007: 0.7678003971708232
Position 31809: 0.6322554508006551
Position 22255: 0.5950684530207825
Position 15618: 0.5757883336346596
Position 45133: 0.4993948840382846
