Gene = Spata18
index = 1005
Annotated 5SS: [  294  6222  6480  7956 15569 17350 18355 19895 21135 23961 25644 27659]
Annotated 3SS: [ 6115  6363  7848 15472 17142 18059 19732 20958 23836 25559 27612 27968]
SMsplice 5SS: [  294  6222  6480  7956 15569 19895 21135 27659]
SMsplice 3SS: [ 6115  6363  7848 15472 19732 20958 27612 27968]
top_k =  100
Partition function (log Z): 3.5022939770146393

Sorted 5' Splice Sites (High to Low Probability):
Position 15569: 0.9999977240822517
Position 294: 0.9999946675009982
Position 7956: 0.9869700032904823
Position 19895: 0.9495766224449279
Position 21135: 0.9494435649130959
Position 6222: 0.9171141863808381
Position 27659: 0.8036538337963337
Position 6480: 0.6572124896887553
Position 8304: 0.6332041372312889
Position 25644: 0.3767281410283852
Position 23837: 0.28675494673240887
Position 6778: 0.2196685973964266
Position 6570: 0.19985268141365728
Position 4724: 0.15101468285414138
Position 6583: 0.11260453638135579
Position 12173: 0.10977724367402268
Position 1769: 0.1032769515800708
Position 7451: 0.09219557402181042
Position 27739: 0.0817911636624121
Position 7358: 0.0761250571858508
Position 21156: 0.026899962787462903
Position 7055: 0.024081620520274825
Position 20098: 0.017548449088147147
Position 7065: 0.014430625865055002
Position 7498: 0.014385077405615159
Position 7945: 0.013028689410730829
Position 5541: 0.01154652675808725
Position 45: 0.009352264980585032
Position 22684: 0.008811229912556423
Position 6832: 0.008571474229083659
Position 7460: 0.00772502466309538
Position 6828: 0.005845342131734864
Position 6932: 0.005043830696263368
Position 6651: 0.004256860266394446
Position 4684: 0.0039071308963606255
Position 862: 0.0033738708330923453
Position 5742: 0.0019108027436240598
Position 8928: 0.0012366339292140538
Position 81: 0.001067179628143668
Position 11506: 0.0008336965737853631
Position 9497: 0.0008164964453882455
Position 10862: 0.0007886986135889937
Position 9826: 0.0007212587841501072
Position 4587: 0.00037010345567804336
Position 92: 0.0003433339026339669
Position 1959: 4.627645341504524e-05
Position 94: 4.3069770545773133e-05
Position 442: 3.4956927214020696e-06
Position 304: 1.0609550672859918e-06
Position 279: 5.571379224588214e-07
Position 410: 2.1871329136661498e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 15472: 0.9999977240822513
Position 7848: 0.9952544722563229
Position 20958: 0.9777590765579831
Position 19732: 0.9495766224449279
Position 6363: 0.9332162191274492
Position 27612: 0.9290767877792078
Position 27968: 0.8847169660017471
Position 6115: 0.7887803905359464
Position 25559: 0.38185873386340247
Position 8193: 0.3796312097339593
Position 23563: 0.294144389257603
Position 8211: 0.25355681381709055
Position 6683: 0.23852333448573418
Position 7342: 0.19043073327637175
Position 4583: 0.15502384124157215
Position 6065: 0.12833379584489174
Position 12002: 0.07131292774642486
Position 1698: 0.05198154657197683
Position 6976: 0.038512246385329824
Position 12050: 0.0384665918453463
Position 6419: 0.03610032545824938
Position 27778: 0.0360704813494089
Position 1707: 0.03581093550917328
Position 23836: 0.018641784793478885
Position 19981: 0.017548449088147147
Position 172: 0.010774797984881268
Position 22550: 0.009192542989418625
Position 5315: 0.008662911258263932
Position 1508: 0.006632768688409558
Position 1576: 0.0063588720507290735
Position 6479: 0.004610023164463842
Position 7819: 0.0030032005636736
Position 5399: 0.002883615499823322
Position 1559: 0.0024358143583168373
Position 27899: 0.0023208978425479044
Position 5627: 0.001910802743624059
Position 770: 0.0010973283726400404
Position 8665: 0.0010103507427323673
Position 7664: 0.0009906091243465085
Position 756: 0.000915331714530525
Position 11309: 0.0008336965737853631
Position 9362: 0.0008164964453882464
Position 10565: 0.000788698613588993
Position 7893: 0.0007517180556580484
Position 6711: 0.000605909967774339
Position 538: 0.0005982468656226102
Position 722: 0.0005230882390102432
Position 9730: 0.00046197578880443485
Position 21963: 0.00029576979822733577
Position 9657: 0.0002592829953456721
Position 725: 0.00023098875668266017
Position 8610: 0.00022628318648168532
Position 4298: 0.00017910717786243167
Position 1602: 9.042461415982623e-05
Position 4409: 8.89687867455211e-05
Position 135: 3.1050297027172066e-05
Position 1871: 1.2866240720432555e-05
Position 8219: 1.0876773594878654e-05
Position 705: 8.886884606266254e-06
Position 8241: 3.929607857172394e-06
Position 20880: 3.1366818814244654e-06
