Gene = Ibsp
index = 554
Annotated 5SS: [  184  3020  3162  3330  6876 10279]
Annotated 3SS: [ 2952  3110  3251  6809 10104 10850]
SMsplice 5SS: [  184  3020  3162  3330  6876 11061]
SMsplice 3SS: [ 2952  3110  3251  6809 10850 11156]
top_k =  100
Partition function (log Z): 2.918152232291302

Sorted 5' Splice Sites (High to Low Probability):
Position 3330: 0.9975358444588174
Position 3020: 0.9932502277915031
Position 6876: 0.9744756573403621
Position 184: 0.9317422891849684
Position 3162: 0.9223758032985709
Position 11080: 0.606751122051458
Position 9254: 0.49784811194575374
Position 10279: 0.43629696805148194
Position 8545: 0.3456663693171179
Position 2414: 0.13808992297459904
Position 2732: 0.08656839999514324
Position 2835: 0.06868062475076642
Position 2720: 0.06320235241172044
Position 11001: 0.04488677012287226
Position 8795: 0.03751754957874507
Position 7259: 0.03740579915050943
Position 8473: 0.033963421977001064
Position 178: 0.025532780058499783
Position 2513: 0.02214726905991526
Position 21: 0.020505126772095657
Position 116: 0.017385133080172137
Position 518: 0.016593408838253276
Position 1920: 0.015965354739693915
Position 10709: 0.015175758756131145
Position 3944: 0.007834690041216287
Position 9329: 0.003225198841026456
Position 2068: 0.0019183775164872152
Position 7431: 0.0016332960924962923
Position 1909: 0.001244247383694452
Position 1877: 0.0011949196636452824
Position 2197: 0.0008703340974073676
Position 2192: 0.000835043034623886
Position 1870: 0.0006869141753521149
Position 391: 0.0005018693722616136
Position 108: 0.00032449718684093886
Position 1915: 0.0002786458702614425
Position 1886: 0.0001359574228048308
Position 2615: 8.829494924444281e-05
Position 2465: 8.231886999539018e-05
Position 1862: 6.742232447503688e-05
Position 1966: 6.708373086940378e-05
Position 825: 2.5061425687358687e-05
Position 248: 1.2165321685252745e-08
Position 244: 8.389608801409632e-09
Position 59: 8.296103846944032e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 10850: 0.9855291005081015
Position 2952: 0.9759587632309669
Position 3251: 0.9581092638451372
Position 3110: 0.9532588165146644
Position 6809: 0.9499113717514907
Position 9135: 0.5060594471095746
Position 10104: 0.4362969680514819
Position 11156: 0.40121919253154487
Position 8417: 0.36694906110231007
Position 2385: 0.30859353665033956
Position 11178: 0.1409206192077391
Position 11159: 0.06641627588713346
Position 8686: 0.036157366234256964
Position 2711: 0.030492985590650425
Position 2574: 0.02410296253200343
Position 6614: 0.023047533754015248
Position 2652: 0.02165684580898288
Position 1799: 0.02063250691011771
Position 11206: 0.018709185861266086
Position 10506: 0.015175758756131145
Position 7074: 0.011716205153173889
Position 7126: 0.011349013747652558
Position 11607: 0.010091987476335006
Position 2991: 0.009668075027233611
Position 318: 0.009563914970695888
Position 12009: 0.009427384204551102
Position 7238: 0.009122151447373805
Position 10830: 0.007418245589479257
Position 8289: 0.007120264541378027
Position 3130: 0.0069407126300868715
Position 8270: 0.0055604656504309015
Position 6983: 0.005536471426478177
Position 3720: 0.00516070330271029
Position 11573: 0.004853247005760711
Position 8708: 0.0029960726222862657
Position 2618: 0.0028888820430158155
Position 3809: 0.002673986738505999
Position 6643: 0.0018746997554714433
Position 386: 0.0017300933412110607
Position 6952: 0.001315253468327283
Position 333: 0.0011458986993579722
Position 1964: 0.0010121108271943095
Position 2035: 0.0007175392121752319
Position 2112: 0.00046785412677638195
Position 2089: 0.00043428888305131985
Position 3052: 0.00017344999778659648
Position 3090: 0.00015805529214108955
Position 4094: 7.268038121292302e-05
Position 346: 6.584971313920342e-05
Position 351: 4.8623372804963236e-05
Position 276: 3.075324691328444e-05
Position 662: 2.506142568735872e-05
Position 3287: 8.023402491648503e-06
Position 3204: 2.809663277239318e-06
Position 3324: 2.7505029567861333e-06
Position 3260: 2.426241963169049e-06
Position 3226: 1.8452449671065753e-06
Position 3175: 8.543416113044495e-07
