Gene = Gar1
index = 421
Annotated 5SS: [ 279  802 2060 2492 4573 5849]
Annotated 3SS: [ 542 1904 2431 4421 5779 6186]
SMsplice 5SS: [ 279 2077 4573 5849]
SMsplice 3SS: [1904 4421 5779 6186]
top_k =  100
Partition function (log Z): -4.361280690690048

Sorted 5' Splice Sites (High to Low Probability):
Position 4573: 0.9198802757392016
Position 2077: 0.8823521542304911
Position 279: 0.6216306774315042
Position 5849: 0.5642653381947835
Position 106: 0.33798825343073197
Position 802: 0.28667362617822306
Position 4933: 0.21861356978705
Position 5367: 0.023569053986601488
Position 5127: 0.020875136240136316
Position 1637: 0.02028291581975988
Position 4957: 0.017667062063933203
Position 1625: 0.013142171701789617
Position 41: 0.01306035011092745
Position 1607: 0.011399702023319662
Position 305: 0.008688479419524376
Position 1973: 0.007691129089063402
Position 132: 0.005829595344894937
Position 180: 0.004160537310938779
Position 2060: 0.0034567316189278432
Position 957: 0.0030328356364001476
Position 1352: 0.0021751430582169534
Position 211: 0.000721014165854446
Position 87: 7.346286811002292e-05
Position 21: 1.0396269828652182e-05
Position 57: 4.749969831209798e-06
Position 92: 3.5020350155404004e-06
Position 32: 3.008517188810994e-06
Position 94: 1.4253931526657335e-06
Position 75: 1.1453990240585053e-06
Position 113: 2.3269700286600618e-07
Position 127: 2.302934181437305e-10
Position 135: 8.712389780525765e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5779: 0.9688965111386506
Position 1904: 0.8865781805483428
Position 4421: 0.7236897041001688
Position 6186: 0.4341370619766166
Position 4813: 0.19325175026271288
Position 542: 0.1746320601813932
Position 4457: 0.15552814179737778
Position 5925: 0.07122788230821717
Position 175: 0.06926127239609037
Position 1451: 0.03329779201870334
Position 6001: 0.03158160324194146
Position 4896: 0.026863748848287912
Position 4243: 0.02607440028568344
Position 5303: 0.020379652153780133
Position 4745: 0.018480870558608906
Position 573: 0.017088351737324488
Position 4168: 0.014588029555971702
Position 6123: 0.014437552881071777
Position 5958: 0.014272561553905484
Position 1417: 0.011526997526165827
Position 6282: 0.011177338208059667
Position 4737: 0.01080949139026543
Position 5711: 0.009574996652145748
Position 5261: 0.008744677694274134
Position 1934: 0.008083345484632059
Position 4877: 0.006871711523313888
Position 631: 0.004678153504687773
Position 679: 0.003900763346664007
Position 712: 0.0026883188080862206
Position 4707: 0.002421887781453613
Position 549: 0.002412638288767105
Position 880: 0.0021901155804386232
Position 1232: 0.002175143058216951
Position 522: 0.0014870122107156567
Position 567: 0.0013567736821276377
Position 609: 0.0007815623590922381
Position 519: 0.0007427257941499875
Position 110: 0.0006720914403540927
Position 2159: 0.0006316445936096639
Position 135: 2.1661878364405368e-05
Position 159: 1.5085946912444814e-05
Position 1910: 4.422882177241129e-06
Position 603: 3.888833074887414e-06
Position 706: 3.842009528488175e-06
Position 210: 2.6257375695034556e-06
Position 774: 2.517361263792033e-06
Position 490: 2.4187232862103075e-06
Position 257: 1.0175248702380192e-06
Position 207: 7.845606855572796e-07
Position 217: 6.27734111848265e-07
Position 471: 1.0913130965223564e-07
Position 228: 9.732532040437836e-08
Position 475: 5.992830087316339e-08
