Gene = E130309D02Rik
index = 353
Annotated 5SS: [ 458 1183 3650 7745 8595]
Annotated 3SS: [  960  3483  7219  8554 13356]
SMsplice 5SS: [ 458 1183 3650 7745 9279]
SMsplice 3SS: [ 1067  3609  7665  9204 13356]
top_k =  100
Partition function (log Z): -2.775928702574517

Sorted 5' Splice Sites (High to Low Probability):
Position 7745: 0.9992949115349878
Position 3650: 0.9983904426033365
Position 1183: 0.9785533689115936
Position 9279: 0.9460107443818925
Position 458: 0.6362557961174281
Position 9586: 0.2471113360144983
Position 4097: 0.24081218160716947
Position 4103: 0.2002162136088954
Position 8499: 0.1658820903281244
Position 323: 0.1479093855579626
Position 11502: 0.13421198666539835
Position 8595: 0.12948006720682192
Position 7377: 0.12202413134889513
Position 145: 0.11633603924321619
Position 1265: 0.016799079304059265
Position 155: 0.0165535140482088
Position 6155: 0.016228907405100235
Position 5424: 0.014963627839821445
Position 415: 0.01178749323531616
Position 486: 0.011536531914315229
Position 428: 0.011016115442597804
Position 8518: 0.009761795373825453
Position 507: 0.008728254281748858
Position 5536: 0.008183575161499677
Position 32: 0.008140963543269512
Position 1163: 0.0046452965489758285
Position 854: 0.004127066490592896
Position 4182: 0.0035771978529000915
Position 614: 0.00350368527893934
Position 947: 0.003054479281405421
Position 914: 0.0030373380629538306
Position 896: 0.002766248026788126
Position 205: 0.0023560156551176953
Position 132: 0.00232665559620466
Position 232: 0.002218582935168126
Position 1885: 0.0020403954695760004
Position 625: 0.0018690747568075208
Position 5084: 0.0018006464560043683
Position 2430: 0.0017439274525684152
Position 617: 0.0016897677443799956
Position 328: 0.0016606551289892037
Position 189: 0.0016198042922351882
Position 656: 0.001506533366354269
Position 3505: 0.0007962653099547809
Position 3967: 0.00026684240184556674
Position 3903: 3.536457529978021e-05
Position 1254: 9.009775919436535e-07
Position 1382: 5.276393780067016e-07
Position 1212: 4.3315918349210046e-07
Position 1244: 3.934592167508731e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1067: 0.9534223140826507
Position 7665: 0.8933531741280049
Position 9204: 0.7683765334547087
Position 13356: 0.5392212820667807
Position 3609: 0.3572529605256085
Position 4056: 0.34074865838902374
Position 3483: 0.3106688264788728
Position 8394: 0.27381498827308637
Position 3428: 0.2645689438994132
Position 11326: 0.2517253169971283
Position 9478: 0.24084398564089152
Position 9168: 0.18943182819747992
Position 7219: 0.15990994890962562
Position 13116: 0.12305110144874355
Position 7524: 0.06359853132190815
Position 13178: 0.04818934374269061
Position 3849: 0.04342793864271276
Position 12445: 0.04039283526627057
Position 11541: 0.040262923322692594
Position 11563: 0.03675864732992765
Position 960: 0.03641135901812144
Position 3442: 0.03589513376386788
Position 8554: 0.035746527197731574
Position 3936: 0.03565630691674288
Position 5334: 0.02330383263946682
Position 3564: 0.02195178371071827
Position 11848: 0.0184038082968378
Position 4033: 0.01681476377889899
Position 6006: 0.013976121720449998
Position 3997: 0.008226406762201006
Position 12579: 0.006688736753027507
Position 9514: 0.0062302413959102266
Position 7823: 0.005566472195347936
Position 7336: 0.005005847351211028
Position 8137: 0.004851350162970291
Position 3370: 0.003742069554743406
Position 1007: 0.0029464624641296496
Position 6052: 0.0022527856846502364
Position 3387: 0.002241817717496837
Position 8928: 0.002197009763323023
Position 1017: 0.0020747129968049895
Position 978: 0.0019227982870185227
Position 4975: 0.001800646456004365
Position 3232: 0.0016755051240117383
Position 2190: 0.001584067242035105
Position 1075: 0.0014849138793684906
Position 934: 0.0009123133547081054
Position 1044: 0.0008237993574398168
Position 1710: 0.0007173808098308113
Position 1778: 0.0005897023710534398
Position 3334: 0.0005868768705561785
Position 1525: 0.0005601911428599811
Position 3190: 0.0003841119002756308
Position 3116: 0.00021867836772691105
Position 1822: 0.0001731211458317705
Position 2324: 0.00015986021053330984
Position 3840: 3.3725556531089937e-05
Position 894: 1.3265597579407247e-06
