Gene = Bcl2l10
index = 175
Annotated 5SS: [598]
Annotated 3SS: [3252]
SMsplice 5SS: [75]
SMsplice 3SS: [3252]
top_k =  100
Partition function (log Z): -9.623216766216283

Sorted 5' Splice Sites (High to Low Probability):
Position 75: 0.8433668478656469
Position 415: 0.06835125088336592
Position 48: 0.059659392087339606
Position 598: 0.030281373920453783
Position 790: 0.02538712117773524
Position 2776: 0.008563422058523966
Position 2892: 0.007976881970139673
Position 119: 0.006862361626116386
Position 2268: 0.005544737390106658
Position 1767: 0.005162304507678135
Position 54: 0.004194145876489187
Position 2001: 0.0036406279588550258
Position 79: 0.0032499096277243977
Position 617: 0.0023469211369645834
Position 3438: 0.002239668333738067
Position 1561: 0.0021786936051987537
Position 249: 0.001963221013995906
Position 355: 0.0017387200173575065
Position 253: 0.0011918802506318607
Position 129: 4.972616964196569e-05
Position 92: 2.432380679619386e-05
Position 69: 7.865639057087769e-06
Position 1208: 2.5859061182037958e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 3252: 0.91050478543047
Position 2639: 0.03911499347195456
Position 284: 0.036985069506389065
Position 332: 0.013352904066602271
Position 1717: 0.00713492197078558
Position 3589: 0.006995564761991704
Position 529: 0.006462272370704658
Position 3276: 0.005058327067038988
Position 2132: 0.004774562500106648
Position 1623: 0.004521195532476195
Position 2232: 0.004201466408782154
Position 913: 0.004088044426960556
Position 159: 0.003952362084820581
Position 2163: 0.0037513407378950117
Position 1461: 0.0036849178498906377
Position 1837: 0.0028210506887124255
Position 3201: 0.002773931893340681
Position 1233: 0.0024338422659941567
Position 3650: 0.0023107256909193543
Position 2938: 0.0021267521936023936
Position 288: 0.0019958621772511818
Position 1159: 0.001902765012696209
Position 676: 0.0017891866878499481
Position 222: 0.0017498063465840234
Position 718: 0.0015587364072461782
Position 3425: 0.0013060332995372982
Position 258: 0.0011713902036081044
Position 3004: 0.001108751205192937
Position 182: 0.0009791533668901463
Position 2199: 0.0007254325510547671
Position 3880: 0.000619364168263518
Position 2259: 0.0006059000095082974
Position 1193: 0.0005554223329116564
Position 575: 0.00033107782057167017
Position 363: 0.00029641309772461343
Position 143: 0.00023764974490244999
Position 235: 1.1304348295691645e-06
Position 370: 4.1093763489338454e-07
Position 394: 2.400939844101227e-07
Position 134: 2.2601199902160712e-07
