Gene = Pth
index = 873
Annotated 5SS: [ 120 2376]
Annotated 3SS: [2284 2491]
SMsplice 5SS: [ 120 2376]
SMsplice 3SS: [2284 2491]
top_k =  100
Partition function (log Z): -1.4042490174058395

Sorted 5' Splice Sites (High to Low Probability):
Position 2376: 0.982694484129835
Position 120: 0.8780023444484293
Position 2701: 0.3801921635786681
Position 1326: 0.19126247500551224
Position 277: 0.11890819293539621
Position 1801: 0.10810679798021386
Position 1128: 0.007462069712204341
Position 2371: 0.0045930712330730745
Position 910: 0.0019184662761395378
Position 247: 0.00167649547777579
Position 2601: 0.0011745799534879113
Position 713: 0.001118394325809748
Position 293: 0.0009651365088764434
Position 2844: 0.0008875546996796165
Position 2695: 0.0008858019259756455
Position 2891: 0.0008082151884113253
Position 915: 0.0006622172883495909
Position 154: 0.0004355873804833323
Position 768: 0.0003784450771126539
Position 2428: 1.6623198126379408e-05
Position 115: 3.397357402760788e-06
Position 159: 1.2130079915729123e-06
Position 2676: 1.018067417861151e-06
Position 2670: 7.181270335599052e-07
Position 2727: 4.559436247266453e-07
Position 524: 3.7862733379829055e-07
Position 2605: 3.2502892559031993e-07
Position 470: 2.64231111362103e-07
Position 2721: 6.937676902072431e-08
Position 109: 1.2678363129962432e-12
Position 77: 1.1812253761472233e-12
Position 51: 3.7696468302882224e-13
Position 81: 3.2734388212172297e-13
Position 35: 1.583874757827847e-13
Position 30: 3.7880724491808024e-14
Position 46: 1.2444313661395998e-14
Position 177: 7.816958922516605e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 2491: 0.996092630635557
Position 2284: 0.6511741822356145
Position 2770: 0.22155993013249842
Position 1231: 0.17362745120800344
Position 2289: 0.1545908874139451
Position 2267: 0.14437196648947612
Position 1687: 0.09700094790650765
Position 2809: 0.07715017213963313
Position 2934: 0.03978407293218178
Position 2774: 0.026237005545845148
Position 2237: 0.018815965924245552
Position 2890: 0.016648312128234935
Position 2101: 0.015079750448623504
Position 1246: 0.010726050723096632
Position 1640: 0.007311964942132052
Position 984: 0.0051464594188209475
Position 2974: 0.004522084480327112
Position 1266: 0.004139800682384205
Position 1540: 0.0037772445901284265
Position 2125: 0.002820667922978395
Position 1227: 0.0026468834601208508
Position 2495: 0.001439295885628559
Position 1039: 0.0014147582857388522
Position 603: 0.001303127420613319
Position 697: 0.0010728564759829899
Position 562: 0.0006408921868431317
Position 873: 0.0005962994718493026
Position 954: 0.0005538410343033135
Position 1994: 0.0004507581261514155
Position 2779: 0.0002930592897556212
Position 677: 0.00022486661123350947
Position 737: 0.00015798363066382837
Position 713: 0.00015075134873819766
Position 2516: 0.0001457159097597478
Position 522: 0.00011453476816568632
Position 1026: 0.00010571087368608225
Position 2605: 7.180471310183624e-05
Position 767: 6.142937222402123e-05
Position 1310: 5.808487823767856e-05
Position 720: 5.3278115655482594e-05
Position 1502: 1.6640541445733375e-05
Position 2497: 6.818097471028074e-06
Position 242: 1.7696936337755588e-08
