Gene = Hjurp
index = 541
Annotated 5SS: [ 260  415 2592 4905 7432 8313 9686]
Annotated 3SS: [  347  2535  4867  7333  8219  9606 10974]
SMsplice 5SS: [  260   415   664  7432  8313  9686 11130]
SMsplice 3SS: [  347   500  7333  8219  9606 10974 12155]
top_k =  100
Partition function (log Z): 3.966701423618579

Sorted 5' Splice Sites (High to Low Probability):
Position 7432: 1.0
Position 415: 0.9977946762309131
Position 8313: 0.9959943939610377
Position 260: 0.9920495140766183
Position 9686: 0.9580204143240088
Position 11130: 0.8879903485214999
Position 664: 0.5974930397039989
Position 11569: 0.29002750000335675
Position 3566: 0.2654979436392755
Position 4905: 0.2417084705177316
Position 8925: 0.23725542786573892
Position 8687: 0.21933420848242224
Position 2592: 0.216270417730589
Position 1840: 0.165109832571014
Position 5502: 0.15313299531884816
Position 8529: 0.12808229936156088
Position 12025: 0.10078643968485315
Position 1030: 0.09105134780235699
Position 11869: 0.07488888132476786
Position 14504: 0.05479783759434882
Position 7961: 0.04514528858330664
Position 10424: 0.035631524853896535
Position 13765: 0.032406865812345385
Position 623: 0.029027704929770984
Position 2283: 0.013013134733507398
Position 2678: 0.005310898418598856
Position 157: 0.004114132599249748
Position 10918: 0.004043761754262154
Position 64: 0.00141724815921953
Position 827: 0.0013072866313846923
Position 629: 0.0010876365655761789
Position 2126: 0.0008919396186876346
Position 2319: 0.0008737697362350465
Position 235: 0.0006884502431296073
Position 8277: 0.0006870758461583645
Position 219: 0.0006161119929897963
Position 177: 0.00024100708070487402
Position 455: 0.0002386740053534733
Position 392: 0.0001974045659459705
Position 59: 0.00015173276869051122
Position 133: 0.00012719092710060438
Position 435: 0.00012057299560257849
Position 374: 3.430861190441974e-05
Position 106: 1.4337321899923807e-05
Position 378: 8.416695755666832e-06
Position 296: 4.143953220937546e-06
Position 169: 3.792249172456237e-06
Position 18: 3.328123411836214e-06
Position 5: 2.0854982933202943e-06
Position 138: 1.1496882375227919e-06
Position 115: 7.35442070172175e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 7333: 1.0
Position 8219: 0.9961500354752688
Position 347: 0.9959963845411154
Position 9606: 0.9580204143240094
Position 10974: 0.9378860363526794
Position 500: 0.5962682396615084
Position 12155: 0.49083864991738174
Position 11487: 0.26707675416920124
Position 3456: 0.2654979436392754
Position 4867: 0.2417084705177316
Position 2535: 0.2215813161491879
Position 8467: 0.19393032335224616
Position 8763: 0.17522195928035755
Position 13695: 0.16128204088188342
Position 5295: 0.15313299531884814
Position 15064: 0.13452363000362144
Position 11754: 0.12573459966415823
Position 14359: 0.10937720168711337
Position 8398: 0.10915300390986712
Position 910: 0.08450925714748078
Position 13271: 0.07322175303792428
Position 1631: 0.06333723103504434
Position 11732: 0.04994072134546278
Position 1710: 0.04190624890191427
Position 7823: 0.040032994955298225
Position 8449: 0.03843337857909962
Position 10331: 0.03563152485389654
Position 549: 0.03243169771475058
Position 1685: 0.031204221258572647
Position 8790: 0.029009362095725473
Position 8742: 0.02760341790037748
Position 11038: 0.026969610603491956
Position 1676: 0.026460717617699928
Position 11453: 0.025878293618010938
Position 11457: 0.016509106634782535
Position 11255: 0.013476690346126939
Position 2156: 0.012542224095677042
Position 8554: 0.009583387143714936
Position 11215: 0.008072542023069446
Position 7888: 0.005112293628008413
Position 892: 0.0028464945613905835
Position 10738: 0.0022382502146777216
Position 785: 0.002083528275502955
Position 10758: 0.0018055115395844332
Position 8559: 0.0017371034483336602
Position 2077: 0.0016280683941119504
Position 330: 0.0012789173638291232
Position 356: 0.001162885331543975
Position 1831: 0.0010796580538880028
Position 1549: 0.0008656186348106104
Position 1017: 0.0006167207287448988
Position 2037: 0.0006085515986410879
Position 7955: 0.000531434331927708
Position 1463: 0.0002561370690841676
Position 965: 0.000211444872577758
Position 11067: 0.00011024265626385964
Position 388: 0.00010850657020980743
Position 695: 6.841894952000159e-05
Position 876: 5.8146180796614423e-05
Position 365: 3.3514281710991236e-05
Position 311: 2.870792021672055e-05
Position 138: 1.8989421550264836e-05
Position 766: 1.7390364570585927e-05
Position 567: 1.0361153382333308e-05
Position 646: 9.191875799878222e-06
Position 413: 8.858318241962856e-06
Position 383: 7.963420177550258e-06
Position 561: 7.779600916823613e-06
Position 192: 3.7273786240080295e-06
Position 184: 2.2013990609131796e-06
Position 148: 1.5393926302738324e-06
Position 232: 1.1290848580225131e-06
Position 205: 1.074047657254189e-06
Position 289: 1.0178482896201628e-06
Position 404: 7.984094237074856e-07
Position 169: 5.563600595828086e-07
Position 602: 2.6952302256779646e-07
Position 620: 8.527266825087795e-08
Position 150: 8.320259015100403e-08
Position 518: 8.176379391937846e-08
Position 202: 6.692435663969905e-08
