Gene = 1110004F10Rik
index = 2
Annotated 5SS: [  225  6223  8704 10020]
Annotated 3SS: [ 6138  8642  9909 10910]
SMsplice 5SS: [  87 6223 8704]
SMsplice 3SS: [ 6138  8642 10890]
top_k =  100
Partition function (log Z): -9.187891672015558

Sorted 5' Splice Sites (High to Low Probability):
Position 8704: 0.9530247995556658
Position 87: 0.6067128700521519
Position 11168: 0.43308163075273115
Position 623: 0.3051113699877096
Position 925: 0.22718665905446636
Position 10999: 0.03247712811480313
Position 268: 0.026241620554887136
Position 11123: 0.02174931075230634
Position 483: 0.018909679294400638
Position 225: 0.01613252536674805
Position 9475: 0.015751263135421443
Position 718: 0.012655736176504588
Position 11114: 0.008227463086057017
Position 125: 0.0069791162220386475
Position 10933: 0.006463162508558232
Position 29: 0.0036007401476219726
Position 195: 0.0033148425415650434
Position 202: 0.0029150904258001846
Position 11740: 0.002233020984573253
Position 2769: 0.001205194578261933
Position 11479: 0.0011152955105272612
Position 74: 0.00022266931772325314
Position 179: 6.225200621646349e-05
Position 245: 5.507849295190556e-05
Position 144: 2.571145655391582e-05
Position 166: 1.1951340375099126e-05
Position 23: 1.1127474607840364e-05
Position 256: 6.834124781853821e-06
Position 102: 3.7029576980949715e-06
Position 53: 2.394518000231777e-06
Position 282: 1.8388786052406133e-06
Position 100: 1.719779735365801e-06
Position 14: 1.4666120330546573e-06
Position 129: 1.0257893838482109e-06
Position 127: 8.194922422065711e-07
Position 61: 5.24347156617872e-07
Position 394: 3.4702784053664604e-07
Position 107: 3.1002100023003514e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 8642: 0.9530247995556651
Position 10890: 0.6274476460583899
Position 11421: 0.4769635360092963
Position 10910: 0.32974737758109296
Position 788: 0.18018554980297935
Position 11879: 0.029034363717746665
Position 832: 0.025646736778680256
Position 9262: 0.020848524018011575
Position 11457: 0.015106984338622877
Position 11304: 0.014740193608562295
Position 615: 0.011049416215541584
Position 347: 0.007855632009237078
Position 660: 0.00552525853872466
Position 11843: 0.002330275679727903
Position 11554: 0.0021961921164527108
Position 10540: 0.0014882216885863599
Position 2667: 0.0012051945782619322
Position 9098: 0.0007729396432011234
Position 4460: 0.00016431428009224723
Position 509: 0.000106655005639567
Position 1772: 5.173747455186073e-05
Position 1143: 6.1275576463417146e-06
Position 596: 4.821696964855421e-07
Position 757: 1.3092725350376176e-07
Position 356: 3.086046116292403e-09
