Gene = C130079G13Rik
index = 194
Annotated 5SS: [ 293 1746 3843 6513 7535]
Annotated 3SS: [ 1537  3619  6442  7362 10912]
SMsplice 5SS: [ 293 3843]
SMsplice 3SS: [3619 7718]
top_k =  100
Partition function (log Z): -7.123547648002797

Sorted 5' Splice Sites (High to Low Probability):
Position 293: 0.9990675776624887
Position 3843: 0.9796805847552691
Position 6513: 0.24594871078397185
Position 2424: 0.13125448815252364
Position 2981: 0.10095235355854948
Position 7290: 0.07972004219120135
Position 1746: 0.06944580280547628
Position 7242: 0.06867999123704033
Position 3120: 0.06703992108918345
Position 1999: 0.06078940607822211
Position 7535: 0.06026149969281703
Position 3314: 0.040213181213738174
Position 3220: 0.037182477004575394
Position 1372: 0.03261012362728278
Position 6613: 0.018587849952995467
Position 3031: 0.009730285533780473
Position 6321: 0.004733627168311218
Position 6317: 0.004403140299286058
Position 3060: 0.003907651958576891
Position 6836: 0.003711289826734444
Position 4034: 0.0014829943245185133
Position 75: 0.0014783984219967838
Position 1727: 0.0009798148212764315
Position 1076: 0.0007505425142336932
Position 856: 0.0005395129162884729
Position 9: 0.00016303012955486316
Position 636: 0.00012762204679803325
Position 629: 3.7947973313534446e-05
Position 903: 3.583897103221035e-05
Position 4: 2.97732061466489e-05
Position 14: 7.349517994124737e-06
Position 147: 1.732323987031799e-06
Position 181: 6.919805651881895e-07
Position 79: 5.06900812590997e-07
Position 68: 3.78364254518648e-07
Position 89: 2.300311861210935e-07
Position 251: 1.917066142500791e-07
Position 107: 1.1257341370169869e-07
Position 77: 7.53865070880409e-08
Position 105: 7.485777863868315e-08
Position 316: 5.594975566704627e-08
Position 174: 3.028023571849579e-08
Position 50: 2.009508879263067e-08
Position 191: 3.695638247583775e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3619: 0.9116726304959754
Position 7718: 0.6084469744247047
Position 6442: 0.4003738243630406
Position 7109: 0.1729521961288894
Position 2861: 0.1582235036459092
Position 2256: 0.12023248850753337
Position 6409: 0.08121130381946422
Position 5165: 0.06946535542380096
Position 1537: 0.06715722684495304
Position 3146: 0.06355019327665205
Position 1851: 0.06082631809886755
Position 7362: 0.06026149969281703
Position 3683: 0.05473288127899386
Position 2893: 0.02374964220757829
Position 3707: 0.018870929579810614
Position 8008: 0.017553269996192417
Position 6647: 0.01389737592035295
Position 3201: 0.013845464941661535
Position 1156: 0.012241545573879145
Position 6201: 0.009136767467597276
Position 5286: 0.008904509668561031
Position 6699: 0.008148730433757304
Position 1314: 0.007941453662256931
Position 5132: 0.007228806719889969
Position 5776: 0.006626971766045619
Position 2298: 0.005954042409803007
Position 2322: 0.005603291672054108
Position 4247: 0.004844846233800781
Position 1074: 0.004779685274152869
Position 1334: 0.0038186048038863483
Position 4865: 0.003598566153596579
Position 1250: 0.0030792404415161943
Position 1629: 0.002876808218667116
Position 3963: 0.0025156944289643737
Position 6930: 0.0024033536545069955
Position 4958: 0.0022396772378323934
Position 841: 0.0008647523735684654
Position 508: 0.0005798499471485057
Position 1884: 0.0005429314658961752
Position 1253: 0.0004480463188791204
Position 1119: 0.000351231960596005
Position 184: 0.00026993156003728375
Position 1533: 0.00024589174965045535
Position 105: 0.00018320109568822798
Position 1581: 0.00017399476901645941
Position 1009: 0.00015467402596091047
Position 1491: 0.00013664880890132514
Position 1643: 0.00012864069347093052
Position 195: 9.675881160261202e-05
Position 167: 8.739152009060688e-05
Position 239: 7.014730186833173e-05
Position 1902: 5.68603085823418e-05
Position 709: 4.4330602248323014e-05
Position 202: 4.279946865982383e-05
Position 1669: 3.852750782483607e-05
Position 816: 2.5124515932108202e-05
Position 604: 1.9498546391767225e-05
Position 707: 1.569507020415503e-05
Position 561: 5.010368581433663e-06
Position 802: 3.715717990685109e-06
Position 722: 3.2638440510153366e-06
Position 481: 2.337434135815946e-06
