Gene = Lztfl1
index = 655
Annotated 5SS: [  100  2326  5196  6590  8072  9553  9717 15501 16756]
Annotated 3SS: [ 2200  5000  6528  7999  9486  9638 15323 16651 17521]
SMsplice 5SS: [  100  2326  5196  8150  9553  9717 15501 16756]
SMsplice 3SS: [ 2200  5000  7999  9486  9638 15323 16651 17122]
top_k =  100
Partition function (log Z): 0.5794119856166122

Sorted 5' Splice Sites (High to Low Probability):
Position 9717: 1.0000000000000013
Position 15501: 0.9984071174693327
Position 5196: 0.9919310994028251
Position 100: 0.9779472214621826
Position 16756: 0.9755122602392758
Position 8150: 0.7754812731210489
Position 2326: 0.7543379595968678
Position 9553: 0.6832025018299747
Position 6590: 0.5408458831114638
Position 6876: 0.3864660350545275
Position 10241: 0.382995664329667
Position 8072: 0.2206418697795553
Position 14403: 0.2075214658620933
Position 7893: 0.1409310216048704
Position 3834: 0.12047096895726178
Position 11863: 0.09535987264290018
Position 5987: 0.09365598241054544
Position 7346: 0.0802376905946891
Position 3784: 0.07402795934036382
Position 3276: 0.05478443407585829
Position 6036: 0.04729345278654395
Position 1795: 0.04455357216385307
Position 2741: 0.03542551093373245
Position 2660: 0.033176136400225494
Position 595: 0.030323828788244588
Position 6897: 0.029256948036181528
Position 4470: 0.026092115639904528
Position 18234: 0.01820624208985543
Position 2106: 0.012356640764366808
Position 560: 0.010750461157970124
Position 1151: 0.008519662801118766
Position 8307: 0.0071971622679291546
Position 303: 0.005913801177963365
Position 17853: 0.0057404751191794025
Position 1163: 0.0045269223035279684
Position 1898: 0.0029035658655210705
Position 133: 0.00013134794237467978
Position 112: 2.976451954554485e-05
Position 726: 2.0438125118128043e-05
Position 189: 1.0112932587392767e-05
Position 336: 9.900819538399126e-06
Position 58: 1.4484540962285993e-06
Position 260: 1.3049872324262952e-06
Position 395: 1.1886302592095963e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 15323: 0.9995425632025102
Position 9638: 0.9990842247554977
Position 5000: 0.9684987601055725
Position 7999: 0.9002385164049703
Position 16651: 0.8456084591107593
Position 9486: 0.6841182770744777
Position 2200: 0.6485536005911177
Position 6528: 0.4207693781300209
Position 6480: 0.34962363407360714
Position 10097: 0.20028029421750312
Position 3703: 0.19449892829762566
Position 19528: 0.18848047899290907
Position 17122: 0.1806675564139517
Position 18037: 0.15988969271191963
Position 16620: 0.14245700107121184
Position 7618: 0.14093102160487034
Position 17521: 0.1230483363436217
Position 14280: 0.10887150129641247
Position 5882: 0.10277670858353166
Position 14223: 0.09864996456568084
Position 7975: 0.0958846264956339
Position 11722: 0.09555446951324893
Position 6766: 0.0953286323096076
Position 6629: 0.09084722168893725
Position 19337: 0.08730604536108948
Position 7213: 0.08023769059468908
Position 2204: 0.07990716946533563
Position 10123: 0.07220423255162892
Position 10070: 0.0696322054356341
Position 3172: 0.054784434075858285
Position 17695: 0.053405891488705656
Position 1710: 0.04460458018797726
Position 19113: 0.03536022332815966
Position 17410: 0.03373446752500378
Position 18911: 0.0334474074100649
Position 10113: 0.03126812762674047
Position 2547: 0.026723933404743515
Position 4181: 0.026092115639904528
Position 18636: 0.02596865953506778
Position 5961: 0.025877451187227056
Position 18131: 0.023625199691500752
Position 4942: 0.020839175162645447
Position 17022: 0.019562427292188808
Position 2155: 0.018650880136864594
Position 17655: 0.017575079665757144
Position 463: 0.017182262501345368
Position 17361: 0.016837075749150693
Position 2643: 0.013749454435080175
Position 2516: 0.011352698108641453
Position 2506: 0.00989305391271958
Position 9879: 0.009528402127917786
Position 5833: 0.009055344458278802
Position 954: 0.009036979027317786
Position 1767: 0.008751053414801535
Position 8221: 0.007197162267929159
Position 15622: 0.007084666299650968
Position 2495: 0.006865592734498367
Position 2169: 0.006732928762894903
Position 440: 0.006440312426943355
Position 17312: 0.0038074269269295
Position 5894: 0.003239930968051881
Position 1064: 0.002889892095611105
Position 2037: 0.0028460953509826057
Position 4882: 0.0025931641346072197
Position 1861: 0.001494507857809187
Position 1932: 0.0013508169517378909
Position 909: 0.0011197139817178392
Position 1624: 0.0007667250304324416
Position 365: 0.0006540138153457475
Position 459: 0.00044279623195762934
Position 524: 0.000421434021519722
Position 2271: 0.00035384192631577493
Position 10141: 0.0003452422973842343
Position 2308: 0.0001395387143392173
Position 2553: 1.6914738274856543e-05
