Gene = Spc24
index = 1010
Annotated 5SS: [ 185 2619 3014 3187]
Annotated 3SS: [2473 2908 3109 4007]
SMsplice 5SS: [185]
SMsplice 3SS: [2473]
top_k =  100
Partition function (log Z): -7.606074746124188

Sorted 5' Splice Sites (High to Low Probability):
Position 185: 0.974806066439564
Position 1036: 0.1602261908132395
Position 684: 0.1002904583287071
Position 2692: 0.0571873905833157
Position 2566: 0.020162893541189313
Position 52: 0.020106443007077195
Position 1856: 0.010909714867939856
Position 3014: 0.007021881468300335
Position 2032: 0.006786811405012503
Position 643: 0.005752204505296654
Position 1658: 0.005660302120359051
Position 195: 0.003863334210500636
Position 2528: 0.002959176147705529
Position 1260: 0.002759288657470834
Position 458: 0.0008987815409121271
Position 2138: 0.00025573706881143487
Position 238: 0.0001961662939161325
Position 905: 0.0001892808948061012
Position 254: 5.4846373261719373e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2473: 0.5778674751737151
Position 884: 0.18341094140439898
Position 1786: 0.12809876911091697
Position 551: 0.11726978659616846
Position 3109: 0.11395753499389279
Position 4007: 0.10870334931641977
Position 1152: 0.03328231177772161
Position 1962: 0.01280216635170459
Position 4025: 0.01031455415170076
Position 1538: 0.008551255555368027
Position 3669: 0.007682083345935991
Position 2912: 0.006983383450418618
Position 3012: 0.0053523333165113865
Position 2903: 0.005104729803575784
Position 764: 0.004942937143286618
Position 2922: 0.004905074435766183
Position 720: 0.004861697582271471
Position 2078: 0.00465465073071826
Position 1903: 0.004251540040292791
Position 2338: 0.0040127267744419015
Position 1030: 0.0040035751842445524
Position 4756: 0.003954349719035376
Position 1437: 0.0032725613947160244
Position 284: 0.0032026425199004095
Position 344: 0.003136576864553925
Position 716: 0.002981211843330228
Position 810: 0.002951040787931328
Position 2524: 0.0025723938509163613
Position 642: 0.0018925188882519383
Position 254: 0.0016968869555529604
Position 865: 0.0009293830713164135
Position 930: 0.0007881273956706112
Position 896: 0.0007850697719087563
Position 492: 0.00023903700489432517
Position 620: 0.0002066724695218185
Position 824: 0.00011279625212344596
Position 583: 8.082754565560873e-05
Position 558: 5.717615862296314e-05
Position 570: 3.8331056757179986e-05
Position 927: 3.4996423192770535e-05
Position 349: 2.7009228191220146e-05
Position 994: 2.27490636124849e-05
Position 409: 2.2355584232927328e-05
Position 286: 1.2739693913157933e-05
Position 424: 6.928407208921361e-07
Position 628: 6.204244499733409e-07
Position 665: 5.336920543937918e-07
