Gene = Nms
index = 754
Annotated 5SS: [ 213 2418 2769 4813 4961 6991 7842 8453 9527]
Annotated 3SS: [ 2361  2717  4788  4906  6906  7805  8410  9479 10733]
SMsplice 5SS: [ 213 2418 6991]
SMsplice 3SS: [2361 6906 9479]
top_k =  100
Partition function (log Z): -3.9111918831988044

Sorted 5' Splice Sites (High to Low Probability):
Position 6991: 0.9596480798196944
Position 213: 0.9437437114361727
Position 2418: 0.9370309593047706
Position 620: 0.45770195833752314
Position 2769: 0.4390271299959665
Position 4813: 0.2801336855423527
Position 2611: 0.272016673988821
Position 7842: 0.17851409479141553
Position 2649: 0.17687506928564078
Position 5140: 0.13395812248762906
Position 450: 0.12352871904148228
Position 4383: 0.10512245110547588
Position 463: 0.09652771517640166
Position 356: 0.08952863749458581
Position 9583: 0.07027938770684869
Position 4961: 0.053771747707574306
Position 4473: 0.030644356433567825
Position 2219: 0.029421173927331717
Position 2438: 0.02833740324623168
Position 952: 0.02064439930511415
Position 2512: 0.005842452419857721
Position 3520: 0.005298551178987993
Position 4607: 0.003383292221920494
Position 3538: 0.00318983147919996
Position 189: 0.0005502229892675498
Position 100: 0.00030926783788729026
Position 455: 0.00025663462858179284
Position 109: 1.6039271667077306e-05
Position 172: 6.851525310259761e-06
Position 226: 1.7658375059949036e-06
Position 106: 3.8966686419753536e-07
Position 264: 2.576465728969922e-07
Position 46: 2.2728946618587025e-07
Position 258: 4.498683545892477e-08
Position 231: 2.8043415307303687e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 6906: 0.9760845784079276
Position 2361: 0.8647977750647529
Position 2511: 0.5889972891637114
Position 9479: 0.5078396684689154
Position 317: 0.3532321352654571
Position 2717: 0.2939626452396385
Position 4587: 0.2835169777642732
Position 10733: 0.2078136801936164
Position 4906: 0.1982951418748595
Position 501: 0.1841059271303095
Position 7693: 0.15030293572806286
Position 4182: 0.14582163305118684
Position 549: 0.10997287768847036
Position 8410: 0.10644926295757848
Position 8451: 0.08003026247285336
Position 2254: 0.07607604742115609
Position 7070: 0.06543699294906649
Position 7642: 0.05955135815126449
Position 412: 0.03009183057406355
Position 2089: 0.029421173927331717
Position 889: 0.02064439930511414
Position 8511: 0.02011398531660359
Position 2201: 0.018470079097409754
Position 322: 0.0155041580814933
Position 2198: 0.011725531271922718
Position 319: 0.011177186945744379
Position 3417: 0.008488382658187962
Position 8128: 0.006979555784139078
Position 560: 0.00592487000978729
Position 2696: 0.004216912732753205
Position 2379: 0.004178732650215492
Position 7339: 0.003923860295858994
Position 533: 0.0016152057667524128
Position 344: 0.00014437533335774283
Position 369: 0.00011334999880914012
Position 381: 9.125339210164723e-05
Position 199: 4.907220232664342e-05
Position 262: 2.866164716888241e-05
Position 512: 2.22115759198916e-05
Position 488: 1.5847794453999405e-05
Position 503: 1.4777085242928307e-05
Position 415: 1.1151099589558582e-05
Position 383: 1.060128619997059e-05
Position 212: 9.576127000317394e-06
Position 588: 9.121209898233932e-06
Position 592: 5.860278816443862e-06
Position 607: 5.828853230139946e-06
Position 572: 4.546864907388042e-06
Position 391: 4.430864879464622e-06
Position 275: 3.860540302402914e-06
Position 566: 3.753593257591901e-06
