Gene = Edrf1
index = 360
Annotated 5SS: [  381  1573  3204  3877  6230  6607  9549  9924 10755 12883 13067 13593
 14651 16416 16865 19141 19626 21102 22752 24399 24688 25972 28441 30149]
Annotated 3SS: [ 1363  3136  3750  6104  6449  9446  9801 10642 12734 12957 13480 14389
 16343 16713 18951 19424 20882 22527 24239 24537 25817 28324 29996 33822]
SMsplice 5SS: [  381  3204  3877  6230  6607  9924 10755 12883 13067 13593 16416 16865
 21102 21550 22752 24399 24688 25972 28441 30149]
SMsplice 3SS: [ 3136  3750  6104  6493  9801 10642 12734 12957 13480 16343 16713 20882
 21415 22592 24239 24537 25817 28324 29996 33151]
top_k =  100
Partition function (log Z): 19.79962252440825

Sorted 5' Splice Sites (High to Low Probability):
Position 25972: 1.0000000000000002
Position 28441: 0.9999999999999981
Position 6607: 0.999999999999997
Position 9924: 0.9999601374929274
Position 12883: 0.9958949233295424
Position 13067: 0.9951024605858346
Position 21102: 0.9671801459412618
Position 13593: 0.9629943244620441
Position 3204: 0.9048306099603851
Position 6230: 0.9032644969594188
Position 22752: 0.8984510896401374
Position 30149: 0.8890987161157762
Position 381: 0.8671447569317725
Position 3877: 0.8230250970257369
Position 24399: 0.7971822277287484
Position 16416: 0.7836728146156839
Position 10755: 0.7723719856857434
Position 21550: 0.6854355039582457
Position 5796: 0.604829193680363
Position 16865: 0.5916890980433641
Position 24688: 0.5560686499164703
Position 27545: 0.5137121698286615
Position 1573: 0.5056801674984573
Position 19141: 0.4636102207790643
Position 9549: 0.4271904803457811
Position 16877: 0.4050926554446642
Position 14651: 0.37944165735306107
Position 28925: 0.34843074186257805
Position 3056: 0.2725718564184586
Position 24122: 0.1837542121908483
Position 26938: 0.1833817661601795
Position 741: 0.18178346400315065
Position 22378: 0.17404367640816787
Position 30408: 0.16662806367482358
Position 27352: 0.12575518549255188
Position 3051: 0.11319542378590709
Position 29727: 0.09824570249313211
Position 3219: 0.09516939003961121
Position 18629: 0.08035561259486351
Position 5869: 0.07746757693185388
Position 10866: 0.07618183613444612
Position 1128: 0.05629419677907534
Position 4997: 0.056113370954192957
Position 26944: 0.04660713142216372
Position 1548: 0.03922141358941213
Position 15149: 0.03483052865381878
Position 1849: 0.0317798876379348
Position 2315: 0.027803588110777676
Position 13615: 0.02646909652635653
Position 6191: 0.026346803923846265
Position 2207: 0.021873149406616985
Position 4975: 0.020716346483821802
Position 21366: 0.020466433981798978
Position 21090: 0.015704813546433345
Position 97: 0.01553876514071438
