Gene = Brca2
index = 186
Annotated 5SS: [  461   650  7068  8548  9104  9466  9773 12013 12921 14508 20828 22361
 25381 26206 28384 29765 30478 31880 34387 34616 35882 37567 37962 38194
 44500 45139]
Annotated 3SS: [  544  6839  8438  9053  9424  9660 11962 12808 13400 16018 22264 25310
 25858 28201 29576 30306 31524 34230 34470 35759 37373 37797 38054 44257
 44976 46308]
SMsplice 5SS: [   64   650  3827  7068  8548  9584  9773 12013 12921 30497 31880 34387
 34616 35882 37567 38194 41049 45139]
SMsplice 3SS: [  544  3736  6839  8438  9424  9660 11962 12808 30375 31524 34230 34470
 35759 37373 38054 40956 44976 46537]
top_k =  100
Partition function (log Z): -14.60762274258235

Sorted 5' Splice Sites (High to Low Probability):
Position 12013: 0.9716823120050225
Position 650: 0.9233227887590075
Position 8548: 0.9155219025981626
Position 9773: 0.9139325509125351
Position 7068: 0.8956767407441263
Position 3827: 0.7349585409014201
Position 9584: 0.6901810658976728
Position 12921: 0.6548112183585495
Position 2354: 0.5658534177174201
Position 1447: 0.42903233108704997
Position 9104: 0.33720332396446806
Position 64: 0.3331817218365368
Position 60: 0.2359874688454231
Position 267: 0.1198475328492114
Position 461: 0.1118259808987072
Position 2517: 0.0923531769506848
Position 230: 0.08072816352085958
Position 675: 0.0759707876002932
Position 9466: 0.07467589151152425
Position 9493: 0.058169817231358764
Position 13908: 0.052264018574105384
Position 13308: 0.051308040150129325
Position 10312: 0.046658417195661495
Position 4131: 0.03570416401382323
Position 74: 0.03143171102736839
Position 321: 0.02406276791750924
Position 14508: 0.019082326965050248
Position 269: 0.01758797471286629
Position 2406: 0.016512619789707635
Position 2350: 0.016446405101400077
Position 2117: 0.01549983582751786
Position 5423: 0.015012870385339668
Position 179: 0.014970595707074305
Position 4482: 0.014588982671398808
Position 3902: 0.012782529353596351
Position 108: 0.011661254849004963
Position 1301: 0.008871636516446627
Position 223: 0.008511932308210596
Position 297: 0.007375936757339908
Position 2068: 0.0059709540018827705
Position 100: 0.005584616718124149
Position 2157: 0.005042777370741494
Position 85: 0.003323793194985788
Position 316: 0.003009698889667701
Position 1796: 0.0029047721031648112
Position 193: 0.0023291412583553005
Position 28: 0.0022371993845034326
Position 273: 0.002178347377411896
Position 291: 0.001898566248537151
Position 216: 0.0012031572991672453
Position 15: 0.001108163000856674
Position 249: 0.0009594018727303735
Position 241: 0.0009555433304586425
Position 1139: 0.0009055756321611223
Position 722: 0.0007064236407001506
Position 370: 0.00041828781841487145
Position 360: 0.0003848185752000959
Position 1111: 0.00018397037060114262
Position 1159: 0.00013708825732773185
Position 1310: 4.526951890321273e-05
Position 97: 2.0105043802764492e-07
Position 76: 8.65690340539761e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 544: 0.9974197346758252
Position 8438: 0.9155219025981639
Position 9660: 0.9154955889966272
Position 6839: 0.8956767407441255
Position 16018: 0.8404312702200647
Position 11962: 0.8017162137108559
Position 3736: 0.7477410702550148
Position 9424: 0.6765631836649735
Position 12808: 0.6554986555196995
Position 2238: 0.4661128459364375
Position 1254: 0.34955034346779595
Position 2278: 0.22505277362277565
Position 9372: 0.14646359097558312
Position 13400: 0.12326954789052963
Position 9053: 0.12081285235365122
Position 8768: 0.10089171660680789
Position 11917: 0.09715821049439233
Position 11941: 0.07515209807964347
Position 13866: 0.06395565591162493
Position 8914: 0.060325669470246666
Position 13236: 0.054454963710828
Position 9031: 0.05154088560387056
Position 10205: 0.04665841719566148
Position 1403: 0.04526923216683071
Position 3961: 0.03570416401382319
Position 14402: 0.019082326965050248
Position 1950: 0.016965536736331246
Position 1354: 0.016608637320144313
Position 5329: 0.015012870385339668
Position 1158: 0.012466542153836017
Position 1205: 0.011731559655207797
Position 4379: 0.010108943783259893
Position 13953: 0.007844851573872755
Position 2029: 0.007185149350731693
Position 170: 0.006107794997849043
Position 449: 0.005944698946089939
Position 13546: 0.0055824630808355875
Position 349: 0.004933071443500786
Position 4291: 0.004480038888138914
Position 9078: 0.00363219992989186
Position 15790: 0.0034386208113668577
Position 202: 0.0025007030330946242
Position 1893: 0.002362881113079223
Position 1061: 0.002356022571101787
Position 1615: 0.0019596365589787937
Position 134: 0.0014057843601125893
Position 141: 0.001404296792861644
Position 1275: 0.001185774592505272
Position 137: 0.0010526372430278473
Position 1639: 0.0006656069690887449
Position 320: 0.000621516418970397
Position 184: 0.0005452713963973707
Position 377: 0.0004660585083564332
Position 167: 0.0003624389405103767
Position 1551: 0.00027952857509727413
Position 961: 7.590378087816999e-06
Position 1406: 1.6907697984141834e-07
Position 630: 5.706140054752139e-08
