Gene = Rabac1
index = 882
Annotated 5SS: [ 228  653  994 2668]
Annotated 3SS: [ 439  895 2565 2744]
SMsplice 5SS: [228 585]
SMsplice 3SS: [ 439 2744]
top_k =  100
Partition function (log Z): -4.927013983083881

Sorted 5' Splice Sites (High to Low Probability):
Position 228: 0.9311255770903322
Position 585: 0.8200237701951639
Position 994: 0.4415627546759484
Position 2668: 0.2935826799806603
Position 653: 0.15174555652507918
Position 2574: 0.13801635367612375
Position 367: 0.02606340663147825
Position 752: 0.0258543472995419
Position 812: 0.02398014702772432
Position 288: 0.012041462159548572
Position 119: 0.011046516652648965
Position 1381: 0.009895597963098381
Position 105: 0.00763003556101931
Position 350: 0.00527041492193652
Position 1576: 0.0029935710924490254
Position 561: 0.0015306714769363085
Position 620: 0.001169369438498812
Position 93: 0.0011306748709898214
Position 599: 0.0008564260200844371
Position 241: 0.0008124615243076613
Position 305: 0.0005886544535889958
Position 269: 0.0005281825670279096
Position 149: 0.0003518076017036112
Position 243: 0.00023302271592110614
Position 343: 5.492129383410993e-05
Position 594: 3.8605072422486255e-05
Position 310: 3.7394185702577e-05
Position 541: 3.428981141189103e-05
Position 644: 4.391873667541891e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 2744: 0.8210078684486669
Position 439: 0.7216668877230606
Position 895: 0.3968397340568286
Position 2565: 0.32413699397675144
Position 413: 0.13364905807315333
Position 2467: 0.12994373841296344
Position 474: 0.12858015340433263
Position 745: 0.11578106651563184
Position 2788: 0.031060086296281916
Position 2765: 0.02281880391405344
Position 707: 0.015152899411516768
Position 2489: 0.014058749197661246
Position 783: 0.00824005373209824
Position 974: 0.0075963096159155615
Position 1340: 0.007451024489452968
Position 1298: 0.005700105080361969
Position 1687: 0.004481513369959217
Position 1129: 0.00343168726739947
Position 1362: 0.0031345598278714683
Position 455: 0.0029683781862202027
Position 683: 0.002440582751428228
Position 1272: 0.002194825180914999
Position 834: 0.0013984947662744934
Position 1278: 0.0011487754038410946
Position 325: 0.0011257587964108914
Position 340: 0.0009042696345202196
Position 805: 0.0005055607899975977
Position 366: 0.00026352404015428436
Position 389: 0.000159314503162528
Position 536: 0.00015479102353689207
Position 687: 8.272142278358216e-05
Position 164: 5.6741911331518345e-05
Position 480: 3.1387036786650314e-05
Position 169: 1.2195238757313578e-05
Position 253: 1.0661062648258231e-05
Position 349: 8.13110357498566e-06
Position 285: 1.98488864574868e-06
Position 195: 1.202117976004755e-06
Position 186: 1.1489889157935342e-06
Position 183: 8.033554411769662e-07
Position 192: 5.193415688316931e-07
