Gene = Ost4
index = 784
Annotated 5SS: [124 390]
Annotated 3SS: [ 251 1021]
SMsplice 5SS: [124 390]
SMsplice 3SS: [ 251 1346]
top_k =  100
Partition function (log Z): -1.1748478220087488

Sorted 5' Splice Sites (High to Low Probability):
Position 124: 0.9826905351633423
Position 390: 0.9796045367672055
Position 661: 0.02149760428951956
Position 1489: 0.018418484250907592
Position 434: 0.007790834729087563
Position 119: 0.006239315023766251
Position 68: 0.0041423798266629515
Position 1438: 0.003674337643931674
Position 1201: 0.0035809199043907057
Position 1153: 0.003205301102888867
Position 396: 0.002640123814285959
Position 86: 0.002249776260553578
Position 769: 0.0012959214284726573
Position 548: 0.0008152302122157444
Position 340: 0.0007838794740320198
Position 702: 0.0005020725489482589
Position 630: 0.0003571201552525722
Position 1055: 0.0003153034174039961
Position 82: 0.0003115823316382397
Position 1520: 0.0002658734844903248
Position 1057: 0.00023196228276289516
Position 94: 0.0002252075073999249
Position 99: 0.00013894086736704705
Position 176: 0.00011371383929389376
Position 56: 0.00010067707121270194
Position 9: 9.486797745787457e-05
Position 90: 5.584592940902951e-05
Position 179: 3.793533040828691e-05
Position 105: 1.1979189249456384e-05
Position 144: 8.14597743057907e-06
Position 369: 6.405165094904307e-06
Position 24: 5.639373051720062e-06
Position 405: 4.469590876976969e-06
Position 97: 3.2693784884316525e-06
Position 474: 3.2300944575239834e-06
Position 31: 2.8403868861819647e-06
Position 300: 2.4013005285993745e-06
Position 790: 7.598557533691407e-07
Position 213: 6.48041666037641e-07
Position 198: 1.325820999864017e-07
Position 1399: 8.595878709995585e-08
Position 217: 5.14015675390376e-08
Position 34: 5.039226396497974e-10
Position 319: 2.2161245366790274e-11
Position 298: 1.4934483667864114e-11
Position 265: 1.41637641076354e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 251: 0.9892336889220165
Position 1346: 0.9243582553367922
Position 1021: 0.06260158906562541
Position 561: 0.010426746776475858
Position 1567: 0.008120429910635144
Position 1100: 0.00777020230255156
Position 538: 0.007355596748349083
Position 463: 0.00455960833399172
Position 1736: 0.004386139915816617
Position 629: 0.004117972180539369
Position 1467: 0.0028945885199039437
Position 1538: 0.0023805127730484412
Position 1803: 0.001580688893511107
Position 1604: 0.001577108286064568
Position 637: 0.0012153401643442998
Position 1361: 0.0011982185823426923
Position 592: 0.0011799923664948468
Position 1891: 0.0010714006611111482
Position 1646: 0.0006940968172765808
Position 1029: 0.0006850078654264403
Position 1740: 0.0006272511588088667
Position 1810: 0.0004846908603541067
Position 1153: 0.00031730899268213867
Position 1372: 0.00031615623157199156
Position 270: 0.000312568200713706
Position 1842: 0.000287424154008621
Position 826: 0.0002383852415502816
Position 1788: 0.00022100464832331071
Position 1667: 0.0002121427175110357
Position 1569: 0.00020324075085421462
Position 1858: 0.0001791064664188271
Position 1630: 0.00017565055178774425
Position 1898: 0.00015780681379924034
Position 389: 0.00015717992959845124
Position 474: 0.00012082527049105316
Position 232: 4.213948101043691e-06
Position 340: 3.7170434344674465e-06
Position 1390: 1.7252489422086396e-06
Position 1419: 8.111046575028076e-07
Position 198: 6.109987310881361e-07
Position 226: 4.957352248914596e-07
Position 152: 3.9037355263492424e-07
Position 360: 2.3676595201171243e-07
Position 1309: 1.242503447770135e-07
Position 204: 3.0528950854357075e-08
Position 357: 2.894788945246532e-08
Position 210: 8.751943742861243e-09
Position 354: 7.831588057315807e-09
Position 202: 7.010799084661794e-09
Position 206: 3.425351199499283e-09
Position 213: 3.1091762601294245e-09
