Gene = Uvssa
index = 1176
Annotated 5SS: [  307   630  9291 10141 11342 13161 13489 23904 30285 30854 32347 32977
 35378]
Annotated 3SS: [  529  8959 10019 10945 13047 13359 23797 30112 30730 32162 32864 35202
 36101]
SMsplice 5SS: [  270   630 10141 11342 13161 13489 19945 22234 23904 28531 29507 30854
 32347 32977 35378]
SMsplice 3SS: [  529 10019 11194 13047 13359 19888 22126 23797 28426 29320 30730 32162
 32864 35269 36101]
top_k =  100
Partition function (log Z): -9.308309761185031

Sorted 5' Splice Sites (High to Low Probability):
Position 10141: 0.9999999999999983
Position 630: 0.9999999999999974
Position 13489: 0.9966752486212683
Position 13161: 0.9847907377118906
Position 11342: 0.9244986859623124
Position 270: 0.5043949340693518
Position 9291: 0.3299634289197232
Position 11114: 0.32868309281183944
Position 5394: 0.2653227991214263
Position 15415: 0.2228413572514831
Position 6714: 0.2072671241729053
Position 6446: 0.14727941303115286
Position 91: 0.1362926760795362
Position 6808: 0.12274865960882984
Position 141: 0.1090558391772604
Position 15983: 0.08757465680382351
Position 12259: 0.06507684186900868
Position 162: 0.0626532743216254
Position 432: 0.05885189836774045
Position 115: 0.05783968304148802
Position 12493: 0.05083712788250037
Position 14040: 0.03662239750383247
Position 13832: 0.031090684823249285
Position 14759: 0.02213161255719065
Position 307: 0.01821462246552907
Position 222: 0.015336893657856508
Position 13337: 0.015105607395709247
Position 13766: 0.01303399177643902
Position 5899: 0.010058986154884047
Position 11382: 0.00839677134973411
Position 442: 0.007903947833525974
Position 33: 0.005785088496535764
Position 197: 0.005297466621597493
Position 215: 0.0041553004364750165
Position 98: 0.00390154482997084
Position 451: 0.0028027137053012927
Position 12271: 0.002601800483648964
Position 6105: 0.0023642028980072546
Position 171: 0.002161558926409834
Position 131: 0.001992384812583641
Position 3743: 0.0011638012632013558
Position 13249: 0.0010112267294856677
Position 372: 0.0008667336714521602
Position 231: 0.0007803578189865903
Position 2332: 0.0006515595904207323
Position 186: 0.000642689313409658
Position 183: 0.0006045893871875281
Position 311: 0.0005725271577046408
Position 13989: 0.00038987855159674346
Position 247: 0.0003864686022114557
Position 134: 0.00032672005288832687
Position 364: 0.0002644161922352101
Position 13443: 0.0002454479494612117
Position 13521: 0.00016715341883370797
Position 13130: 2.9375927888187634e-06
Position 17: 3.847722547341623e-07
Position 68: 3.6658563218997174e-07
Position 66: 3.4536585523628897e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 10019: 1.0
Position 529: 0.9923918181786509
Position 13047: 0.9860299711223152
Position 13359: 0.735489141114445
Position 18935: 0.49329745235923655
Position 11194: 0.4022739357784695
Position 11214: 0.3961055169958604
Position 15969: 0.285519951581931
Position 5296: 0.2653227991214263
Position 6652: 0.22158422560646096
Position 10945: 0.214974498522684
Position 13684: 0.17781081899362183
Position 6306: 0.16950508450599772
Position 8959: 0.1659145396732215
Position 9050: 0.16404888924650157
Position 15341: 0.16291015247375187
Position 13297: 0.15445235062273366
Position 6713: 0.08620588670042922
Position 13375: 0.07521532126168089
Position 15266: 0.06909932580193526
Position 11139: 0.06904078229631164
Position 14607: 0.06583647813877139
Position 10911: 0.06318687612713893
Position 11249: 0.058254559907803
Position 13883: 0.0523109609306788
Position 10978: 0.05097126892702839
Position 13401: 0.04838741024044511
Position 12381: 0.045607033337418015
Position 12085: 0.0385118617690966
Position 16100: 0.03557089944965473
Position 17867: 0.03495388340725354
Position 16877: 0.022621365497790556
Position 12081: 0.019455823762866288
Position 14677: 0.010747668086483343
Position 12177: 0.009710956820694757
Position 5804: 0.00735181294801338
Position 505: 0.006876884388871542
Position 12258: 0.005230094545082362
Position 11032: 0.004041088916480436
Position 10881: 0.002730022652109638
Position 5761: 0.0027071732068706675
Position 5995: 0.0023642028980072546
Position 3598: 0.0011638012632013558
Position 13385: 0.0009839012321792406
Position 331: 0.000755601031101297
Position 2236: 0.0006515595904207323
Position 160: 0.0005981682159309311
Position 13906: 0.00042776709817707206
Position 552: 0.00037463229314976625
Position 347: 3.0032428376606912e-05
Position 263: 2.3143301365246406e-05
Position 13440: 1.8119273966234275e-05
Position 287: 1.547909498750053e-05
Position 231: 8.25593701730477e-06
Position 111: 5.17031356218722e-06
Position 207: 4.986359164777472e-06
Position 540: 6.485762286624907e-07
Position 442: 6.056441991490234e-07
