Gene = Cldn12
index = 267
Annotated 5SS: [  25  558 1628 3719]
Annotated 3SS: [ 412 1537 3666 6334]
SMsplice 5SS: [ 162 6578]
SMsplice 3SS: [6430 6793]
top_k =  100
Partition function (log Z): -6.827044855692504

Sorted 5' Splice Sites (High to Low Probability):
Position 162: 0.7839291947657812
Position 1628: 0.7043341452205015
Position 6543: 0.6314885617036485
Position 558: 0.5061174577416993
Position 6578: 0.31066945341154256
Position 6794: 0.2099861151713712
Position 7553: 0.20140145995308192
Position 3719: 0.20090596285607676
Position 1074: 0.14770509248921185
Position 25: 0.11367841059021051
Position 169: 0.07253443962048271
Position 4306: 0.06084610786384552
Position 677: 0.007575480783415447
Position 2951: 0.005453826449365169
Position 575: 0.004200695861414489
Position 123: 0.003364137474792869
Position 253: 0.0026547942119847937
Position 357: 0.0014812095553794165
Position 316: 0.0005829874184812029
Position 29: 0.0005127644028744669
Position 311: 0.0004418071935880846
Position 78: 0.00044176328640507594
Position 185: 0.00043553692230978626
Position 150: 0.0003624656102712718
Position 14: 0.00033344715829151673
Position 68: 0.00023480543644179559
Position 176: 9.405344164238792e-05
Position 108: 8.479940203726401e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 6430: 0.9241413177403904
Position 430: 0.4825322066384288
Position 1537: 0.4339019906714826
Position 7439: 0.4140302368248159
Position 6793: 0.3295284663342382
Position 1565: 0.20963521151549536
Position 3666: 0.20090596285607695
Position 9703: 0.19410281013784975
Position 6641: 0.14317987505405194
Position 1002: 0.1330277640391201
Position 7712: 0.12490276885757201
Position 6624: 0.0806499597854248
Position 7630: 0.0627540409569115
Position 1466: 0.06132494962877369
Position 4186: 0.06084610786384553
Position 5859: 0.05427894108087795
Position 6334: 0.01801669737480051
Position 412: 0.01697384530891775
Position 1030: 0.01041540432130151
Position 7354: 0.004397432288780646
Position 2681: 0.0039746110477098615
Position 1705: 0.00202948135729934
Position 2702: 0.001479215401655303
Position 295: 0.0012233931562279908
Position 354: 0.0008300281430644539
Position 1164: 0.0007180087496430078
Position 872: 0.0005654443598512363
Position 735: 0.0005600531190606553
Position 633: 0.0004896760798397436
Position 229: 0.0003856343882115429
Position 524: 1.9242458690943396e-05
Position 455: 1.1475529478281202e-05
Position 557: 9.92292079930735e-06
Position 543: 6.023284967192077e-06
Position 828: 2.77661196653633e-06
Position 387: 1.0852676375067614e-10
