Gene = Lamtor4
index = 621
Annotated 5SS: [ 322  852 3291]
Annotated 3SS: [ 770 3172 3557]
SMsplice 5SS: [ 322  852 3291]
SMsplice 3SS: [ 770 3172 3557]
top_k =  100
Partition function (log Z): -1.7449491121197411

Sorted 5' Splice Sites (High to Low Probability):
Position 322: 0.9913441590013023
Position 852: 0.9787873225971548
Position 3291: 0.4026056905931733
Position 2058: 0.08565025963345464
Position 1682: 0.05369744918352337
Position 2060: 0.051286694736562936
Position 2164: 0.044145618620019755
Position 3046: 0.03605197996633596
Position 3021: 0.027991436005877814
Position 838: 0.013047115293363765
Position 344: 0.007777682676782661
Position 2293: 0.005612003517604482
Position 3028: 0.005594866382788908
Position 886: 0.004796645539600427
Position 1425: 0.0041606842929485495
Position 1887: 0.0017254507960913859
Position 61: 0.0015577574369130555
Position 504: 0.0007053427669259526
Position 1494: 0.00043036700170108634
Position 522: 0.00034975843297676504
Position 644: 0.00022526288408406418
Position 1499: 0.00011198234583131289
Position 185: 9.887678001423728e-05
Position 525: 9.681561293773265e-05
Position 243: 9.223753731841766e-05
Position 176: 8.540600447712032e-05
Position 359: 7.749416027501918e-05
Position 149: 6.393410818488497e-05
Position 1401: 6.367646215912643e-05
Position 506: 6.075542859095272e-05
Position 652: 4.0093245345612564e-05
Position 326: 3.299093507245734e-05
Position 658: 2.5549270250520153e-05
Position 346: 2.34526089394888e-05
Position 235: 2.338192366790071e-05
Position 151: 2.1267400279822913e-05
Position 328: 1.616970342850613e-05
Position 586: 1.3772019807747549e-05
Position 564: 1.0247863187530263e-05
Position 628: 5.8270180640207554e-06
Position 673: 5.226057037277585e-06
Position 675: 4.422552949703797e-06
Position 67: 4.056647465056136e-06
Position 1002: 3.755653404365122e-06
Position 173: 1.7614612179551504e-06
Position 55: 9.415637837353498e-07
Position 65: 4.60685356136035e-07
Position 366: 1.7868495001057978e-07
Position 387: 8.566664230051728e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 770: 0.9960387177292346
Position 3557: 0.7741074524089816
Position 3172: 0.40486300829939115
Position 1967: 0.2420757874221299
Position 2925: 0.14493141761890369
Position 1333: 0.02587888949091472
Position 1482: 0.023606720898290818
Position 1992: 0.01683678083238167
Position 1589: 0.016827130950119916
Position 3390: 0.013895189704414914
Position 1971: 0.006429694274717921
Position 2043: 0.005957655586102245
Position 2970: 0.005112793173812438
Position 2575: 0.00406558935848867
Position 1773: 0.003946009047535793
Position 2199: 0.0037820542202091512
Position 2627: 0.0037776485512384527
Position 1535: 0.00368710663001447
Position 789: 0.0031405198551719923
Position 3420: 0.0030446352147698455
Position 2057: 0.0028858891718920813
Position 1356: 0.0028578708237595053
Position 958: 0.0023181727960197
Position 425: 0.002209076589184257
Position 1002: 0.0016604826551812864
Position 1560: 0.0016128979621275413
Position 217: 0.0009741009932833525
Position 1555: 0.0007727797083612789
Position 1666: 0.0003236015704136233
Position 222: 0.00013986106348321382
Position 1498: 9.922105517346861e-05
Position 1519: 8.135391234929738e-05
Position 1529: 7.771790870889622e-05
Position 2213: 7.21203509010272e-05
Position 1625: 6.718477129731889e-05
Position 715: 5.428585325273969e-05
Position 2112: 5.418447298342579e-05
Position 1531: 5.3957780014535376e-05
Position 269: 4.278797717634641e-05
Position 235: 2.9417697198410956e-05
Position 291: 2.9213020356105964e-05
Position 173: 2.7945339170943126e-05
Position 628: 2.6064956209022424e-05
Position 262: 1.5930199701344042e-05
Position 160: 1.0975076980954808e-05
Position 185: 8.87488340605077e-06
Position 514: 6.186531979635154e-06
Position 444: 3.491311586276815e-06
Position 722: 3.024779385206464e-06
Position 239: 1.5345137089522453e-06
Position 735: 1.2100170343846125e-06
Position 598: 5.188487990197721e-07
Position 797: 5.131417906630882e-07
Position 643: 3.721915800448825e-07
Position 634: 3.669527879424546e-07
Position 807: 3.478964364274506e-07
Position 812: 2.094460335376302e-08
Position 591: 9.774726978650489e-09
