Gene = Pclaf
index = 799
Annotated 5SS: [ 238  573 3298]
Annotated 3SS: [  494  3134 11320]
SMsplice 5SS: [ 238  573 3298]
SMsplice 3SS: [  494  3134 11320]
top_k =  100
Partition function (log Z): -7.1076275453786915

Sorted 5' Splice Sites (High to Low Probability):
Position 573: 0.9935730572817196
Position 238: 0.9671721806056862
Position 3298: 0.9378627533482975
Position 8731: 0.07824551755861156
Position 1462: 0.043052367513540316
Position 974: 0.03557244262142163
Position 2584: 0.017319790277778885
Position 970: 0.015346186950278264
Position 1639: 0.010731549804577531
Position 195: 0.010191439952019168
Position 814: 0.007763259715274659
Position 165: 0.004912389478551133
Position 105: 0.0048440604807845605
Position 377: 0.004355517906708737
Position 2564: 0.003803893669554559
Position 1780: 0.0035634711100974103
Position 255: 0.00208145367299786
Position 60: 0.001886244828136871
Position 127: 0.0017256404661749217
Position 159: 0.0012595983725718668
Position 3641: 0.001049147909076462
Position 4322: 0.0008240561786939148
Position 781: 0.0003172821986741183
Position 600: 0.00018905104716585605
Position 521: 0.00014191436948272616
Position 265: 8.268803124157322e-05
Position 171: 5.920135027033937e-05
Position 186: 5.015813842841006e-05
Position 423: 4.475884538932773e-05
Position 558: 3.451110994970634e-05
Position 281: 2.803647183262844e-05
Position 289: 2.369890212237219e-05
Position 1047: 2.083451081565627e-05
Position 662: 1.327535634665877e-05
Position 1085: 1.2906940810232743e-05
Position 3386: 6.564813291151044e-06
Position 960: 4.9455201512694914e-06
Position 634: 4.173717635837556e-06
Position 24: 2.6796791497372123e-09
Position 31: 2.515586613582081e-09
Position 380: 1.767887547720291e-09
Position 390: 1.4512309783364041e-09
Position 153: 1.0268514650515683e-09
Position 184: 8.864402979783446e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 494: 0.9733396438824407
Position 3134: 0.9363106303860207
Position 11320: 0.5558964272369377
Position 4077: 0.07439715845588275
Position 11281: 0.07164464341653834
Position 8639: 0.056727228776289794
Position 8591: 0.0513818982024883
Position 1208: 0.035270328862050004
Position 881: 0.03188973434983934
Position 5699: 0.030279701732276565
Position 7591: 0.023148194424659985
Position 3557: 0.022886951444628826
Position 2489: 0.021785599705232365
Position 6340: 0.0206304117686556
Position 5743: 0.01987851148645279
Position 5281: 0.019139588667200717
Position 9005: 0.01691798702113217
Position 922: 0.01661552293173544
Position 429: 0.014012059887154003
Position 9478: 0.012946400133832574
Position 5528: 0.012807685333177292
Position 6203: 0.012561776633605276
Position 4447: 0.011154733007953612
Position 6414: 0.010213144263447922
Position 9082: 0.00970833167427849
Position 7685: 0.009274982014617851
Position 747: 0.008034792917407628
Position 3216: 0.007978638102417012
Position 1346: 0.007395121692985148
Position 1497: 0.006941046048225879
Position 1638: 0.00495142016864798
Position 1410: 0.004304881595313661
Position 4505: 0.0038334751113368094
Position 6366: 0.0031982248565032845
Position 3115: 0.0028505621430094373
Position 6025: 0.002748711235856918
Position 516: 0.002363743664804304
Position 6481: 0.0023454978622104183
Position 558: 0.002256276360102644
Position 4214: 0.002025790371556453
Position 6395: 0.002012271344029325
Position 681: 0.001763631293277623
Position 3527: 0.0015940305097850388
Position 322: 0.0014854083059298577
Position 1127: 0.0014769741139504132
Position 4073: 0.0012787182083462433
Position 898: 0.0012077389254056092
Position 4007: 0.0011824764890218495
Position 5164: 0.0011061567486865985
Position 1550: 0.0010965281053555349
Position 4773: 0.0009866623714309155
Position 3575: 0.0005601903633646995
Position 1675: 0.00022412404243292889
Position 509: 6.803363540653894e-05
Position 358: 3.289060478166363e-05
Position 520: 1.5812693385418066e-05
Position 364: 1.541336902278268e-05
Position 319: 8.917560528071091e-06
Position 1370: 2.3275941123834685e-06
Position 436: 2.2400539886953826e-06
Position 326: 1.2011469436878235e-06
Position 371: 7.099516143887875e-07
Position 222: 6.359642024401703e-08
Position 329: 5.249771391628898e-08
