Gene = Flt3l
index = 414
Annotated 5SS: [  54  415  769 1311 2060 2551 4205 4364]
Annotated 3SS: [ 347  654 1256 1915 2405 4019 4294 5000]
SMsplice 5SS: [  54 1311 2551 4205]
SMsplice 3SS: [1256 2405 4019 4318]
top_k =  100
Partition function (log Z): -3.388590382424074

Sorted 5' Splice Sites (High to Low Probability):
Position 1311: 0.8753911130716296
Position 2551: 0.8275390506627565
Position 4205: 0.8052845739464043
Position 4364: 0.618062035777878
Position 54: 0.34218018866625033
Position 2838: 0.28462254832669737
Position 2060: 0.28180993854160846
Position 531: 0.24332819595281105
Position 4766: 0.24234406463031286
Position 769: 0.176643043979089
Position 1344: 0.12070523684354467
Position 415: 0.10768498234130688
Position 4410: 0.10148084151436106
Position 4554: 0.08526313251429861
Position 3010: 0.08378850956800125
Position 1148: 0.07002773272678549
Position 1065: 0.0692785727237821
Position 550: 0.06641998728948671
Position 2856: 0.05344088661744201
Position 288: 0.049530207462095424
Position 2535: 0.045805957604240125
Position 280: 0.03346609062330022
Position 129: 0.029963307735690035
Position 4596: 0.01760779100923137
Position 2173: 0.016845768187084796
Position 3467: 0.015443025524882598
Position 101: 0.010602804812941
Position 4581: 0.010152637035168102
Position 63: 0.008987346993841289
Position 158: 0.008367235612909923
Position 627: 0.00574941085779615
Position 311: 0.005479317138082716
Position 162: 0.00411819449940629
Position 292: 0.00290352866593897
Position 2494: 0.002889720740574019
Position 432: 0.002074958577232704
Position 93: 1.7630249415421586e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 4318: 0.935243991092142
Position 1256: 0.7897999547927327
Position 4019: 0.7769801943685658
Position 2405: 0.710306930424784
Position 4865: 0.6319016092317342
Position 4451: 0.4442343753082258
Position 2705: 0.26276299434423617
Position 1915: 0.2015516849971372
Position 2776: 0.14362265903639773
Position 1232: 0.138055412315033
Position 971: 0.12460447630612698
Position 2435: 0.09792140857451115
Position 1952: 0.08020625010948199
Position 1188: 0.0638694985320905
Position 654: 0.06061610505068149
Position 3960: 0.05301253239235591
Position 2459: 0.03719206941132519
Position 2415: 0.026146593384889644
Position 2930: 0.022029891027714917
Position 347: 0.017256806472598533
Position 4294: 0.016532949862620536
Position 359: 0.015948018176716976
Position 3371: 0.015443025524882591
Position 4710: 0.014932261274650584
Position 2059: 0.011673047372211795
Position 379: 0.008348560454540889
Position 1050: 0.006401917194027429
Position 2334: 0.005461290213211732
Position 1758: 0.005224724249862335
Position 722: 0.0036974470776377248
Position 919: 0.003180877248965147
Position 1307: 0.00048490205166923123
Position 541: 0.0002963135178890721
Position 381: 0.00019143971264834448
Position 530: 8.552543551595845e-05
Position 175: 4.433203285646424e-05
Position 309: 2.739738757025971e-05
Position 400: 3.5433880878540696e-06
Position 197: 2.9662060119538404e-06
Position 178: 2.031916411935215e-06
Position 118: 1.5615535242646906e-06
