Gene = Dpagt1
index = 345
Annotated 5SS: [ 361  828 1322 2293 4358 5248 5806 6127]
Annotated 3SS: [ 706 1107 2145 4272 5058 5717 5970 6211]
SMsplice 5SS: [ 361 1322 2293 5248 5824 6127]
SMsplice 3SS: [1216 2145 5058 5717 5970 6211]
top_k =  100
Partition function (log Z): -0.23050287005714476

Sorted 5' Splice Sites (High to Low Probability):
Position 6127: 0.9095014584993977
Position 1322: 0.7736591364125507
Position 361: 0.6939786368708574
Position 2293: 0.582466449106278
Position 4358: 0.5806322370610363
Position 5248: 0.5737774707966086
Position 2746: 0.5277421616507489
Position 5824: 0.4257189913970077
Position 828: 0.35432120293635244
Position 2236: 0.33693124163985494
Position 5806: 0.33504252129902595
Position 5814: 0.21724554262348836
Position 4087: 0.15909545231673922
Position 6008: 0.05359299900620968
Position 2297: 0.052300513875899915
Position 1071: 0.04948588647882404
Position 559: 0.048813877740869815
Position 1077: 0.023933843302080197
Position 805: 0.019370819911515808
Position 2344: 0.015973220622774103
Position 651: 0.011915535787567155
Position 1727: 0.008962951273464066
Position 1627: 0.008147655047464675
Position 6524: 0.006888719377075292
Position 5059: 0.006282717281748236
Position 4395: 0.006094592637450669
Position 3871: 0.004913451143126059
Position 236: 0.002328565571483633
Position 492: 0.0018251901292682857
Position 365: 0.0013212502187636744
Position 3859: 0.0012645655945281544
Position 563: 0.0008242827278302118
Position 159: 0.00072100798844208
Position 150: 0.0004433153555662489
Position 25: 0.00043441349988375367
Position 196: 2.6474520820255268e-05
Position 5988: 1.1430379720557837e-05
Position 297: 1.1414249842404326e-05
Position 379: 9.908516474075927e-06
Position 388: 9.351688601076122e-06
Position 38: 9.26200449759876e-06
Position 43: 6.855818025956269e-06
Position 96: 4.4057955862253016e-06
Position 188: 2.2449312766701164e-06
Position 381: 2.157699140363509e-06
Position 211: 1.6568408903043869e-06
Position 135: 2.1222391586162594e-07
Position 51: 1.0341292158737888e-07
Position 266: 2.4831725443176186e-08
Position 62: 2.425338413396789e-08
Position 256: 9.38915670356937e-09
Position 67: 2.4963473785257026e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 5970: 0.9990876598338251
Position 2145: 0.9863848379158315
Position 5717: 0.9789193954856968
Position 5058: 0.5737774707966086
Position 4272: 0.5636131663912545
Position 2566: 0.47430547376610666
Position 1216: 0.46339292088792633
Position 6211: 0.38252960785414897
Position 6197: 0.2907689532203925
Position 3983: 0.18220911562397177
Position 706: 0.154885072713643
Position 1123: 0.1250434861919581
Position 1107: 0.09810794320194899
Position 1200: 0.07517439053924083
Position 6307: 0.0711709890114137
Position 6393: 0.060312476166010695
Position 6762: 0.056608202048020334
Position 6964: 0.03414232500274584
Position 960: 0.027152688982622557
Position 2610: 0.024060678842778755
Position 6514: 0.022987702006773327
Position 455: 0.021281875919017985
Position 6941: 0.01938201840135126
Position 6126: 0.016861681824295944
Position 2581: 0.016649202959023182
Position 6222: 0.015230651727250667
Position 931: 0.014319160953947953
Position 2658: 0.010401346116027067
Position 1505: 0.008836546242611806
Position 1653: 0.008274060078316929
Position 4802: 0.006282717281748236
Position 3765: 0.006178016737654216
Position 2562: 0.0018948073450481557
Position 2181: 0.001286587328975895
Position 711: 0.001135127606416491
Position 908: 0.0010418784573587065
Position 713: 0.0004313813635018615
Position 2438: 0.00043065262176518877
Position 803: 0.0003080545613637129
Position 719: 0.00030198655897418174
Position 545: 0.00028769921592576336
Position 300: 0.00022562043978888792
Position 800: 0.00022552627797225143
Position 519: 4.242889497871831e-05
Position 619: 4.184750887173895e-05
Position 971: 3.441749230729337e-05
Position 331: 7.0184058008871555e-06
Position 275: 6.038975497236674e-06
Position 472: 5.567712671725199e-06
Position 429: 3.326616367234312e-06
Position 797: 2.3445460297341783e-06
Position 480: 9.87558870768164e-07
Position 463: 7.249633259453818e-07
Position 150: 6.183425266485174e-07
Position 501: 5.736165879316507e-07
Position 554: 3.650990174862486e-07
