Gene = Fip1l1
index = 409
Annotated 5SS: [  313  1397  1533  5541  6664 10028 10712 11377 21701 35744 37137 49624
 51609 52752 56545 59763]
Annotated 3SS: [ 1351  1492  5482  6559  9962 10603 11245 21590 35649 36979 49596 51553
 52695 56324 59624 60389]
SMsplice 5SS: [  313  5541  6664 10712 11377 17355 21701 25121 29178 37137 52752 56545
 59763 60225 60552]
SMsplice 3SS: [ 5482  6559 10555 11245 17274 21590 25071 29069 37049 52695 56324 59624
 60150 60389 62351]
top_k =  100
Partition function (log Z): -20.616252332030662

Sorted 5' Splice Sites (High to Low Probability):
Position 10712: 1.0000000000000036
Position 5541: 0.996268672963596
Position 6664: 0.9937966449092636
Position 313: 0.9693073287592889
Position 17355: 0.967541073351241
Position 21701: 0.967541073351241
Position 11377: 0.953174998560144
Position 25121: 0.7189118554774434
Position 8177: 0.4055858384074935
Position 14077: 0.36050194681013775
Position 7733: 0.3471549843133224
Position 22292: 0.29761585437501564
Position 10028: 0.23283674236105054
Position 10055: 0.136067961316543
Position 11727: 0.1268623363138751
Position 13238: 0.117018589638826
Position 845: 0.05382839731347363
Position 711: 0.041369769265608
Position 10390: 0.029441730989845333
Position 89: 0.02926735235887494
Position 1533: 0.025103826649160613
Position 11041: 0.02276147622148775
Position 1986: 0.02037281636560672
Position 1713: 0.019762992528468127
Position 8442: 0.017129199428012314
Position 1397: 0.014030059965501298
Position 3738: 0.012089614446064304
Position 3774: 0.011057096366370209
Position 1227: 0.00876385020353643
Position 7297: 0.008664522793198523
Position 11229: 0.008479887285788891
Position 5687: 0.008363629753436106
Position 740: 0.007729549942436729
Position 3499: 0.007380915351591009
Position 675: 0.004863366404362338
Position 5940: 0.004293943035240368
Position 1681: 0.0037806455710924208
Position 7364: 0.002306435617254579
Position 6680: 0.001357370786861829
Position 6684: 0.001188214738339477
Position 13814: 0.0006759786624003243
Position 7478: 0.0006149544625828452
Position 106: 0.0002311454636091358
Position 305: 0.00022286385076144397
Position 216: 0.00013416301765177324
Position 246: 0.00010279202326257602
Position 331: 8.158409701618232e-05
Position 6658: 5.878216399945176e-05
Position 340: 2.1767834964653682e-05
Position 183: 2.047814429445701e-05
Position 6696: 1.4884205141722555e-05
Position 54: 1.2367150434371517e-05
Position 120: 9.4132094351886e-06
Position 71: 6.732939465405284e-06
Position 327: 3.5031733477689363e-06
Position 25: 1.5487837348369085e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 6559: 0.9929813356985937
Position 17274: 0.9919892141947538
Position 21590: 0.967541073351241
Position 5482: 0.9612229782033987
Position 11245: 0.8736514254812676
Position 25071: 0.8282553398897743
Position 10555: 0.6132994077138164
Position 8025: 0.3936141806974385
Position 10603: 0.38670059228618686
Position 22174: 0.3833787018148299
Position 9962: 0.36890470367759337
Position 13948: 0.36768401705884235
Position 25663: 0.2856598968568146
Position 26356: 0.2824560298608151
Position 7630: 0.17203883506297454
Position 26840: 0.1507959287598126
Position 11657: 0.1270570000164785
Position 7548: 0.12002153029534927
Position 13079: 0.117018589638826
Position 642: 0.061626894329629395
Position 7634: 0.04792429736734122
Position 1492: 0.04225480921964887
Position 11114: 0.04208011303577367
Position 5441: 0.0350456947601998
Position 11087: 0.032888873229603516
Position 10299: 0.029441730989845403
Position 22603: 0.02523569095284993
Position 3625: 0.023146710812434496
Position 460: 0.020474099269823406
Position 21848: 0.019159058020713955
Position 10931: 0.01770355929763452
Position 8351: 0.017089019975473334
Position 1811: 0.01693454730628225
Position 715: 0.016854896020081205
Position 11287: 0.013096032553660259
Position 5616: 0.012657572788676463
Position 7180: 0.011095726918942062
Position 8062: 0.009718861159871521
Position 21818: 0.009128137048089508
Position 7397: 0.007660504199768127
Position 3425: 0.007380915351591009
Position 1567: 0.006391918798296686
Position 1096: 0.005781176137969413
Position 1304: 0.0057060390369838366
Position 10901: 0.005008237498693524
Position 245: 0.004717278489318314
Position 1267: 0.004555659040922577
Position 1351: 0.0035351500650488738
Position 1867: 0.00343826905932446
Position 942: 0.0029861940559304813
Position 6482: 0.002340118771734188
Position 7943: 0.002057656498919713
Position 419: 0.0019677024939256543
Position 758: 0.0017973407044331782
Position 6632: 0.0010944423332822206
Position 13715: 0.0006759786624003243
Position 14153: 0.00023504442224401754
Position 11961: 0.00018976245169702254
Position 12633: 0.00014768652562664394
Position 7978: 0.000132874794018972
Position 7904: 6.0828414511348234e-05
Position 10785: 4.967942515969094e-05
Position 8363: 4.017945253903141e-05
Position 1325: 1.7137218427087218e-06
Position 1007: 1.6887964636791858e-06
Position 1210: 1.6551952197536179e-06
Position 7813: 1.4368427339249573e-06
Position 605: 4.681047562125718e-07
Position 1422: 3.519096614733654e-07
Position 1125: 2.6119649123277774e-07
Position 662: 2.0206332603690898e-07
Position 7673: 3.341983166997942e-09
