Gene = Iqcf3
index = 589
Annotated 5SS: [   69   288 17731]
Annotated 3SS: [  239 17667 19147]
SMsplice 5SS: [ 288 2519]
SMsplice 3SS: [2437 9071]
top_k =  100
Partition function (log Z): -15.285751577920276

Sorted 5' Splice Sites (High to Low Probability):
Position 915: 0.7863321000544123
Position 288: 0.5687082472373941
Position 457: 0.3697926458181645
Position 2519: 0.3615615636947051
Position 3108: 0.18260680228734608
Position 69: 0.115731000172314
Position 718: 0.08277338982690481
Position 993: 0.08083158031288891
Position 3070: 0.056508147013796146
Position 4511: 0.042898918904426236
Position 1305: 0.024927716937478212
Position 1595: 0.020352671956665076
Position 755: 0.017636026952487293
Position 391: 0.017287963846109172
Position 292: 0.012076437849299208
Position 62: 0.0060264260562595045
Position 140: 0.002436093093642512
Position 66: 0.0008259189733014118
Position 954: 4.8795795173094765e-05
Position 360: 2.5523308958756995e-05
Position 185: 2.2182222964819827e-05
Position 344: 1.2776679527839086e-05
Position 197: 1.1424100822306667e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 827: 0.5567160602464609
Position 7222: 0.44326803885781
Position 2437: 0.3615615636947051
Position 851: 0.3060880430005282
Position 9071: 0.22750850980872173
Position 1383: 0.16298013841421172
Position 3013: 0.1445408181071426
Position 1677: 0.1400567597920588
Position 2986: 0.12139879691743037
Position 239: 0.11046311584784835
Position 4416: 0.042898918904426236
Position 382: 0.03401726060031543
Position 1187: 0.02127655208397051
Position 385: 0.01918892012973133
Position 1408: 0.016540280555327167
Position 429: 0.013432181271904918
Position 610: 0.01100211045402019
Position 694: 0.005726342508657022
Position 1142: 0.0037374653499092658
Position 569: 0.0018081964556801238
Position 629: 0.001315876822440064
Position 351: 0.0009504405940720501
Position 1156: 0.00088895642955556
Position 573: 0.0007921435189208968
Position 551: 0.0006630748378788895
Position 287: 0.00025588796237595204
Position 342: 0.00016105870009877727
Position 445: 0.0001555720370187479
Position 714: 1.697702847243679e-05
Position 180: 3.514475112885173e-06
Position 146: 3.172790767466235e-06
Position 160: 2.1745250037594784e-06
Position 452: 1.461925385838222e-06
Position 322: 6.635859219594863e-07
Position 255: 4.543730641809812e-07
Position 291: 3.809115176795017e-07
Position 157: 3.038245216674483e-07
Position 263: 3.021664362928083e-07
Position 359: 2.6403758913109917e-07
Position 134: 1.3462889160763553e-07
Position 174: 2.9646731583154395e-08
Position 267: 5.820185760956866e-09
Position 169: 5.465643200808075e-09
