Gene = Mff
index = 675
Annotated 5SS: [  195  2447  4547  6393 10618 17087 22253 25715]
Annotated 3SS: [ 2337  4325  6222 10528 16927 22192 25629 26694]
SMsplice 5SS: [  195  2447  4547  6393  8694 10618 11002 25715 26829]
SMsplice 3SS: [ 2337  4325  6222  8537 10525 10856 25629 26694 27203]
top_k =  100
Partition function (log Z): -11.21833431519482

Sorted 5' Splice Sites (High to Low Probability):
Position 10618: 0.9960924831785245
Position 2447: 0.9000543822054805
Position 195: 0.8486115616900602
Position 6393: 0.8391668721735559
Position 4547: 0.8160448444211426
Position 11002: 0.7839151897600335
Position 8694: 0.6836187682429951
Position 3349: 0.3579512946601113
Position 3039: 0.331266875775563
Position 4250: 0.14799695400170776
Position 4412: 0.1010517222665092
Position 911: 0.10054105770668804
Position 6515: 0.0732841673759435
Position 438: 0.06607043725356494
Position 1817: 0.04813142280728573
Position 99: 0.04329909592431985
Position 4327: 0.03476624020452829
Position 2617: 0.02694279061797677
Position 12198: 0.01826133376364816
Position 1496: 0.017536019790540588
Position 299: 0.01667621248026817
Position 1620: 0.01313280771653856
Position 5060: 0.011941013211255645
Position 5034: 0.010936680346559372
Position 1404: 0.004037355712086976
Position 524: 0.002902769487809503
Position 25: 0.0022253084222922017
Position 985: 0.0019970368024414633
Position 1640: 0.001506691649171994
Position 2451: 0.0014369789013890504
Position 310: 0.0012778529636376453
Position 1042: 0.000880852386389113
Position 1400: 0.0008578374442994943
Position 12009: 0.00046671005948199806
Position 11010: 0.00023677898459899236
Position 137: 2.6418157287796736e-05
Position 108: 2.4796961144996082e-05
Position 207: 9.029390478024305e-06
Position 199: 7.746655786297216e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 4325: 0.9361754626472724
Position 2337: 0.9198497767000359
Position 6222: 0.9162992118203179
Position 10525: 0.8145609110620865
Position 10856: 0.7106725806798171
Position 8537: 0.6836187682429951
Position 3176: 0.35550907497753165
Position 11936: 0.28795519236976136
Position 18035: 0.2477959197825011
Position 17950: 0.23337002744101967
Position 2814: 0.2018365884622418
Position 10474: 0.18153157211643678
Position 4093: 0.13073312652485625
Position 2991: 0.10955437152543493
Position 10715: 0.09505941998354665
Position 12122: 0.05488890712632344
Position 13223: 0.05189111396048827
Position 12651: 0.050221487735567484
Position 11369: 0.04480326731415834
Position 298: 0.03837242724031297
Position 832: 0.03428035671892378
Position 4130: 0.0326684676937122
Position 4974: 0.022937038108468744
Position 1661: 0.021381015603651757
Position 1684: 0.018977704123401887
Position 1326: 0.01609932510552026
Position 11863: 0.015949554320332612
Position 1396: 0.01313870324016199
Position 1443: 0.012630635352062932
Position 2844: 0.01027700540057809
Position 2921: 0.00933367742496155
Position 11421: 0.006365025032772701
Position 2482: 0.005414157207887341
Position 835: 0.004215307056412925
Position 3122: 0.002069755583858363
Position 1766: 0.0018646874461306466
Position 762: 0.0018117917029422197
Position 936: 0.0016646982324276804
Position 2272: 0.0015849496555485573
Position 261: 0.0015181511788252126
Position 910: 0.001213094180486634
Position 1463: 0.0011100642489938473
Position 2309: 0.0011034308917716278
Position 712: 0.0007946840234091774
Position 608: 0.0006759471303094236
Position 2769: 0.0006376970610681995
Position 2361: 0.0004818372696014925
Position 4249: 0.00028270402804790124
Position 726: 6.897404976507374e-07
Position 866: 6.536734134692173e-07
Position 753: 6.348751134291661e-07
Position 767: 5.4674303356889e-07
Position 643: 2.586696530735247e-07
Position 773: 2.2147270519110504e-07
Position 791: 1.9455591253688051e-07
Position 561: 1.0177651379048656e-07
Position 745: 9.97232872679255e-08
Position 590: 9.632852899203248e-08
Position 420: 5.245781119371624e-08
Position 272: 4.53260702863555e-08
Position 885: 3.5352167113298546e-08
Position 654: 3.0422775719916435e-08
Position 220: 2.892315252576733e-08
Position 409: 2.8777487868267054e-08
