Gene = Snrpe
index = 999
Annotated 5SS: [ 128  574 1395 3791]
Annotated 3SS: [ 546 1331 3711 6214]
SMsplice 5SS: [ 578 3791]
SMsplice 3SS: [3711 6214]
top_k =  100
Partition function (log Z): -6.191967088888415

Sorted 5' Splice Sites (High to Low Probability):
Position 3791: 0.929665412853006
Position 578: 0.7961354620110297
Position 3535: 0.2483143700474676
Position 110: 0.13572522071389576
Position 128: 0.08975495267605746
Position 1082: 0.0810130344458858
Position 3569: 0.08092133349221439
Position 1395: 0.07807639491101662
Position 101: 0.062160338630966504
Position 574: 0.06149552554354209
Position 384: 0.057976615479789516
Position 1457: 0.034730320579064076
Position 174: 0.023561080474234865
Position 5251: 0.022099912531958265
Position 220: 0.00658919782933423
Position 1384: 0.005372310506108621
Position 1347: 0.004805045660110238
Position 165: 0.0026952066401361463
Position 774: 0.0005689308350331309
Position 116: 0.0003023215325681239
Position 402: 0.00019459420077412245
Position 142: 0.0001661453979077921
Position 1179: 0.00012417590331571812
Position 368: 7.84530029069661e-05
Position 79: 3.081740970787949e-05
Position 180: 7.213927851032504e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 3711: 0.9502803149434386
Position 6214: 0.3281748047061344
Position 3395: 0.19661522633321715
Position 6016: 0.17720595571240266
Position 451: 0.16571602604543886
Position 4241: 0.1375006787585002
Position 3458: 0.13262047720646505
Position 1331: 0.12528029287495146
Position 3961: 0.06215465673583205
Position 318: 0.05760653683171708
Position 3662: 0.03984646061841409
Position 5121: 0.0373265943958597
Position 4346: 0.03508753137387958
Position 990: 0.034220683328506106
Position 871: 0.02312921510760646
Position 5828: 0.02111955173957494
Position 5987: 0.020718573710064997
Position 5508: 0.019810938307838147
Position 4787: 0.01662738781481078
Position 5094: 0.015077630913250265
Position 1046: 0.013810780806394255
Position 519: 0.013431124177870558
Position 6041: 0.012544030508722647
Position 5407: 0.011714547551815481
Position 4043: 0.011303898371549395
Position 5005: 0.009855903080762694
Position 4324: 0.008677756965952105
Position 5786: 0.00639289543664406
Position 4667: 0.005751851483034712
Position 5808: 0.004599773939633724
Position 5319: 0.004561327157828262
Position 6257: 0.004419044800973469
Position 840: 0.004206309094410271
Position 1313: 0.003852945430764345
Position 546: 0.0029655315580899015
Position 4817: 0.002759029061319994
Position 4629: 0.0021050206473116687
Position 1073: 0.0017254160991637423
Position 653: 0.0007265735194387601
Position 168: 0.0002554406550799587
Position 268: 0.0001658049558856705
Position 224: 0.00014407857719555246
Position 818: 0.00013421323494618083
Position 560: 0.00010103120354824203
Position 843: 8.772753004097085e-05
Position 286: 3.907006878836132e-05
Position 293: 2.8293202176650958e-05
Position 248: 2.1981124831111524e-05
Position 191: 1.667721217755986e-05
Position 279: 1.556404283472698e-05
Position 199: 6.493185078581001e-06
Position 253: 5.39322427016042e-06
Position 339: 4.936843012210651e-06
Position 244: 4.681406692639843e-06
Position 881: 3.6297957267498163e-06
Position 359: 2.6316231066765867e-06
Position 477: 2.0933761298079067e-06
Position 364: 1.3488247801200225e-06
