Gene = Cd3eap
index = 238
Annotated 5SS: [ 94 392]
Annotated 3SS: [ 249 1464]
SMsplice 5SS: [  94  392 1601]
SMsplice 3SS: [ 249 1464 1696]
top_k =  100
Partition function (log Z): -2.2357675104191803

Sorted 5' Splice Sites (High to Low Probability):
Position 392: 0.9901389421684562
Position 94: 0.8487276721543997
Position 1605: 0.3421770883020175
Position 177: 0.0984866874755762
Position 1544: 0.057411066259965775
Position 1845: 0.05428234905146122
Position 79: 0.03378453957553017
Position 1788: 0.016833800030563405
Position 138: 0.011043134647274407
Position 144: 0.004324345696815166
Position 1807: 0.0018773816071229077
Position 44: 0.0015501067844427372
Position 337: 0.0012046624778327235
Position 764: 0.0010148500445407147
Position 155: 0.0008303820801120344
Position 113: 0.0007452720994471641
Position 776: 0.00043833266019078923
Position 24: 0.0002872051669521203
Position 699: 0.00024081608673650928
Position 1350: 0.0001449459270379314
Position 1166: 0.00013582246776424868
Position 98: 7.76224869228307e-05
Position 192: 3.224423285526016e-05
Position 250: 2.358980925175456e-05
Position 51: 2.117063286798625e-05
Position 21: 1.483150837416126e-05
Position 204: 1.1530616697864163e-05
Position 1557: 5.235840918272963e-06
Position 33: 1.7483303438425237e-06
Position 238: 6.047407946679967e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 249: 0.9965361161750426
Position 1464: 0.5899444894687711
Position 1696: 0.5839209289047196
Position 1963: 0.09184828236672876
Position 1925: 0.02739547126705292
Position 2935: 0.02294552715143793
Position 1635: 0.018144898523786104
Position 1501: 0.015902802466883262
Position 1767: 0.014446970002543353
Position 1723: 0.011769835167688822
Position 1046: 0.011754616882023597
Position 1787: 0.011048675918948684
Position 2025: 0.010873690422347688
Position 2028: 0.00746118835519836
Position 2383: 0.0052633166395447085
Position 850: 0.005103143093325367
Position 2257: 0.004697567914082882
Position 514: 0.004672872492733674
Position 2997: 0.004474184701858031
Position 2254: 0.004246153434791535
Position 2206: 0.0039777289532347705
Position 689: 0.0026228976457375723
Position 790: 0.002539043557617971
Position 1598: 0.0024573297391654474
Position 2380: 0.002127620108379742
Position 529: 0.0020755888302727396
Position 326: 0.001970293526153428
Position 889: 0.0016609097030131808
Position 1059: 0.001313936781835325
Position 336: 0.0009004307908418036
Position 1406: 0.00040718831663442246
Position 297: 0.000330438221151112
Position 1557: 0.0003046036522846895
Position 1554: 0.00019033807618104278
Position 580: 0.00010702550480389144
Position 287: 0.00010444498639835805
Position 544: 9.038569008756248e-05
Position 1371: 8.782732022137279e-05
Position 220: 5.9745967610789756e-05
Position 702: 4.999505893945222e-05
Position 638: 3.872055002980075e-05
Position 375: 4.842840209742774e-08
Position 203: 4.160998039732626e-08
Position 342: 2.1288958818615742e-08
Position 201: 1.5457870059996803e-08
Position 348: 1.5248517977879978e-08
Position 366: 9.858701076164822e-09
