Gene = Mre11a
index = 694
Annotated 5SS: [  104   875  2357  6080 11205 12531 15017 18296 20874 25231 27303 30618
 32316 34825 40704 41962 44762 46308 48063]
Annotated 3SS: [  776  2223  5918 11116 12388 14901 18109 20701 25149 27175 30513 32141
 34761 40486 41880 44702 46242 47986 48952]
SMsplice 5SS: [  104   875  2357  6080  9651 11205 11617 12531 15017 18045 18296 19200
 20874 25231 27303 30618 32316 34679 34825 40364 41962 46308 48180]
SMsplice 3SS: [  776  2223  5918  9527 11116 11422 12388 14901 17904 18141 19110 20701
 25149 27175 30513 32141 34618 34761 40289 41880 46242 47986 48952]
top_k =  100
Partition function (log Z): 23.22561808365837

Sorted 5' Splice Sites (High to Low Probability):
Position 41962: 1.000000000000003
Position 30618: 1.0000000000000022
Position 15017: 0.9999999999999994
Position 27303: 0.9995540089397311
Position 32316: 0.9964477594973539
Position 2357: 0.9864000919800844
Position 11205: 0.973030784049672
Position 46308: 0.9381204382172751
Position 18296: 0.8890083287513059
Position 11617: 0.8567847552460987
Position 18045: 0.7787053272120862
Position 12531: 0.7759074167798741
Position 9651: 0.7318849329973426
Position 34825: 0.7301681558926232
Position 19200: 0.7249719944896968
Position 34679: 0.693829133510884
Position 20874: 0.6164440551355547
Position 875: 0.5853378408498504
Position 6080: 0.532956495494842
Position 31024: 0.5158219324746025
Position 42591: 0.5017093852124568
Position 28419: 0.45569472337622896
Position 32730: 0.44330948224193184
Position 48180: 0.4363634464817696
Position 13998: 0.43508861873437654
Position 3512: 0.3136184626785634
Position 48063: 0.3011038084321255
Position 104: 0.29023137008332894
Position 29074: 0.2857223526119806
Position 6076: 0.2711150704899949
Position 34858: 0.2698318441073794
Position 23377: 0.2342369862586411
Position 245: 0.20354444310126893
Position 20838: 0.19142934464217704
Position 44188: 0.18662267478377217
Position 3516: 0.1657180352366495
Position 154: 0.15889854893599512
Position 4032: 0.14672538739527902
Position 214: 0.12929895915631756
Position 13993: 0.12453876541762268
Position 18860: 0.09066078477304967
Position 43857: 0.08938026118509212
Position 16271: 0.08697143522378384
Position 48184: 0.08516219758256074
Position 9616: 0.06878540390263503
Position 48527: 0.061770863937242654
Position 642: 0.056847994230754845
Position 1820: 0.04913422786715767
Position 359: 0.04349232674284428
Position 306: 0.0417174108064027
Position 6042: 0.04138282908402882
Position 190: 0.03722067299165361
Position 31141: 0.03648521004781621
Position 49: 0.03624461657881988
Position 27712: 0.034646683708480654
Position 8934: 0.03334825551553486
Position 17: 0.03174742785046947
Position 15214: 0.015546541021786505
Position 48110: 0.014951879263890307
Position 18808: 0.011993938607841858
Position 2701: 0.011822992462623368
Position 3451: 0.01137094778387476
Position 49125: 0.010947784377991508
Position 313: 0.010926651500268858
Position 722: 0.008985909169805482
Position 47516: 0.007293140942691203
Position 32726: 0.007290901819754836
Position 831: 0.00665590840927498
Position 43770: 0.005159747812808168
Position 960: 0.004106873749223262
Position 2368: 0.004091431192047874
Position 32355: 0.0035522405026458034
Position 1141: 0.003309146835804675
Position 31066: 0.001955416734264445
Position 27367: 0.0004459910602687048
Position 428: 0.00011163390377851055
Position 73: 0.00010022145920658298
Position 62: 9.944747642615315e-05
Position 405: 9.070189569959319e-05
Position 184: 7.832697345156174e-05
Position 2733: 7.716449238607842e-05
Position 179: 5.538539685862971e-05
Position 70: 1.878636968282109e-05
Position 117: 4.340208202427137e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 41880: 1.0000000000000027
Position 34761: 1.0000000000000009
Position 30513: 1.0000000000000004
Position 27175: 0.9999999999999992
Position 14901: 0.9999999999999981
Position 2223: 0.9898019221964381
Position 11116: 0.9620782820196302
Position 46242: 0.9381204382172752
Position 47986: 0.9212718011437706
Position 32141: 0.8954592075777461
Position 48952: 0.8758186665923821
Position 11422: 0.8567847552460978
Position 20701: 0.8078733997777319
Position 9527: 0.800670336899977
Position 17904: 0.7957874901037002
Position 19110: 0.7249719944896965
Position 12388: 0.6620860919984988
Position 5918: 0.6494955241626938
Position 18141: 0.5946471093355093
Position 13875: 0.5361523763953709
Position 776: 0.5315087410198847
Position 3359: 0.49046929317280247
Position 34618: 0.44782008742174867
Position 42494: 0.4427450914223564
Position 28374: 0.3269738234670472
Position 32653: 0.318214257435436
Position 28957: 0.2857223526119808
Position 30894: 0.28426400817450237
Position 23224: 0.23423698625864053
Position 5937: 0.1959588709061725
Position 18109: 0.17229575468588276
Position 34528: 0.159975445723639
Position 44055: 0.1360712471187453
Position 30804: 0.12758753371144996
Position 30914: 0.1134715646073961
Position 18146: 0.10498330183830194
Position 18689: 0.10265472338089164
Position 28056: 0.09100584029674948
Position 48299: 0.0872560585107104
Position 34459: 0.08603360036549579
Position 12420: 0.07865459398502553
Position 32078: 0.07120819159500874
Position 32587: 0.06289682406555322
Position 3861: 0.06066380435934866
Position 43918: 0.050551427665026925
Position 3911: 0.04797710397557737
Position 1633: 0.047458649742426424
Position 182: 0.04742159694127039
Position 43715: 0.04721482097350902
Position 43745: 0.04464503674086037
Position 16135: 0.03861030670796295
Position 3996: 0.03808447906035308
Position 27965: 0.03771505961243233
Position 526: 0.03742049441053054
Position 32629: 0.036737331714251684
Position 12356: 0.035166730796349514
Position 8716: 0.03334825551553491
Position 32166: 0.033332600827245096
Position 624: 0.03229541733436118
Position 27483: 0.03202278296854626
Position 16157: 0.028764629968890953
Position 13787: 0.023475007756626934
Position 42473: 0.02267940790178016
Position 32515: 0.020441682554243182
Position 16106: 0.01959649854692999
Position 42447: 0.01934599732786344
Position 42358: 0.016495953735708967
Position 15115: 0.015546541021786505
Position 48749: 0.01366484600331573
Position 32699: 0.011471607041859554
Position 11166: 0.010952502030042579
Position 30874: 0.009592365498915501
Position 30950: 0.00837530344974738
Position 30755: 0.008234491776966314
Position 47418: 0.00790054976612268
Position 49426: 0.0067719134305744815
Position 2530: 0.00409579184121141
Position 2570: 0.0039506154607581575
Position 27599: 0.002623900739934404
Position 31059: 0.002469599538268548
Position 2562: 0.002432706334921061
Position 49615: 0.00226692270453306
Position 43494: 0.001931084620403469
Position 49954: 0.0019089482428839915
Position 1735: 0.0016755781247311536
Position 2620: 0.0013729548208034948
Position 32599: 0.000838681250343293
Position 43527: 0.0007490666631274119
Position 2144: 0.0006896009756959163
Position 42419: 0.0004341908038280916
Position 46725: 0.0004091923716191249
Position 46411: 0.0003242222523611344
Position 162: 0.00028228933352341366
Position 30722: 0.00026769249943697326
Position 3290: 0.00023815252628595827
Position 480: 0.00012679105682092108
Position 285: 6.829323626687182e-05
Position 2627: 2.8458922981948633e-05
Position 2423: 1.962957433338096e-05
Position 42569: 8.74402091976907e-06
Position 230: 1.3213427359028758e-06
