Gene = Scg2
index = 950
Annotated 5SS: [165]
Annotated 3SS: [3101]
SMsplice 5SS: [165]
SMsplice 3SS: [230]
top_k =  100
Partition function (log Z): -7.8221259754374115

Sorted 5' Splice Sites (High to Low Probability):
Position 165: 0.9999099079729294
Position 879: 0.12077804291722898
Position 315: 0.06424084061651211
Position 983: 0.023325675501559947
Position 2527: 0.018486246828421635
Position 397: 0.016970558158806204
Position 1071: 0.013981292162221295
Position 4341: 0.011075509402742593
Position 418: 0.007368172267611471
Position 317: 0.006537757100015419
Position 451: 0.005703246550221572
Position 2929: 0.003517118549127468
Position 339: 0.0012782977660219564
Position 389: 0.000734830788511511
Position 456: 0.0005654516049086112
Position 691: 0.0002449805987819598
Position 88: 7.396039412551978e-05
Position 894: 5.619048264782771e-05
Position 25: 9.501638596430106e-06
Position 83: 3.7893842155464007e-06
Position 30: 2.114748516740683e-06
Position 9: 3.781684685149146e-07
Position 48: 2.5767346105013187e-07
Position 209: 5.817256172903523e-08
Position 197: 2.4625139653705838e-08
Position 36: 6.738465090754773e-09
Position 211: 2.7144106234996306e-10
Position 221: 2.120791786652301e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 230: 0.3737485404607361
Position 3024: 0.2597194801921895
Position 3101: 0.17376149308436653
Position 788: 0.1680801073398484
Position 982: 0.06313283399149479
Position 4442: 0.033979431790262714
Position 297: 0.030508341021410507
Position 2738: 0.024356567981877908
Position 732: 0.019940763980068315
Position 4188: 0.01592736751239287
Position 2402: 0.015878462423304873
Position 2266: 0.013216604687198028
Position 4494: 0.013020183883261335
Position 4159: 0.012434379671261242
Position 5174: 0.009336038856024834
Position 858: 0.00879888472465128
Position 562: 0.008455236323106977
Position 1345: 0.0077511161040451125
Position 812: 0.005899898879591109
Position 3512: 0.005472170020413578
Position 510: 0.005401399762167766
Position 349: 0.0053102258087088456
Position 3188: 0.004750266551259333
Position 2063: 0.004576678549384205
Position 1053: 0.0031302512587291953
Position 2066: 0.0026071055931786925
Position 1124: 0.002607035432631544
Position 1842: 0.0018168308420523339
Position 1206: 0.001024590343734325
Position 701: 0.00016659817277488823
Position 269: 2.790782904254762e-05
Position 237: 2.501546279612305e-05
Position 235: 2.0176519492058695e-06
Position 244: 3.851094254048974e-07
