Gene = Tbrg1
index = 1061
Annotated 5SS: [ 315 2291 3097 4280 4698 6023 6364 7282]
Annotated 3SS: [2219 2875 4142 4550 5924 6252 7138 7808]
SMsplice 5SS: [ 315 2291 3097 4280 6023 6364 7282]
SMsplice 3SS: [2219 2950 4142 5924 6252 7138 7808]
top_k =  100
Partition function (log Z): 11.192273357596216

Sorted 5' Splice Sites (High to Low Probability):
Position 6023: 0.9959956812409734
Position 2291: 0.9884247560549086
Position 4280: 0.9761620548953256
Position 3097: 0.9622784431316906
Position 315: 0.9296794495277749
Position 6364: 0.8968226601487667
Position 7282: 0.8369000964743432
Position 4698: 0.43171224459276936
Position 4414: 0.11784607016934488
Position 6528: 0.08909104299030388
Position 3454: 0.06989446505078953
Position 2658: 0.043315434233492336
Position 1967: 0.04254631657098659
Position 6391: 0.0398467299454049
Position 2714: 0.03781442254395566
Position 4904: 0.029387771762423083
Position 309: 0.027181259528721944
Position 8080: 0.027163244528148868
Position 7498: 0.013325562780773587
Position 263: 0.012484273793128062
Position 1835: 0.011668345425795982
Position 275: 0.01060588856031425
Position 827: 0.010470647328081482
Position 331: 0.009835698794128104
Position 6837: 0.009477147739974767
Position 3706: 0.006515750260369603
Position 325: 0.005462519035459258
Position 3474: 0.00478989873403606
Position 5694: 0.00452061667648379
Position 5142: 0.004100646333044575
Position 6470: 0.0033783075135378217
Position 853: 0.0033224932064212422
Position 2747: 0.0032089395910640385
Position 160: 0.0032051238688960374
Position 6118: 0.0012971441374013386
Position 1055: 0.0012841283383188391
Position 1398: 0.0011892717042227617
Position 1043: 0.0011536814517383762
Position 3341: 0.0009627688932940662
Position 6063: 0.0009538938745117932
Position 1858: 0.0008835616590763791
Position 6180: 0.0008668842402057954
Position 311: 0.0008144444104870227
Position 1133: 0.0007473536647831209
Position 42: 0.00039668352083663234
Position 4262: 0.0002547663138587918
Position 6068: 0.0002297310606397502
Position 92: 0.00022834908681042322
Position 4254: 0.00017725867326353232
Position 4182: 0.00017210203081175735
Position 66: 0.0001186632547707902
Position 36: 4.1493107804856903e-05
Position 2318: 1.9740562064981984e-05
Position 111: 1.6772219063269926e-05
Position 29: 1.648147492173371e-05
Position 385: 2.3831216798430685e-06
Position 319: 2.3662468828959e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 4142: 0.9917992631921227
Position 2219: 0.9748952859899096
Position 6252: 0.9670170090653917
Position 5924: 0.8465905363824447
Position 7138: 0.7398472632367947
Position 2950: 0.5456861659020784
Position 7808: 0.43681664537970155
Position 8152: 0.39663686597228703
Position 4550: 0.19752040144355468
Position 2875: 0.1857162690371205
Position 4612: 0.1501333700124792
Position 3002: 0.12297550871741304
Position 7174: 0.11644643724937923
Position 4357: 0.11634462344488554
Position 2983: 0.09740033477930281
Position 5943: 0.08854549440764017
Position 2586: 0.049596258222472475
Position 7420: 0.04769701349025485
Position 5979: 0.045009537929688495
Position 3353: 0.037693477376805146
Position 3207: 0.03573101469766494
Position 4434: 0.034601809922888596
Position 2632: 0.03356796552001951
Position 4786: 0.029387771762423087
Position 4413: 0.021559885685182786
Position 7077: 0.02050324327249783
Position 7350: 0.020418199482181397
Position 7927: 0.019752203390568115
Position 1834: 0.019067148947448383
Position 6221: 0.01817071508304747
Position 7861: 0.01788900905600641
Position 1725: 0.017705224730953744
Position 7455: 0.01717666183251941
Position 6433: 0.01503463883279986
Position 6904: 0.014277461450589814
Position 6692: 0.013668574675993599
Position 6490: 0.012797878522183767
Position 6394: 0.01157276682875842
Position 1768: 0.009638089447388094
Position 5673: 0.008616545919867153
Position 8350: 0.008284525229045159
Position 5787: 0.0078101179312231785
Position 1887: 0.007326725135761609
Position 5954: 0.0067817684991124585
Position 8177: 0.006706221440888344
Position 4472: 0.006379716638623137
Position 2068: 0.005926786201006894
Position 750: 0.005585137380770479
Position 2956: 0.004651979245803957
Position 728: 0.004539453305236617
Position 2192: 0.004502638975395322
Position 8474: 0.004210130667697541
Position 4929: 0.004100646333044573
Position 8453: 0.004088474743052604
Position 3539: 0.00376317964437355
Position 6523: 0.0037442503147352914
Position 984: 0.0031851634548403394
Position 4531: 0.0031620729355841108
Position 4129: 0.002309551012081026
Position 3363: 0.002222640603649605
Position 2657: 0.0022079573575647248
Position 6254: 0.0019594755030017787
Position 694: 0.0017794734867707571
Position 2108: 0.0017150477170389063
Position 3481: 0.0015505863526087298
Position 2930: 0.0014536195053968127
Position 1864: 0.0013841518996279868
Position 2274: 0.0013003230041578606
Position 6202: 0.0012758314095483256
Position 3512: 0.0012019842633873236
Position 639: 0.001164681254510531
Position 3016: 0.0011543453271579173
Position 4387: 0.0010981433942509411
Position 2811: 0.0010511262071787107
Position 217: 0.000816244658895064
Position 1243: 0.000690168667822717
Position 2789: 0.0006563914143270923
Position 4150: 0.0005765984436474582
Position 6109: 0.0005091212565906057
Position 1269: 0.0004991030364000444
Position 2641: 0.0004437439941242574
Position 4223: 0.0003638402866495817
Position 4518: 0.00016648629849373193
Position 4398: 0.00011326776169986968
Position 4491: 8.419684612733795e-05
Position 2258: 6.73397128846467e-05
Position 4670: 5.3046036357166504e-05
Position 4418: 4.837373508802182e-05
Position 2900: 3.6916874414550495e-05
Position 2731: 1.865739582745849e-05
Position 2279: 1.3958511257492416e-05
Position 3926: 9.849585659319355e-06
Position 7008: 9.093882077690065e-06
Position 6334: 3.3939388160063434e-06
Position 5653: 1.604779452551423e-06
Position 5608: 3.229563273923604e-08
