Gene = Sertad4
index = 969
Annotated 5SS: [ 314 4805 6006]
Annotated 3SS: [4612 5889 8540]
SMsplice 5SS: [ 314 4805 6006]
SMsplice 3SS: [4612 5889 8540]
top_k =  100
Partition function (log Z): -2.4274543495599437

Sorted 5' Splice Sites (High to Low Probability):
Position 6006: 0.9957567012121492
Position 314: 0.9785397592359986
Position 4805: 0.8479285578665616
Position 8633: 0.7942280527922035
Position 1118: 0.36236006196395243
Position 9171: 0.21180964811299183
Position 872: 0.16113386573571065
Position 4736: 0.12375579417853079
Position 7083: 0.11151192877062394
Position 7603: 0.06802467139295051
Position 5666: 0.06155486999584592
Position 6257: 0.05277779256403326
Position 6660: 0.05215606175865357
Position 3293: 0.032379142935466496
Position 1397: 0.026818969455192944
Position 7214: 0.019840001183453054
Position 4701: 0.017437753705513398
Position 2112: 0.01332647709432389
Position 6504: 0.005033420065477892
Position 4064: 0.0016777881692012656
Position 3347: 0.0016593117620287974
Position 507: 0.0005988524080727424
Position 538: 0.0004952226346529014
Position 467: 0.00035187356082523786
Position 2906: 0.0002204648701022685
Position 2642: 0.0002061671291716123
Position 60: 6.661512421731222e-05
Position 518: 4.340393494048053e-06
Position 492: 3.866085326212666e-06
Position 226: 2.9056380210254334e-06
Position 497: 2.412102945619698e-06
Position 260: 1.935798417265933e-06
Position 55: 6.228533843402906e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 8540: 0.9876764548661465
Position 5889: 0.967147589848698
Position 4612: 0.8886234558541881
Position 9034: 0.24893753082933942
Position 1020: 0.2282542623299188
Position 9443: 0.2124910226055734
Position 8828: 0.14841842795192467
Position 7019: 0.12377061030841341
Position 969: 0.12135682191740006
Position 9901: 0.10269348220567072
Position 4655: 0.10049864989641757
Position 10551: 0.09250820117520155
Position 10255: 0.07353726708706901
Position 9124: 0.06017589750557371
Position 9063: 0.04262562730739705
Position 5512: 0.04168864879568711
Position 715: 0.03859076345918527
Position 7495: 0.03438146956328289
Position 3226: 0.0340384546974953
Position 6564: 0.03331712674041509
Position 758: 0.030480727984862448
Position 5902: 0.028438726516848388
Position 6151: 0.025115905150364447
Position 7431: 0.020483845298364372
Position 1293: 0.019962259942224846
Position 5482: 0.019866221200158806
Position 6533: 0.01883893501823848
Position 695: 0.018285840881180692
Position 587: 0.01780397597873869
Position 6097: 0.01518051836690044
Position 1988: 0.01332647709432389
Position 7542: 0.013159356531303259
Position 1053: 0.01243070853391277
Position 8875: 0.012395289820854194
Position 6076: 0.012027928267712477
Position 718: 0.010947857715001978
Position 791: 0.008596964434636934
Position 785: 0.008330087691143557
Position 7033: 0.008020806415903435
Position 6863: 0.008002416229760235
Position 11225: 0.006465081707032957
Position 745: 0.0059539006948084545
Position 8736: 0.0044968394150329775
Position 1174: 0.004418190823321783
Position 6337: 0.004135273525903715
Position 7195: 0.0037509519833874893
Position 1233: 0.002438518689646325
Position 3973: 0.0016777881692012625
Position 9140: 0.0014237234449919825
Position 761: 0.0007376899150089837
Position 6361: 0.0003350876917000727
Position 6103: 0.0003071674463350023
Position 815: 0.00028234094295376565
Position 773: 0.000271359012848353
Position 818: 0.00023642086836921127
Position 2748: 0.0002204648701022685
Position 2549: 0.00020616712917161158
Position 6368: 0.0002052735694034549
Position 564: 0.00019570667442261845
Position 602: 0.00018922235175525533
Position 6441: 0.00018135937255029568
Position 5714: 0.0001769059556599052
Position 6365: 0.00017642590592035657
Position 917: 0.00013728572357190404
Position 936: 0.00013151387635703293
Position 834: 8.425266704890871e-05
Position 513: 8.180292864556359e-05
Position 6197: 7.142677058456566e-05
Position 6175: 6.832545307937993e-05
Position 156: 6.723797760165251e-05
Position 438: 3.688592409239386e-05
Position 510: 2.606698527902544e-05
Position 974: 1.9323342970070883e-05
Position 866: 6.615414710510848e-06
Position 972: 5.6254496832265825e-06
Position 920: 5.160872963019052e-06
Position 1060: 4.386706524361969e-06
Position 940: 4.1733728783006e-06
Position 1082: 3.544731198240695e-06
Position 828: 2.0061844836656752e-06
Position 534: 1.7999908596353242e-06
