Gene = 2310057M21Rik
index = 36
Annotated 5SS: [  252  1027  1871  5300 12109]
Annotated 3SS: [  822  1797  5092 11656 18954]
SMsplice 5SS: [  252  1027 12109 13739]
SMsplice 3SS: [  822 12013 13655 18954]
top_k =  100
Partition function (log Z): -17.66616406327074

Sorted 5' Splice Sites (High to Low Probability):
Position 1027: 0.9577279055711919
Position 252: 0.773561264822043
Position 741: 0.291262696132104
Position 1871: 0.16144621947892102
Position 386: 0.060169311176580934
Position 1300: 0.020289169423329527
Position 278: 0.01065445885525609
Position 409: 0.010462673053963858
Position 4681: 0.0063492238188600884
Position 141: 0.005806775725096617
Position 715: 0.005758050612421212
Position 156: 0.001842814124319737
Position 273: 0.0014161481795886045
Position 699: 0.001152263167142493
Position 686: 0.0010612269649701966
Position 1628: 0.0009708175459599991
Position 693: 0.0009651032912894746
Position 735: 0.0008292107591137977
Position 833: 0.0008045617633989294
Position 703: 0.0007872458466692984
Position 551: 0.00042406730682166793
Position 56: 0.00031854600480672214
Position 373: 0.0002556696023027256
Position 926: 2.5152791082084458e-05
Position 1244: 2.4443773378094783e-05
Position 959: 1.7377592211549503e-05
Position 1263: 6.142904653651379e-06
Position 909: 1.908371072025883e-06
Position 73: 4.6904344818686085e-07
Position 203: 3.626255673519278e-07
Position 567: 2.1469990658538575e-07
Position 376: 9.491035727008955e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 822: 0.9522214199424034
Position 9802: 0.3180092098236952
Position 11656: 0.1921154055096839
Position 1797: 0.13571478209970106
Position 627: 0.1280470022740018
Position 5092: 0.12530102110501312
Position 1383: 0.10288608684104697
Position 7425: 0.07835936879972007
Position 9542: 0.062259625462323914
Position 7456: 0.022671450124267814
Position 826: 0.022180635478751827
Position 599: 0.018641457784373348
Position 1655: 0.017864588100062077
Position 1192: 0.015110378007043635
Position 1483: 0.01496583313400111
Position 4546: 0.014445679843165365
Position 2074: 0.011743962369233658
Position 944: 0.010371899734571088
Position 567: 0.009963613855777754
Position 1605: 0.009933293328043633
Position 2612: 0.00949205055816479
Position 633: 0.006197117032102664
Position 4542: 0.0057586738658569675
Position 1617: 0.003979501905532658
Position 1692: 0.003925646603844787
Position 1331: 0.002333288052459745
Position 3020: 0.0022880764307435966
Position 1660: 0.0022665397835220065
Position 1328: 0.001842162009841524
Position 1386: 0.0018392458190623427
Position 1115: 0.0017686520740335292
Position 499: 0.001562017442093105
Position 2805: 0.0013428874012790795
Position 4561: 0.0012711410720246056
Position 1352: 0.0008514158436289056
Position 1158: 0.0007473028746951196
Position 1164: 0.0005660878896258185
Position 1081: 0.0005643809796837939
Position 449: 0.0005474388446929014
Position 693: 0.00027361042826198526
Position 603: 0.000272450103346709
Position 714: 0.0002564768045138015
Position 521: 0.0002471133902000366
Position 1107: 0.00022454759132474515
Position 735: 0.00018992385207483126
Position 1120: 0.0001393634135915468
Position 543: 0.00013058950509161864
Position 690: 0.00011314914129740792
Position 939: 0.00011092042501876686
Position 428: 0.00010701824940940114
Position 1026: 9.029591817283213e-05
Position 426: 7.459535180756568e-05
Position 738: 6.086212055409985e-05
Position 228: 5.316422892396193e-05
Position 968: 3.2579584270530816e-05
Position 251: 2.0594590192456603e-05
Position 265: 1.94195594156249e-05
Position 336: 1.3918364304598581e-05
Position 244: 1.0657216289448164e-05
