Gene = Tfpt
index = 1076
Annotated 5SS: [ 333 1057 5286 8822 9108]
Annotated 3SS: [ 797 5214 8751 8900 9409]
SMsplice 5SS: [ 113 1057 5286 8822]
SMsplice 3SS: [ 797 5214 8751 9409]
top_k =  100
Partition function (log Z): -3.6960114888792353

Sorted 5' Splice Sites (High to Low Probability):
Position 5286: 0.9976400709509845
Position 8822: 0.7494314771479353
Position 1057: 0.5904707676676747
Position 5949: 0.45442074878233335
Position 113: 0.4052211250784938
Position 1061: 0.3200771358152768
Position 9108: 0.23060649645224743
Position 333: 0.2121200451178195
Position 201: 0.1527140815676242
Position 1813: 0.11647521464134457
Position 184: 0.09252521389252998
Position 1758: 0.09101559889746932
Position 3187: 0.05360377795026669
Position 9138: 0.042388774657090074
Position 253: 0.04023113448770254
Position 132: 0.03368297801400354
Position 5483: 0.03258209621368117
Position 5758: 0.03130569673682987
Position 8844: 0.024403995399437814
Position 1649: 0.021682551560320108
Position 9217: 0.019165810819132694
Position 890: 0.017489241065582566
Position 647: 0.013831645593263591
Position 1638: 0.010543461104902787
Position 2988: 0.010079126834074682
Position 1919: 0.010062285009777398
Position 1827: 0.008474806009677479
Position 3812: 0.007569197794672565
Position 3680: 0.0059598689664848905
Position 3485: 0.004566373078009325
Position 9069: 0.0035938633025431456
Position 1817: 0.0034783467299138305
Position 6029: 0.0028135157871065184
Position 33: 0.002172740867543449
Position 5490: 0.0018513276267330353
Position 7863: 0.001771293288194323
Position 104: 0.0016330812783110521
Position 475: 0.0015940767293053139
Position 413: 0.001321819277824075
Position 121: 0.001153232052971813
Position 179: 0.0008946831244707625
Position 291: 0.000857767036917017
Position 564: 0.00048464396422627997
Position 633: 1.0823722135166695e-05
Position 462: 6.294048142616302e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 5214: 1.0000000000000004
Position 9409: 0.9354601211244667
Position 8751: 0.7948549205303316
Position 797: 0.49256919169908875
Position 940: 0.3465079429969177
Position 1648: 0.18037095364235056
Position 5880: 0.1727534915002034
Position 8989: 0.1422968398654081
Position 5865: 0.13784373612813314
Position 8900: 0.11720761483270953
Position 5848: 0.10643311814785805
Position 8937: 0.07093422710727505
Position 886: 0.049401605807566
Position 1568: 0.03888500345968163
Position 2894: 0.03769776613549722
Position 5390: 0.03707638352826757
Position 1744: 0.03341780327175758
Position 5665: 0.02884822838262105
Position 2987: 0.02598513864884414
Position 5796: 0.02268771692938695
Position 5741: 0.017455540638085104
Position 3613: 0.013529066761157449
Position 1467: 0.006625593317761196
Position 3384: 0.0045663730780093215
Position 5520: 0.0036565228728324085
Position 1403: 0.002361107506729341
Position 7774: 0.0017712932881943206
Position 6962: 0.0017082219229033657
Position 9548: 0.0009871903655726912
Position 1579: 6.428612986863513e-05
Position 583: 1.222806940637532e-05
Position 1672: 7.516625256598371e-06
Position 650: 1.5618288401106041e-06
