Gene = Coa5
index = 280
Annotated 5SS: [ 235 1762]
Annotated 3SS: [1677 9475]
SMsplice 5SS: [ 235 1762 8607]
SMsplice 3SS: [ 1677  8515 12472]
top_k =  100
Partition function (log Z): -10.427465952466454

Sorted 5' Splice Sites (High to Low Probability):
Position 1762: 0.9925979962490364
Position 8607: 0.4679622147065449
Position 235: 0.4518724874057371
Position 8569: 0.367470357318879
Position 123: 0.3363319319422631
Position 5593: 0.2147405815472455
Position 114: 0.16587864826687562
Position 3428: 0.11745833540907163
Position 1432: 0.06603586597339028
Position 4541: 0.04603748888013202
Position 5613: 0.04575201493326663
Position 144: 0.04376729781364939
Position 343: 0.002333246488741628
Position 2005: 0.0002786859748063916
Position 308: 0.00023957908886338165
Position 42: 3.0899322707409855e-06
Position 88: 1.7184682380095434e-06
Position 101: 2.8978171308645973e-07
Position 81: 2.770068913694943e-07
Position 127: 1.508266883279451e-07
Position 53: 1.0051626980235291e-07
Position 59: 8.327154553692133e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 8515: 0.8888593684713885
Position 1677: 0.6232472662130065
Position 12472: 0.2906595174008688
Position 9475: 0.2854226141806887
Position 5441: 0.2618999743394845
Position 1642: 0.1961007937511055
Position 9891: 0.11285128186026627
Position 3107: 0.11002620194191559
Position 8701: 0.08658395374712335
Position 8997: 0.08070550553090652
Position 1650: 0.05737407899135202
Position 1551: 0.05617171065816268
Position 1612: 0.05383776155869689
Position 9443: 0.046419216046016766
Position 1336: 0.04622412169619937
Position 4432: 0.037806200591054974
Position 3134: 0.02947134721214556
Position 1235: 0.023181861930997753
Position 4241: 0.011773595711839262
Position 4904: 0.003968479119850656
Position 1278: 0.0026904573170775797
Position 1918: 0.0019853023081634644
Position 4580: 0.0018323648004490679
Position 4984: 0.0015278563295324735
Position 4965: 0.001309170766895247
Position 3519: 0.0012264900440593853
Position 3051: 0.0010181273086705802
Position 3723: 0.0007827141282006573
Position 2842: 0.000594678313439204
Position 3034: 0.0005822097281142604
Position 234: 0.0005049499527537074
Position 1880: 0.00046029729729309
Position 3842: 0.00040396466809468606
Position 3632: 0.0003316750781215244
Position 2485: 0.0002719524798312561
Position 2073: 0.00023406003821276926
Position 2934: 0.00022326287094074837
Position 2004: 0.0001278079580808066
Position 342: 7.024946111769375e-05
