Gene = Dok7
index = 344
Annotated 5SS: [  127   276  7703  9789 18561 20406]
Annotated 3SS: [  229  7471  9587 18440 20285 22168]
SMsplice 5SS: [  127   276  1342  9789 18561]
SMsplice 3SS: [  229  1188  9587 18440 20285]
top_k =  100
Partition function (log Z): -19.22199402929955

Sorted 5' Splice Sites (High to Low Probability):
Position 276: 0.8200610193185117
Position 1342: 0.6554337806576899
Position 127: 0.4821073575783953
Position 722: 0.2970769895522781
Position 895: 0.09574849957041606
Position 103: 0.07744379746968465
Position 419: 0.03108586121421063
Position 699: 0.029304647832848457
Position 1549: 0.023941967248197332
Position 1807: 0.015295114061449903
Position 363: 0.003985168437667136
Position 924: 0.002067749613451777
Position 167: 0.0006497528983119971
Position 91: 0.0005327482670464683
Position 1448: 0.0003576861434305115
Position 611: 0.00012625290356642037
Position 4: 3.499087362189311e-05
Position 33: 3.138527908656367e-06
Position 237: 2.664610186886835e-06
Position 241: 3.0061366049520916e-07
Position 307: 8.355522258651051e-08
Position 248: 5.2022279197970586e-08
Position 269: 3.842872080596714e-08
Position 314: 3.729203300316204e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1188: 0.7993030047292985
Position 229: 0.4798291062288086
Position 4279: 0.17501041639552772
Position 4262: 0.16775278170684074
Position 5934: 0.15727277164134865
Position 619: 0.14572667165349035
Position 1751: 0.1399545789289848
Position 2007: 0.10579504521408918
Position 820: 0.05185492084479199
Position 750: 0.048161047965232774
Position 554: 0.04501172856778519
Position 557: 0.041368628996397226
Position 1444: 0.03222876355609973
Position 2547: 0.03130466065259035
Position 383: 0.023945612851983024
Position 698: 0.021706524247676006
Position 4055: 0.01785327241632857
Position 2789: 0.012730180480542237
Position 3169: 0.0118231687315828
Position 595: 0.007993364534318209
Position 521: 0.007019003320992972
Position 1596: 0.005373807630373836
Position 826: 0.0031829913424722958
Position 642: 0.0024875454699813436
Position 275: 0.0003018239434453513
Position 362: 9.494691331401125e-05
Position 235: 8.568875641313444e-05
Position 481: 5.383908009585421e-05
Position 369: 2.2639479689822275e-05
Position 240: 5.139192707141038e-06
Position 259: 2.4623922021433453e-06
Position 280: 1.902089496882932e-06
Position 186: 1.6119470618243203e-06
Position 237: 4.529386621631255e-08
Position 102: 1.4935950298932634e-09
Position 69: 7.267584696928256e-13
Position 85: 6.393574603293796e-13
