Gene = Hrc
index = 546
Annotated 5SS: [2085 2242 2666 2919 3436]
Annotated 3SS: [2170 2596 2863 3398 3590]
SMsplice 5SS: [ 336 2364 2666 2919]
SMsplice 3SS: [2170 2596 2863 3398]
top_k =  100
Partition function (log Z): -3.354278410534403

Sorted 5' Splice Sites (High to Low Probability):
Position 2919: 0.7586411775047643
Position 2666: 0.7368626461332549
Position 336: 0.692867056453912
Position 2364: 0.5515973694244518
Position 2242: 0.4281517057796294
Position 3507: 0.3769642319808974
Position 2085: 0.36499331991563044
Position 109: 0.23409435219066782
Position 588: 0.14911157897567665
Position 412: 0.14244879872916016
Position 1337: 0.129260064453558
Position 945: 0.07976361861515559
Position 1889: 0.05959151805464021
Position 3436: 0.05873324170063894
Position 716: 0.023754425602650026
Position 3210: 0.022096626127012717
Position 1409: 0.017834351128752892
Position 1707: 0.015681386392735128
Position 954: 0.01196583126645896
Position 1761: 0.007502040460259776
Position 2106: 0.004880392507607147
Position 428: 0.004274648213585939
Position 1208: 0.0027340623864846826
Position 1392: 0.002704267091994821
Position 683: 0.0006568324497822984
Position 677: 0.00037096321453734777
Position 131: 0.0003214686216612195
Position 366: 0.00010615433764492936
Position 57: 9.554515706274044e-05
Position 3107: 8.242834887059163e-05
Position 168: 2.505552756449177e-05
Position 212: 2.3440474266140946e-05
Position 20: 1.7200082768422678e-05
Position 200: 1.6003683095132084e-05
Position 157: 1.066997077765953e-05
Position 185: 4.389988448370552e-06
Position 223: 4.086357123260441e-06
Position 237: 4.85116427012282e-07
Position 209: 2.240943073739513e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2170: 0.9852146674832774
Position 3398: 0.8407356083666773
Position 2863: 0.6658206652039832
Position 2596: 0.5412129359271343
Position 3590: 0.5226679308863027
Position 1676: 0.4420183364847593
Position 185: 0.15191972473288773
Position 2832: 0.12433956154381737
Position 1134: 0.11848162019058321
Position 2579: 0.11529713188458543
Position 771: 0.07861907680574484
Position 2470: 0.07232992755830657
Position 209: 0.04830385209927032
Position 1290: 0.03405112487020712
Position 612: 0.0303301847654363
Position 2793: 0.01790788428882424
Position 2245: 0.013940097935683448
Position 3436: 0.01278640084505901
Position 509: 0.010723224540420283
Position 427: 0.010370965684266665
Position 2844: 0.008802524783290484
Position 515: 0.008634537372595421
Position 3031: 0.005958595362753276
Position 777: 0.005401926203154211
Position 3592: 0.0022602131536862964
Position 3060: 0.0020208054051187637
Position 2991: 0.0018344763710196742
Position 220: 0.001499097198426322
Position 452: 0.0013821216053591387
Position 462: 0.0012174257365202689
Position 287: 0.0005095677360115361
Position 269: 0.0004163712554257484
Position 543: 0.00031062492828915026
Position 547: 0.00028260495513352614
Position 715: 0.00018060465408410408
Position 588: 0.00012576896527091092
Position 549: 8.495469216323787e-05
Position 474: 6.510341781068392e-05
Position 411: 5.6145331295459875e-05
Position 478: 4.630135211237673e-05
Position 454: 3.927276325047784e-05
Position 434: 3.405715724480347e-05
Position 335: 7.419768099749759e-06
Position 289: 1.564970946227332e-06
Position 223: 3.040441994533126e-07
Position 304: 1.4877783872049338e-07
Position 148: 9.998849551801706e-08
Position 228: 5.185736223588824e-08
Position 230: 4.6609733152330884e-08
