Gene = Pea15a
index = 807
Annotated 5SS: [ 208 6397 7694]
Annotated 3SS: [6222 7537 8113]
SMsplice 5SS: [ 208 6152 6322 7694 8203]
SMsplice 3SS: [6075 6222 7613 8113 8725]
top_k =  100
Partition function (log Z): 0.058445330889360214

Sorted 5' Splice Sites (High to Low Probability):
Position 208: 0.9975110785192971
Position 6152: 0.9638999163446278
Position 7694: 0.9532497784481485
Position 8203: 0.9139044271231743
Position 6322: 0.5639980895501214
Position 6331: 0.3285173378946148
Position 8568: 0.2853523710298445
Position 8615: 0.16880493005850977
Position 6700: 0.1352933595730878
Position 8642: 0.11230504171247205
Position 6397: 0.08340822283571846
Position 9542: 0.08180069738308679
Position 2559: 0.056373539190348695
Position 2386: 0.03870537980757882
Position 9237: 0.018089113543628164
Position 6468: 0.012868151900373326
Position 9509: 0.005712959898555227
Position 6505: 0.005566893689355161
Position 6165: 0.003946909903841281
Position 246: 0.00211714499046747
Position 4412: 0.0019642218632083233
Position 4515: 0.0016806109711800742
Position 6296: 0.001413646002763103
Position 1025: 0.0011396223644330958
Position 606: 0.0010540178784208944
Position 8041: 0.0008363636614967895
Position 3670: 0.0007468278281164719
Position 3486: 0.0006035956415152067
Position 1550: 0.0005631733796502027
Position 2403: 0.00046182846669995045
Position 6809: 0.00041940515558992823
Position 6188: 0.0003747107637004329
Position 7764: 0.0002796955650473961
Position 6359: 7.522556182754656e-05
Position 47: 1.8202094305772511e-06
Position 174: 3.355891620576841e-07
Position 42: 3.1790200810052e-07
Position 324: 2.1187708313104e-07
Position 464: 8.395836566698861e-08
Position 263: 1.9251951529450213e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 8113: 0.9830193700901727
Position 6222: 0.9637672484032448
Position 7613: 0.8007080026748544
Position 6075: 0.707507329481773
Position 8725: 0.5156203234857
Position 8455: 0.3384010515583242
Position 6053: 0.23768461421095272
Position 10025: 0.19331679537314705
Position 8424: 0.15841365158368906
Position 7537: 0.13452252567655643
Position 9373: 0.12048327420522013
Position 6600: 0.08656708076908853
Position 9391: 0.08530761580583539
Position 8838: 0.055676854512659205
Position 2339: 0.04953786686044262
Position 6583: 0.044042857349549096
Position 2272: 0.043442293670245734
Position 8521: 0.039985177344568
Position 8518: 0.03830618024114966
Position 6251: 0.029592472732757266
Position 9099: 0.027039006970932533
Position 6097: 0.02302959331944396
Position 9171: 0.016585703960037376
Position 7269: 0.010499778670937694
Position 7319: 0.007508875732170165
Position 6231: 0.006417188294439066
Position 8971: 0.004691905905129684
Position 8353: 0.004567341419443899
Position 4257: 0.0036448328343883984
Position 8548: 0.0026562158517697792
Position 2474: 0.0025605869339391336
Position 7865: 0.0014680072228501276
Position 6490: 0.0011734846143730412
Position 8127: 0.0010236708935450775
Position 527: 0.0008507902001275616
Position 3601: 0.0007468278281164719
Position 3319: 0.0006035956415152067
Position 1396: 0.0005521612678355361
Position 865: 0.0005319389619260722
Position 7169: 0.0002902912586770388
Position 749: 0.00022193288718318335
Position 371: 0.0001948503514866919
Position 9069: 0.00015941123344941617
Position 7909: 6.420409813977935e-05
Position 1418: 1.1012111814666728e-05
Position 7957: 1.0029921397682398e-05
Position 7880: 9.82658858310881e-06
Position 547: 5.2180466960065305e-06
Position 924: 3.3601590892177114e-06
Position 483: 2.454925254554931e-06
Position 988: 2.3767383476649542e-06
Position 911: 2.308081244901716e-06
Position 952: 1.82399058351634e-06
Position 460: 1.7407764615724507e-06
Position 427: 1.6617775993647373e-06
Position 930: 1.5189987606776362e-06
Position 997: 1.484520803501117e-06
Position 949: 1.192125053707394e-06
Position 8010: 2.8614502564006173e-07
