Gene = Rps3a1
index = 933
Annotated 5SS: [ 195 1005 1464 3663 4220]
Annotated 3SS: [ 900 1275 3453 4109 4591]
SMsplice 5SS: [ 195 1005 1464 3663 4266]
SMsplice 3SS: [ 900 1275 3453 4109 4591]
top_k =  100
Partition function (log Z): -0.24903313570648922

Sorted 5' Splice Sites (High to Low Probability):
Position 1005: 0.9694378117054907
Position 195: 0.9034165161611283
Position 1464: 0.7476288484560512
Position 3663: 0.655914902673438
Position 4266: 0.4640180278976952
Position 4220: 0.44993142685060117
Position 3625: 0.1717067584905628
Position 1485: 0.05251009721287671
Position 1231: 0.050726152939425
Position 167: 0.031280758525619366
Position 331: 0.029642461006434043
Position 280: 0.009873710695064831
Position 805: 0.008151358348341659
Position 619: 0.007771496252167193
Position 1414: 0.007163382882536759
Position 215: 0.0056402296139028765
Position 756: 0.002905037654637851
Position 193: 0.00259937750332151
Position 245: 0.0025318784784093265
Position 628: 0.002250507909637258
Position 815: 0.002052297789561874
Position 261: 0.0016328113282537578
Position 1212: 0.0014623064143870306
Position 124: 0.0014346398982142082
Position 139: 0.0011934941235623579
Position 487: 0.0011401218582377285
Position 791: 0.0008514474506897994
Position 928: 0.0005151021868446057
Position 4189: 0.0004055403840972575
Position 765: 0.00023626435804281675
Position 1009: 1.1620754302469478e-05
Position 199: 9.287176250788161e-07
Position 639: 5.768931066152922e-07
Position 52: 4.466634236905589e-07
Position 79: 4.2426587112737595e-07
Position 96: 4.1194270628920436e-07
Position 99: 1.4692764840607445e-07
Position 84: 7.929673049013093e-08
Position 47: 7.725788059497798e-08
Position 7: 5.874665042166519e-08
Position 5: 1.1158765678100146e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4591: 0.949915892621781
Position 900: 0.9383644875027354
Position 4109: 0.8937539398715441
Position 3453: 0.4635001467767736
Position 1275: 0.4144940934115591
Position 1334: 0.26954644258541094
Position 3531: 0.26503026066287433
Position 3546: 0.09627632863831873
Position 1298: 0.0672369507433012
Position 4568: 0.044189471412722184
Position 1314: 0.04121210469199012
Position 716: 0.023213512108122173
Position 923: 0.01524045882377831
Position 869: 0.014032145056651516
Position 1106: 0.012205856841361079
Position 1040: 0.01137488232619664
Position 1354: 0.009314493224005424
Position 4184: 0.008236242275885207
Position 3988: 0.007107629473731221
Position 4093: 0.005518333845653825
Position 1154: 0.004884606730273932
Position 1385: 0.0037522621583097808
Position 963: 0.0034556887916852557
Position 4117: 0.002889994748304266
Position 3246: 0.0028149250860337737
Position 1149: 0.0027251682338801392
Position 733: 0.002587979174450453
Position 919: 0.0025871631698965157
Position 3920: 0.0024619074257298205
Position 491: 0.0019439517463109165
Position 1255: 0.0018104977560244478
Position 1111: 0.0016911627495214859
Position 752: 0.0006034077874347075
Position 408: 0.0003811417826611514
Position 775: 0.0002522325560968142
Position 1202: 0.0002505684717778279
Position 238: 0.00022643178735836552
Position 1182: 0.00021943401922248562
Position 2155: 0.00021706743790597107
Position 770: 0.00016401340305940773
Position 721: 0.00014880084958530677
Position 411: 0.00010796420977622575
Position 618: 9.764875165173292e-05
Position 583: 1.0606217208359305e-06
Position 580: 7.872879881958952e-07
