Gene = Lias
index = 633
Annotated 5SS: [  177   893  2538  3949  6263  6392  8479 11260 12742 13945]
Annotated 3SS: [  722  2443  3867  6105  6333  8349 11113 12670 13832 17237]
SMsplice 5SS: [  177  2538  3949  5345  6263  6392 11260 12742]
SMsplice 3SS: [ 2443  3867  5231  6105  6333 11113 12670 17237]
top_k =  100
Partition function (log Z): 3.389007610719968

Sorted 5' Splice Sites (High to Low Probability):
Position 2538: 0.9694373646856537
Position 177: 0.9228886555127579
Position 6392: 0.9200289076678997
Position 3949: 0.8769161758728194
Position 6263: 0.799610877296032
Position 11260: 0.7617974745293845
Position 8479: 0.6353040698835523
Position 5345: 0.5852867388220467
Position 893: 0.5493305919798286
Position 12742: 0.5458119826108305
Position 4418: 0.5133827674146332
Position 12785: 0.445190316333342
Position 14672: 0.18215918325005986
Position 16529: 0.12468327311051752
Position 8287: 0.11244716850674599
Position 12932: 0.08129086626771194
Position 11224: 0.07974611263083022
Position 8281: 0.07533429132240947
Position 7101: 0.0727072793564374
Position 6674: 0.06592281376853025
Position 5411: 0.06583850948640071
Position 4433: 0.06137711307126348
Position 3987: 0.04988249573130705
Position 4038: 0.03936827295545791
Position 6246: 0.027592876880918108
Position 16485: 0.022865319985867983
Position 11740: 0.01787321081783726
Position 2111: 0.01700238785950279
Position 2224: 0.016854794079077834
Position 13945: 0.01601606592753113
Position 75: 0.01511158957181859
Position 4364: 0.0141374072725167
Position 17377: 0.011994852254074177
Position 8417: 0.011146353040544583
Position 6250: 0.010252131089836011
Position 1888: 0.00911991873373002
Position 84: 0.007723154460089863
Position 1637: 0.005708089006176556
Position 1714: 0.004813566646711126
Position 6224: 0.004038304822091882
Position 3914: 0.00385246006453033
Position 582: 0.0038418678492072576
Position 5058: 0.0036132901895183354
Position 70: 0.002905102425631813
Position 2485: 0.0015559434048262495
Position 2867: 0.001532080187311398
Position 6415: 0.001067079999423252
Position 3580: 0.0010175954591317442
Position 4193: 0.0008085837212920705
Position 747: 0.0005655583551239604
Position 2392: 0.0004931469905461981
Position 365: 0.0004891949544124085
Position 556: 0.0002088291545883942
Position 3617: 0.0001947199945491274
Position 2852: 0.0001079723308694058
Position 6695: 6.66583822831766e-05
Position 4022: 1.403554585651201e-05
Position 32: 9.966353985920745e-07
Position 170: 8.462577617043836e-07
Position 209: 4.4899923478521864e-08
Position 20: 3.678971517462023e-08
Position 89: 3.668462760106791e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 12670: 0.9997480052472391
Position 2443: 0.9703746077646003
Position 3867: 0.9696356003921873
Position 6105: 0.881358968161429
Position 6333: 0.8727228164351438
Position 11113: 0.8415435871602148
Position 5231: 0.6511252483084479
Position 8349: 0.6464504229240974
Position 16436: 0.5036864348573745
Position 17237: 0.44723572289327224
Position 4325: 0.3786335081825783
Position 722: 0.2899327424914726
Position 8148: 0.18778145982915556
Position 12856: 0.15423294405198584
Position 14511: 0.14817494183228638
Position 14463: 0.13677153541049775
Position 4304: 0.1121325065020726
Position 4341: 0.0956592651531588
Position 837: 0.09461734386938207
Position 6981: 0.07270727935643741
Position 6542: 0.061120064311718215
Position 683: 0.042844671432613175
Position 2032: 0.03496902925500623
Position 751: 0.023640682403644277
Position 11621: 0.01787321081783726
Position 13832: 0.01601606592753113
Position 771: 0.013406217784247068
Position 17578: 0.011994852254074177
Position 804: 0.011849587079687505
Position 6153: 0.00861236907505629
Position 12881: 0.00679620016119747
Position 1621: 0.006777307680646168
Position 733: 0.006572398345530548
Position 782: 0.006049779347206722
Position 1718: 0.005548893870330383
Position 12805: 0.005103162351715512
Position 6538: 0.004765431923668049
Position 1569: 0.004208879276572232
Position 813: 0.0037597579246452504
Position 4910: 0.0036132901895183315
Position 462: 0.0032065015959557457
Position 1521: 0.0030920544393242457
Position 4277: 0.002472007920603434
Position 486: 0.0022078474303170613
Position 2744: 0.001640052518180804
Position 645: 0.0016160108925069659
Position 776: 0.0015497474079299667
Position 753: 0.0015241256440342262
Position 3443: 0.001212315453680872
Position 3825: 0.001119649650606725
Position 12469: 0.00025199475276107457
Position 384: 0.00014691171267553176
Position 3976: 8.677384846918653e-05
Position 320: 5.2515674950319574e-05
Position 308: 2.909865792313027e-05
Position 581: 2.3268255763577775e-05
Position 685: 2.044469136531618e-05
Position 1351: 1.4439119744680255e-05
Position 446: 9.671515849690747e-06
Position 252: 6.145278839340345e-06
Position 520: 1.0360943446999158e-06
