Gene = Rpe
index = 915
Annotated 5SS: [  198  5695 13886 14417 15215]
Annotated 3SS: [ 5614 13745 14281 15127 16922]
SMsplice 5SS: [  198  5695 13886 14417]
SMsplice 3SS: [ 5614 13745 14281 16455]
top_k =  100
Partition function (log Z): -12.603537685822845

Sorted 5' Splice Sites (High to Low Probability):
Position 5695: 0.9915588962119364
Position 198: 0.854772535048506
Position 6056: 0.3697727388252347
Position 806: 0.12639251299349036
Position 6781: 0.09699090408857404
Position 3935: 0.07062219367752912
Position 3883: 0.06433284866630827
Position 2909: 0.062190572525143824
Position 4926: 0.045521622475164454
Position 3219: 0.04235185101306252
Position 818: 0.030188940574549482
Position 187: 0.02421277356645914
Position 2375: 0.01603779905631977
Position 1926: 0.011691434907043165
Position 1964: 0.010041083111579441
Position 1427: 0.006561193823144696
Position 3749: 0.0059529254445260735
Position 5978: 0.0035030545628209463
Position 2927: 0.003460820781875555
Position 2518: 0.0033940031616966474
Position 1457: 0.0033753802868733197
Position 235: 0.002947468760009082
Position 5751: 0.0016989316003892749
Position 5699: 0.0013197425692423868
Position 5755: 0.00019494608530006772
Position 377: 0.00017887116382974506
Position 358: 0.00010753965394786971
Position 141: 8.18941304880611e-05
Position 387: 3.508408710705716e-05
Position 433: 3.149819275492379e-05
Position 625: 2.6939052836043724e-05
Position 285: 1.9855089588908045e-05
Position 735: 1.9649243508314076e-05
Position 708: 7.901282392604281e-06
Position 6191: 7.056655009206408e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 5614: 0.9209461499483387
Position 11555: 0.4147138759468722
Position 5929: 0.32866460085751825
Position 5849: 0.13600538234389106
Position 3814: 0.118243161176953
Position 5543: 0.07905385005166103
Position 9292: 0.07853822292703133
Position 10231: 0.07804661138448919
Position 7370: 0.07274032435365609
Position 6725: 0.06251932656907275
Position 8516: 0.05489777738090972
Position 4841: 0.0455216224751644
Position 2819: 0.04312923496971275
Position 6728: 0.03482054908158823
Position 6300: 0.031333681775666006
Position 6098: 0.02992206598643518
Position 6146: 0.029064567148967956
Position 3047: 0.02689688888907485
Position 7490: 0.025587425869514246
Position 586: 0.02472667007818664
Position 2855: 0.022485187063237898
Position 7944: 0.020248899580480876
Position 1825: 0.01915710493766149
Position 10730: 0.01822614684758972
Position 3867: 0.016711881166884556
Position 6384: 0.016439566889226858
Position 2241: 0.01603779905631979
Position 7420: 0.013782835984792687
Position 6473: 0.011712830813577164
Position 1304: 0.009936574110018009
Position 3084: 0.008685944436873094
Position 3067: 0.006703985597502058
Position 785: 0.006621721050723559
Position 3639: 0.0059529254445260735
Position 5813: 0.005329083496871469
Position 2321: 0.003394003161696651
Position 714: 0.0029531007138219757
Position 623: 0.0027213791661929118
Position 1870: 0.0025754130809611388
Position 6977: 0.0021851826192033227
Position 725: 0.0020005918305446777
Position 5909: 0.00015240420490685483
Position 6008: 7.845116421631134e-05
Position 2837: 7.815561598278542e-05
Position 5986: 3.6457372029648373e-05
Position 2741: 2.3847747698357466e-05
