Gene = Hikeshi
index = 538
Annotated 5SS: [  236  5478 17641 21132]
Annotated 3SS: [ 5239 17488 21012 22196]
SMsplice 5SS: [  236  1225  5478 10885 17641 21132]
SMsplice 3SS: [ 1124  5239 10743 17488 21012 22196]
top_k =  100
Partition function (log Z): -8.797143275757835

Sorted 5' Splice Sites (High to Low Probability):
Position 5478: 0.9999850278458561
Position 10885: 0.9999616655882992
Position 21132: 0.8441578178746512
Position 1225: 0.812375261661853
Position 17641: 0.7089310038286638
Position 236: 0.6420588738118843
Position 4802: 0.3271664220625874
Position 17689: 0.2877745935828635
Position 12006: 0.24091958513338768
Position 6339: 0.2313909716135641
Position 3427: 0.146705758512853
Position 168: 0.10865459360768882
Position 267: 0.08456287739867804
Position 7345: 0.08356657075845413
Position 7349: 0.07516386275171195
Position 1230: 0.06386346611024606
Position 6966: 0.03184906818458428
Position 271: 0.027613728840097943
Position 522: 0.021897102834807086
Position 21213: 0.017978225955797397
Position 529: 0.016995174796276425
Position 983: 0.016801204316216827
Position 689: 0.014178409785442716
Position 21: 0.012430398883080737
Position 114: 0.010352659528056404
Position 1583: 0.009261877883370812
Position 35: 0.009253381248912153
Position 564: 0.008650908906526601
Position 1615: 0.008117469407835358
Position 2441: 0.006323461758124941
Position 42: 6.559839750331109e-05
Position 418: 2.4892883799827666e-05
Position 354: 2.3589501073494295e-05
Position 297: 1.8329736930189513e-05
Position 513: 1.7682125346334452e-05
Position 221: 1.7236456685334215e-05
Position 328: 1.5958871812144214e-05
Position 436: 1.155503212454687e-05
Position 208: 2.6869249433296983e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 5239: 0.9999958343148423
Position 10743: 0.9999758660899173
Position 17488: 0.9995760838800485
Position 21012: 0.8620177380104828
Position 1124: 0.7640679704186206
Position 22196: 0.7571488098804783
Position 4577: 0.27499280421208466
Position 11886: 0.19091534419306852
Position 7100: 0.1587322977395701
Position 3305: 0.14670651793856973
Position 6228: 0.13253482591306087
Position 6183: 0.0988561457005032
Position 22795: 0.07131704920944174
Position 21467: 0.05606602400570958
Position 4613: 0.05217702410994272
Position 11915: 0.05010443121308186
Position 22583: 0.045499268722104046
Position 21072: 0.035636731571165516
Position 1017: 0.0325037816264426
Position 971: 0.032430423753801556
Position 6784: 0.03185031226294651
Position 23309: 0.017695499323636614
Position 1489: 0.015283359576881048
Position 23363: 0.013460520518958487
Position 2301: 0.006323461758124939
Position 1202: 0.005017422921106952
Position 1160: 0.0047595146074379075
Position 746: 0.004418054779069187
Position 559: 0.002823699775810289
Position 491: 0.00212445516709323
Position 1528: 0.0020959877143250974
Position 871: 0.0017402486106061032
Position 12176: 0.000196728162579788
Position 11118: 8.866327290873827e-05
Position 9430: 6.053448171196326e-06
