Gene = Nppc
index = 762
Annotated 5SS: [223 928]
Annotated 3SS: [ 616 3772]
SMsplice 5SS: [ 223  928 2983]
SMsplice 3SS: [ 616 2910 3772]
top_k =  100
Partition function (log Z): -2.7496603362130245

Sorted 5' Splice Sites (High to Low Probability):
Position 223: 0.9806230822687937
Position 928: 0.9686869699320205
Position 2983: 0.6103175388599714
Position 479: 0.2357702190180299
Position 1396: 0.22634566987907254
Position 3206: 0.1357761317180653
Position 1164: 0.08306682536621464
Position 1662: 0.06781824554914578
Position 3885: 0.020710600667639804
Position 509: 0.014199180314175015
Position 274: 0.007413670364057373
Position 1953: 0.00530026399801896
Position 227: 0.0016119344220171747
Position 498: 0.0014420768913715825
Position 252: 0.0012056057916502228
Position 903: 0.0004637572413415031
Position 119: 0.00033864344495340086
Position 232: 0.000263231030332104
Position 349: 0.00011107631963600974
Position 472: 0.00010526124234291041
Position 271: 5.324772439773131e-05
Position 405: 4.215336243528863e-05
Position 684: 4.137687933958883e-05
Position 89: 4.080049869839042e-05
Position 766: 3.7213746568058355e-05
Position 27: 2.291547197488414e-06
Position 105: 1.751402493082809e-06
Position 374: 7.469863435051763e-08
Position 261: 2.521073025631214e-11
Position 36: 1.131325619192654e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 616: 0.9677450205218848
Position 3772: 0.9180432806274911
Position 2910: 0.4967537451991664
Position 361: 0.19712412563971773
Position 2838: 0.1254801722648486
Position 1122: 0.12461731846232486
Position 1064: 0.08869540869418693
Position 3117: 0.08783650826247325
Position 1493: 0.051068825412994255
Position 1211: 0.04997768835463171
Position 3332: 0.045399810964444634
Position 1007: 0.0366705400948641
Position 2785: 0.03163011180787778
Position 412: 0.02778275479805412
Position 4235: 0.019212492548064494
Position 1271: 0.017072291982112946
Position 3139: 0.01641088639507161
Position 334: 0.015413860554254416
Position 1534: 0.011577870484674267
Position 1883: 0.0074349151090218005
Position 2804: 0.005381529334249216
Position 1395: 0.003941400367114997
Position 868: 0.003018030237223678
Position 1577: 0.002785016478964915
Position 458: 0.0015116693466320204
Position 4261: 0.0014981081195753225
Position 3443: 0.0013026280214037324
Position 851: 0.0009658010102310655
Position 455: 0.0008396370748769577
Position 433: 0.0007223502519590672
Position 766: 0.0006390257044755778
Position 1922: 0.0005987699115516904
Position 1294: 0.000552213666372624
Position 658: 0.0003313955435597286
Position 824: 0.000326097894202143
Position 288: 0.000253999681490871
Position 721: 0.00018144195087268608
Position 662: 0.00015769815782001496
Position 676: 0.0001310005942217664
Position 682: 0.00010693471444560243
Position 702: 0.00010641642285844802
Position 1347: 8.045955436405666e-05
Position 562: 7.806461764003398e-05
Position 635: 7.188504953441507e-05
Position 698: 6.701009958154777e-05
Position 435: 4.474033730533489e-05
Position 291: 4.185569658108266e-05
Position 308: 3.469570987816683e-05
Position 452: 3.0190540445326757e-05
Position 907: 2.076476591768301e-05
Position 1597: 8.088761251875025e-06
Position 1432: 7.411581777810395e-06
Position 624: 4.93268986139284e-06
Position 370: 1.3986418456804933e-09
Position 304: 7.500946895380794e-10
