Gene = Ankle2
index = 120
Annotated 5SS: [  420  3817  5476  6848  7132 11048 13567 18497 19804 20684 22339 22911]
Annotated 3SS: [ 3342  5268  6650  6942 10924 13499 18326 19696 20492 21707 22778 23296]
SMsplice 5SS: [  420  6848  7132 11048 14004 18497 19804 20009 20684 22911]
SMsplice 3SS: [ 6650  6942 10924 13879 18326 19696 19935 20571 22778 23296]
top_k =  100
Partition function (log Z): 6.027381359202916

Sorted 5' Splice Sites (High to Low Probability):
Position 7132: 0.9999999999999982
Position 14004: 0.9997429574350355
Position 20684: 0.9940761304100892
Position 11048: 0.9553989416818564
Position 420: 0.9212336271070649
Position 19804: 0.9210894057722577
Position 22911: 0.7799844380628775
Position 18497: 0.69968440809193
Position 20009: 0.48967249728662976
Position 6848: 0.32236670936012934
Position 13567: 0.31120503354360324
Position 12764: 0.2176355231213674
Position 5653: 0.18977731617636043
Position 22339: 0.1692941982720167
Position 944: 0.11926263046675459
Position 23401: 0.10866224180742116
Position 20053: 0.09160278133030389
Position 5775: 0.08730777421930945
Position 3502: 0.07506447465457101
Position 476: 0.07171178201759577
Position 5669: 0.07113943881029158
Position 3817: 0.06676669375499164
Position 5586: 0.043718222961955516
Position 21278: 0.03449004305712719
Position 20189: 0.033331893936842064
Position 20869: 0.031862410069901245
Position 11031: 0.022339369688632524
Position 23201: 0.01971092078068447
Position 9258: 0.01749050923033128
Position 20899: 0.016723575363305192
Position 9719: 0.015928243473693322
Position 2798: 0.012953541514378632
Position 3119: 0.011766308916559226
Position 14428: 0.009970638862875768
Position 11329: 0.006011346995929008
Position 580: 0.005947160290033008
Position 20688: 0.0059116630266392535
Position 14342: 0.0007646296440222623
Position 22965: 0.0003101539903914963
Position 13425: 0.0002799985733518281
Position 11829: 5.105170701900356e-05
Position 561: 4.3131161403747766e-05
Position 20699: 1.2206563270873708e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 6942: 0.9999999999999978
Position 10924: 0.9777383113704889
Position 13879: 0.9316977979299913
Position 20571: 0.9312387082914453
Position 19696: 0.9210894057722577
Position 22778: 0.8412248112079366
Position 18326: 0.69968440809193
Position 23296: 0.6781693706195552
Position 19935: 0.6146071725537757
Position 5539: 0.39194275216791713
Position 6650: 0.32236670936012934
Position 13499: 0.31055365446514266
Position 12593: 0.20136716159000692
Position 23965: 0.1980236723211224
Position 22175: 0.1457787910638757
Position 3342: 0.09918170689859454
Position 23036: 0.08570884025640126
Position 730: 0.07532595712121765
Position 13751: 0.06774514801978913
Position 23362: 0.04444523520787668
Position 20575: 0.04051244419265047
Position 21131: 0.03129946617497316
Position 20492: 0.028248847515903595
Position 3666: 0.023590127515621746
Position 644: 0.022935886545954565
Position 20772: 0.021713314828908484
Position 3646: 0.01905933399534631
Position 21957: 0.01635154455648648
Position 12627: 0.01626836153136045
Position 20868: 0.014705560146218903
Position 9153: 0.013193429206997039
Position 2707: 0.01295354151437863
Position 23256: 0.012762042320823803
Position 20787: 0.012415167756402851
Position 23440: 0.01081897931129077
Position 20748: 0.010070439751758468
Position 22034: 0.00945614177952968
Position 9578: 0.00941927574201494
Position 2987: 0.008485150826492203
Position 611: 0.007976578164118465
Position 21707: 0.00753360168147966
Position 23786: 0.00737687915399618
Position 9632: 0.006508967731678381
Position 14410: 0.006175454675677839
Position 11165: 0.004620477318794223
Position 14101: 0.0045598138312201945
Position 9017: 0.004297080023334242
Position 21204: 0.0037912678674307644
Position 22855: 0.0036775901550224676
Position 789: 0.0035158300736792755
Position 2941: 0.003281158090067023
Position 23508: 0.0032749344724262485
Position 832: 0.002965879184722205
Position 937: 0.0028448087897084504
Position 899: 0.0026333911634537207
Position 24445: 0.0024126640991990727
Position 11200: 0.001384537969591624
Position 13257: 0.0008005707400152609
Position 13698: 0.00022508636942442887
Position 13286: 0.00013080691179703858
Position 13826: 7.49251158306739e-05
Position 11679: 2.870949990012389e-05
Position 20806: 2.766667100987913e-05
Position 11734: 1.1484422963102179e-05
Position 11664: 1.0857784155777496e-05
Position 11280: 6.331707543160864e-06
