Gene = Eif3k
index = 370
Annotated 5SS: [ 141 1371 3945 4614 7212 7666 9283]
Annotated 3SS: [ 1271  3823  4538  7144  7587  9156 10375]
SMsplice 5SS: [ 141 1371 6726 7212 7666 9283]
SMsplice 3SS: [ 1271  6635  7144  7587  9156 10375]
top_k =  100
Partition function (log Z): -0.21753354068148822

Sorted 5' Splice Sites (High to Low Probability):
Position 7666: 0.9524499755939636
Position 1371: 0.9394554368599961
Position 7212: 0.9287544170756242
Position 9283: 0.9284042432543821
Position 141: 0.5525943690211143
Position 6726: 0.5500747304557442
Position 3945: 0.3094774091267165
Position 131: 0.3012459221357669
Position 3925: 0.1928057904170319
Position 4614: 0.1524530559425184
Position 8438: 0.11329818502342867
Position 3983: 0.06724822259974507
Position 1496: 0.06054456314000743
Position 112: 0.05285015068014887
Position 601: 0.05166888145278452
Position 7706: 0.02031964156632802
Position 3919: 0.016694920333482965
Position 635: 0.01636499743410373
Position 120: 0.012219104305160941
Position 7687: 0.006919173802147209
Position 9785: 0.006596215633771454
Position 9637: 0.005893494584659285
Position 385: 0.005497767840281301
Position 562: 0.004822356421563397
Position 858: 0.004699157799804121
Position 492: 0.0042018651892963286
Position 497: 0.004163968807406158
Position 2875: 0.003910581046004796
Position 250: 0.0019020338917963915
Position 1142: 0.001339700147248295
Position 299: 0.0013360454687931895
Position 240: 0.001266587926110526
Position 180: 0.0008494170502980424
Position 802: 0.0007085707882772774
Position 2871: 0.000533239250812139
Position 3620: 0.00021594562956515093
Position 2076: 0.00020200333175671476
Position 2245: 0.00017307726849088658
Position 3553: 0.000170780767713519
Position 2133: 0.00011328938847814456
Position 309: 1.9224415848602226e-06
Position 207: 1.6651943270117338e-06
Position 76: 1.2792319278484808e-06
Position 260: 9.515417191179941e-07
Position 90: 2.275823263710812e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1271: 0.9833552312106034
Position 7587: 0.9787620482777161
Position 9156: 0.946503273880248
Position 7144: 0.9128943252158808
Position 3823: 0.5860289899710005
Position 10375: 0.556986734861396
Position 6635: 0.5263053562898566
Position 9892: 0.08093921546929414
Position 9528: 0.07585174142892863
Position 8274: 0.0734678978436235
Position 4538: 0.07260361841494377
Position 10222: 0.06806932635326275
Position 10053: 0.06410883965054161
Position 4562: 0.04501493450581103
Position 9700: 0.042067896417875866
Position 8353: 0.03606862128882966
Position 6488: 0.023769374165887473
Position 4466: 0.021842691858165737
Position 9398: 0.017066895467611518
Position 7065: 0.01586009185974331
Position 9405: 0.014710632143029957
Position 4330: 0.01299181116359789
Position 9809: 0.01267234050794791
Position 9636: 0.011854735905722308
Position 9104: 0.010997541512407682
Position 1242: 0.008935630037645411
Position 10260: 0.008588121472988864
Position 424: 0.007688737392709244
Position 9111: 0.0074908597885014845
Position 372: 0.006432834247669187
Position 10080: 0.004876123154349359
Position 8183: 0.004787440593650175
Position 9939: 0.004733032961690566
Position 8567: 0.0045994256426603475
Position 8329: 0.003804776870914384
Position 2808: 0.0035174004950690374
Position 7528: 0.0033513116887947123
Position 1141: 0.002979571167891028
Position 1199: 0.002422862772073206
Position 991: 0.0016308787180847962
Position 7912: 0.0013822325230767494
Position 1161: 0.0011477948011244241
Position 746: 0.0009556353311863128
Position 1995: 0.0004883699887257459
Position 1402: 0.00047809787919632574
Position 1207: 0.00038959077686432123
Position 309: 0.0003833179038008659
Position 2656: 0.00038111755310628526
Position 2778: 0.0003626714545805603
Position 291: 0.0003300969642383231
Position 347: 0.00023169206341162638
Position 3527: 0.0002159456295651509
Position 776: 0.00020191776155309264
Position 2676: 0.00018263079406105015
Position 461: 0.00017280571592489087
Position 3472: 0.000170780767713519
Position 3851: 0.00015133730726173434
Position 7442: 0.00013944293848302665
Position 3757: 4.601519871469435e-05
Position 7312: 4.2081513510714e-07
Position 1035: 4.278376901288642e-08
