Gene = AB124611
index = 82
Annotated 5SS: [  107  2883 12914 13685 14423]
Annotated 3SS: [ 2561 12885 13640 14384 18475]
SMsplice 5SS: [  107  2883  9797 12914 13728 14423]
SMsplice 3SS: [ 2561  9706 12885 13640 14384 17279]
top_k =  100
Partition function (log Z): -5.691405139083576

Sorted 5' Splice Sites (High to Low Probability):
Position 107: 0.9934530002397967
Position 9797: 0.9887513282312445
Position 14423: 0.8814904291617438
Position 2883: 0.6326664393441531
Position 12914: 0.6299861152639374
Position 13728: 0.5252823272682003
Position 2778: 0.3701848137225381
Position 15969: 0.3112172794221545
Position 2356: 0.15418612186382719
Position 13685: 0.1289772917278871
Position 13723: 0.1270383724838834
Position 7549: 0.11517979467059847
Position 409: 0.09425227962130057
Position 14465: 0.04397546689128392
Position 2335: 0.0428003306470542
Position 1457: 0.028855618370708002
Position 14936: 0.012613258069415803
Position 9787: 0.011139213379389515
Position 2472: 0.009330459990411372
Position 663: 0.008134780829367671
Position 444: 0.005342309161227183
Position 478: 0.0021131260701148825
Position 14584: 0.0006268574419953061
Position 2086: 0.00048825327148048665
Position 296: 0.0003704744568952784
Position 1823: 0.0002848399850699214
Position 184: 3.200091607149523e-05
Position 150: 2.0346639571510473e-05
Position 167: 6.289363272724675e-06
Position 111: 3.881389671246096e-06
Position 96: 5.880841537516401e-07
Position 223: 1.1752081872783405e-07
Position 273: 1.0395354712805084e-07
Position 4: 6.544377579583258e-10
Position 35: 4.713076453671952e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 9706: 0.999890541610634
Position 14384: 0.995361054657622
Position 2561: 0.9931341705489245
Position 13640: 0.7812979914799707
Position 12885: 0.6299861152639374
Position 17279: 0.6104489291499539
Position 15832: 0.17568830051318168
Position 2195: 0.11532542914659012
Position 7393: 0.11517979467059847
Position 14911: 0.0923500865046703
Position 15598: 0.0913746028149236
Position 15646: 0.08320531745599823
Position 271: 0.07174815349162943
Position 2228: 0.06741424004624001
Position 15861: 0.06613841533009673
Position 16706: 0.03660211125480628
Position 16281: 0.029729818723466226
Position 15930: 0.028457400009069038
Position 1358: 0.023660334193847728
Position 17071: 0.020683093665511798
Position 17649: 0.015245215564915355
Position 191: 0.014194110315903175
Position 2231: 0.010555421582377674
Position 358: 0.009331886643374086
Position 2648: 0.006834629734993523
Position 2353: 0.005543541261059528
Position 2171: 0.004762353611684496
Position 1396: 0.0032712615231105255
Position 331: 0.003008282118005581
Position 2856: 0.0028761289244680225
Position 13845: 0.0026970365699832805
Position 257: 0.0023429875504577826
Position 13918: 0.0016316132115044742
Position 334: 0.0014670373776748229
Position 2083: 0.0014538944079916778
Position 443: 0.0013360266231076548
Position 2050: 0.0012620324453493687
Position 1371: 0.0008029466436562495
Position 1761: 0.0007730932565504081
Position 1209: 0.0006421643632384861
Position 1326: 0.0004789116468550088
Position 234: 0.00030239493686653584
Position 14095: 0.0002008371715240689
Position 3755: 4.687207721581709e-05
Position 4112: 3.1194830721781904e-05
Position 2613: 1.5025798287819157e-05
Position 2616: 1.4594232327929906e-05
Position 3833: 6.51562365197633e-06
