Gene = Hyls1
index = 552
Annotated 5SS: [ 522 1944 6336]
Annotated 3SS: [1892 6220 8293]
SMsplice 5SS: [ 522 5798 6118 6336]
SMsplice 3SS: [5577 5996 6220 8293]
top_k =  100
Partition function (log Z): -7.961240947128644

Sorted 5' Splice Sites (High to Low Probability):
Position 6336: 0.9300785934150304
Position 5798: 0.7197695255803509
Position 522: 0.5137033677668444
Position 6118: 0.4274208341684619
Position 353: 0.3863727595502698
Position 397: 0.26890348811965753
Position 95: 0.198330664668033
Position 731: 0.1847079943740085
Position 636: 0.17227746423794413
Position 5645: 0.13117154829486555
Position 6616: 0.06286839827775284
Position 594: 0.05698110326273117
Position 150: 0.05004970058175123
Position 8613: 0.034526901882622224
Position 8425: 0.02050805773238501
Position 233: 0.017232615950271594
Position 9152: 0.011954859922780421
Position 314: 0.006614020887512671
Position 8749: 0.004695375016192866
Position 441: 0.0008924164027239222
Position 289: 0.0008395112117423205
Position 319: 0.0007251946253233248
Position 420: 0.0006808043680983932
Position 308: 0.00047171106469947883
Position 104: 0.0003399369026255789
Position 333: 0.0003198514119006581
Position 251: 9.84073730291364e-05
Position 173: 9.831605309464927e-05
Position 316: 4.219122747972192e-05
Position 184: 3.673134324375141e-05
Position 195: 3.6956787335110026e-06
Position 189: 1.5044117188104446e-06
Position 204: 4.639635323488995e-07
Position 39: 1.7816550821450458e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 6220: 0.9735751301184677
Position 506: 0.8045721011603704
Position 5577: 0.7001601870199383
Position 8293: 0.49226274742272985
Position 5996: 0.4274208341684619
Position 9542: 0.31773444088833486
Position 5524: 0.14387750385388673
Position 6445: 0.11802724679110604
Position 9072: 0.05688564498423664
Position 8541: 0.04190564309439487
Position 439: 0.034552362507610866
Position 8920: 0.026634216679015485
Position 6674: 0.020906240567898846
Position 282: 0.01624426704794043
Position 5542: 0.008523777847016295
Position 6670: 0.006366562454748571
Position 192: 0.004138094207330136
Position 7523: 0.003540251356085185
Position 6419: 0.002402481646103514
Position 248: 0.0009746738751486229
Position 1642: 0.0009283266813796416
Position 1892: 0.00025640411424472355
Position 343: 0.00023663312226783402
Position 229: 0.0002364307889466725
Position 225: 0.00019150260939627414
Position 313: 9.939947654984661e-05
Position 227: 1.9765236641192327e-05
Position 357: 1.785907598007467e-05
Position 333: 6.646224630707538e-06
Position 381: 4.866350689485229e-06
Position 370: 3.3046284320257522e-06
Position 165: 3.27494631935053e-06
Position 670: 3.2719613476324387e-06
Position 200: 2.8569601531114866e-06
Position 593: 1.78278870582667e-06
Position 446: 1.278852558172615e-06
