Gene = Leng1
index = 631
Annotated 5SS: [ 525 2159 3070]
Annotated 3SS: [1978 2815 4479]
SMsplice 5SS: [ 525 2159]
SMsplice 3SS: [1978 4479]
top_k =  100
Partition function (log Z): -2.5878725312928754

Sorted 5' Splice Sites (High to Low Probability):
Position 2159: 0.9929089641638285
Position 525: 0.9717187985870532
Position 3070: 0.541402268003455
Position 4577: 0.25658702784197657
Position 2667: 0.039323469176080594
Position 2838: 0.038153555647647164
Position 3083: 0.03333208018986658
Position 1887: 0.03134850334540527
Position 201: 0.021081845132059386
Position 3235: 0.020336201853913785
Position 2723: 0.008575462189067937
Position 1339: 0.007688308083066598
Position 586: 0.006839311772415436
Position 2681: 0.004979169650742034
Position 3204: 0.004298103832010972
Position 107: 0.0042642650612604045
Position 378: 0.003951640895726928
Position 3126: 0.003784854904982913
Position 1259: 0.0034403024717967867
Position 1730: 0.003396259677801202
Position 823: 0.0024747278388892323
Position 2272: 0.001573611607015006
Position 131: 0.0015275845902680521
Position 423: 0.0013963295813763598
Position 450: 0.0013683137620227118
Position 504: 0.0009060508636809492
Position 2698: 0.0004962143022214802
Position 90: 0.0004715531547348542
Position 2893: 0.000455540304231998
Position 2717: 0.0003794920761942021
Position 2709: 0.00033338323809361186
Position 3538: 0.00032949546015449785
Position 25: 0.00022488286915806085
Position 187: 0.00021216638234502802
Position 2746: 0.00019975836009622285
Position 2525: 0.00019758937313232823
Position 179: 0.00012157771899594348
Position 309: 8.145665389649853e-05
Position 349: 7.174393157224356e-05
Position 70: 4.084059096629934e-05
Position 2061: 2.982321840724475e-05
Position 2573: 1.7863619981126992e-05
Position 2194: 8.83251473216106e-06
Position 573: 1.794806048511418e-06
Position 590: 4.5109932028537184e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 4479: 0.9534750721175446
Position 1978: 0.8834823692700026
Position 2933: 0.32246711084703683
Position 2815: 0.24578338039576866
Position 2572: 0.0814136895874978
Position 1937: 0.08082928383607746
Position 4851: 0.06868560528924486
Position 5037: 0.060730960691894084
Position 2655: 0.04035724938984474
Position 4843: 0.026551657824192873
Position 2909: 0.020281095563427196
Position 4946: 0.01818569338596402
Position 1878: 0.017309995657705347
Position 5320: 0.017077668489673205
Position 5092: 0.01687401365310135
Position 2899: 0.01635979889996447
Position 4785: 0.012195426659615444
Position 4977: 0.011562621075786195
Position 1781: 0.010236694185016397
Position 1785: 0.008845995141131739
Position 1648: 0.008721629494846676
Position 4938: 0.008195884466381845
Position 2085: 0.008137856655446649
Position 413: 0.008024588509371013
Position 2002: 0.007871588157792434
Position 410: 0.006227408201467868
Position 2767: 0.005027158545118983
Position 5407: 0.0046428193654826115
Position 5041: 0.0045123365119495535
Position 1207: 0.004366589568785911
Position 4654: 0.004132225820726874
Position 1171: 0.003948900039473949
Position 5572: 0.003240114607963539
Position 2945: 0.00289394623633674
Position 2940: 0.0025795482932364703
Position 722: 0.00247472783888923
Position 2917: 0.002097749748770539
Position 1680: 0.0016425611362854528
Position 2981: 0.0015562430204541097
Position 2248: 0.001191380791615276
Position 415: 0.001069978450393671
Position 1824: 0.000994080810113868
Position 4493: 0.0006158403696081836
Position 2524: 0.000581575267037281
Position 2597: 0.0005779590669391341
Position 289: 0.00039021672037934724
Position 371: 0.0003431479380458363
Position 3476: 0.0003294954601544985
Position 349: 0.0003202946237334934
Position 434: 0.0002670903166635183
Position 1221: 0.00022990131566063093
Position 307: 0.0002085282698302514
Position 1846: 7.126711386142018e-05
Position 2358: 6.396982967135187e-05
Position 2363: 5.8983113315267814e-05
Position 260: 1.2191237897446098e-05
Position 2445: 3.7550436810299375e-06
Position 2378: 1.9490639520557434e-06
Position 470: 5.037212994076916e-07
Position 1800: 8.426739740967959e-08
Position 1720: 1.9427171852352745e-08
