Gene = Fam133b
index = 393
Annotated 5SS: [  110 10899 13985 14710 14856 15322 15861 17252 20490 21913]
Annotated 3SS: [10800 13905 14634 14822 15258 15767 17200 20402 21864 25148]
SMsplice 5SS: [  310 10899 13985 14710 15861 20490]
SMsplice 3SS: [10800 13905 14634 15767 20402 25148]
top_k =  100
Partition function (log Z): -20.133409407880702

Sorted 5' Splice Sites (High to Low Probability):
Position 310: 0.8848491974350294
Position 10899: 0.15874219200131434
Position 110: 0.13293344808116134
Position 1420: 0.1247927208568895
Position 2250: 0.043925049820036456
Position 2355: 0.03454734135535556
Position 4792: 0.016526165865299695
Position 1208: 0.010556423848996167
Position 1162: 0.00357126789613002
Position 319: 0.002393234750923707
Position 4: 0.00023147426812011808
Position 1806: 0.0002085892587081839
Position 138: 0.0001299277688045322
Position 114: 4.143558246894353e-05
Position 237: 1.6037695590503768e-05
Position 207: 9.846026895230404e-06
Position 184: 9.684162921756195e-06
Position 177: 7.522393208876356e-06
Position 107: 2.7645837205151375e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 10800: 0.3692035104011518
Position 5415: 0.3509611916683725
Position 2028: 0.1838005058021195
Position 11054: 0.15874219200131434
Position 1331: 0.09756687667218772
Position 1288: 0.03224822640903251
Position 6925: 0.03074218211418734
Position 4715: 0.02374126604848649
Position 5093: 0.022761510839327773
Position 2304: 0.016498717253642978
Position 3501: 0.012093737645511606
Position 2435: 0.011942287052043091
Position 1347: 0.011434351720337948
Position 268: 0.010838519618330301
Position 1675: 0.009301458379323122
Position 307: 0.007853917898203925
Position 4906: 0.007445477392817709
Position 3229: 0.007084450633019642
Position 1012: 0.006035469157520906
Position 921: 0.005565969979328565
Position 3855: 0.0049047723402259455
Position 4158: 0.004282495434243335
Position 4089: 0.0037021627810268965
Position 226: 0.003565272487543921
Position 1260: 0.00296058870991443
Position 3039: 0.0027843004990241718
Position 1131: 0.0023740629538254055
Position 1107: 0.002304147201021547
Position 1594: 0.002042609769813787
Position 457: 0.0017249028999067415
Position 728: 0.001359521057572967
Position 508: 0.0009080226060560062
Position 703: 0.0007671651712221612
Position 1307: 0.0006700242565439328
Position 1110: 0.0005833521165447783
Position 669: 0.0005413215247440275
Position 1232: 0.0004964738119595659
Position 645: 0.0004663252761773899
Position 970: 0.0003255456931038329
Position 1063: 0.00028482040014496217
Position 1161: 0.0002096068681431768
Position 1037: 0.00019964637009329023
Position 928: 0.00013705926295685662
Position 76: 3.830547351022495e-05
