Gene = C530008M17Rik
index = 197
Annotated 5SS: [   76   325  8383 10806 14519 18547 25592 26736]
Annotated 3SS: [  189  8217 10736 14335 15731 25400 26572 29917]
SMsplice 5SS: [  325  2600  8383  9797 10806 14519 17890 25592 25896 26226 26736]
SMsplice 3SS: [ 2408  8217  9612 10736 14335 17784 25400 25775 26096 26572 29917]
top_k =  100
Partition function (log Z): -3.7887633963177914

Sorted 5' Splice Sites (High to Low Probability):
Position 10806: 0.9999999999999992
Position 325: 0.995852765769781
Position 8383: 0.753532631544194
Position 2600: 0.7227608067491299
Position 9797: 0.619367646331192
Position 9512: 0.5922464733616308
Position 14519: 0.4960687953806498
Position 14540: 0.41044948101679346
Position 5466: 0.3306949786172582
Position 9770: 0.29060077773660004
Position 7703: 0.28858149756376694
Position 8432: 0.2464673684558065
Position 5640: 0.22712613590269984
Position 2476: 0.15044501314925215
Position 12484: 0.10456746255106782
Position 14506: 0.05846026533452827
Position 1901: 0.05625037100146888
Position 10346: 0.04730476601159124
Position 85: 0.04425982255044045
Position 10339: 0.03360639946797788
Position 7631: 0.030559326007436945
Position 9565: 0.030119234532383958
Position 5134: 0.009040276866888618
Position 2496: 0.008952682215256368
Position 13468: 0.006558782017265287
Position 4218: 0.0053709848339478184
Position 10171: 0.00495938925096359
Position 2745: 0.004401662482957751
Position 104: 0.004205809728292882
Position 947: 0.0029321763337760856
Position 694: 0.0021961394279763602
Position 263: 0.0020769612261663083
Position 1793: 0.0011028017721695848
Position 189: 0.0008627346126817832
Position 54: 0.000630059483772207
Position 865: 0.0005116686751256274
Position 173: 0.00032655308181299734
Position 49: 0.00032489304228328986
Position 143: 0.0002499860835155312
Position 11: 0.00012260779429482913
Position 712: 8.759846258606383e-05
Position 733: 3.5303156827268833e-05
Position 2589: 2.5111076452753962e-05
Position 1416: 8.063429008210203e-06
Position 840: 4.499735576480422e-06
Position 1512: 4.420667434909227e-06
Position 219: 3.9451105204643827e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 8217: 1.0000000000000002
Position 14335: 0.9976113905897794
Position 9612: 0.9099684240677924
Position 10736: 0.7513976178392375
Position 17784: 0.543579429972723
Position 2408: 0.5044587629211799
Position 9242: 0.33882026239910323
Position 2577: 0.3372653854004281
Position 5234: 0.33069497861725833
Position 7557: 0.280184303910495
Position 9263: 0.260212255697441
Position 10718: 0.2319394874768884
Position 5587: 0.22712613590269984
Position 14638: 0.2234972016713102
Position 17801: 0.12803530808066593
Position 10254: 0.08091120094688868
Position 12338: 0.08007639959630473
Position 1702: 0.05385458609426169
Position 15731: 0.051798830281974455
Position 188: 0.046974116933296464
Position 7597: 0.03895651966070889
Position 2524: 0.030315738311973272
Position 9269: 0.023333189797470722
Position 12312: 0.019489951834445764
Position 15042: 0.018067771725298342
Position 10591: 0.016662859216554308
Position 2475: 0.013033631411136502
Position 4999: 0.009040276866888618
Position 13258: 0.006558782017265287
Position 4080: 0.005370984833947822
Position 12143: 0.005001111120317303
Position 9996: 0.0034263699115139623
Position 1804: 0.0026925727809308116
Position 233: 0.0026452156061045093
Position 10082: 0.001533019339449628
Position 2662: 0.0015072311148538393
Position 854: 0.0014226547185070227
Position 14367: 0.0013277749966235956
Position 259: 0.001043618184779363
Position 750: 0.0009237585724979188
Position 914: 0.0005546928447409475
Position 11930: 0.0005358973224487442
Position 477: 0.0003719639992824161
Position 772: 0.00032075291060926306
Position 1645: 0.00031131714739678
Position 10888: 0.00026405513539820753
Position 11029: 0.0002608819557491002
Position 1720: 0.0002474070134258832
Position 1758: 0.00024728973762324356
Position 836: 0.00019496705861840247
Position 291: 0.00011462670203527697
Position 501: 0.00010384291973093505
Position 1375: 6.653386284361045e-06
Position 1246: 5.830710158758376e-06
Position 2558: 4.5265134775092865e-06
Position 655: 2.9089184444448996e-06
Position 594: 2.203921135632488e-06
Position 513: 2.171917722335219e-06
Position 600: 1.562243689297343e-06
Position 169: 9.162247682234258e-07
