Gene = Atp5j2
index = 150
Annotated 5SS: [ 560 4937 7531]
Annotated 3SS: [4828 7413 8194]
SMsplice 5SS: [ 560 4937 6360 7531]
SMsplice 3SS: [4828 6193 7413 8194]
top_k =  100
Partition function (log Z): -2.0294754669030883

Sorted 5' Splice Sites (High to Low Probability):
Position 560: 0.9946369940368883
Position 4937: 0.9748919368333634
Position 7531: 0.6455002147144778
Position 6360: 0.48722163957831616
Position 180: 0.3670374607054323
Position 4218: 0.2417852528049841
Position 375: 0.2140126855281535
Position 200: 0.2079686117568477
Position 5369: 0.14575368731244676
Position 2598: 0.03559777361560918
Position 6584: 0.027032457918258014
Position 189: 0.026927975957509828
Position 100: 0.025032113019048032
Position 3870: 0.0224883146391225
Position 5012: 0.019255947436411784
Position 7683: 0.014100409251196003
Position 151: 0.01204075522059013
Position 353: 0.00916644572369584
Position 6340: 0.008849625648019672
Position 3168: 0.008774984309387177
Position 3188: 0.006923207627856342
Position 6243: 0.006903983656606327
Position 7640: 0.005259385365753311
Position 1078: 0.0037697302812097276
Position 8075: 0.003304057523831804
Position 1119: 0.003283462651322403
Position 415: 0.0024948223464567524
Position 367: 0.0017292994344933615
Position 6696: 0.0016395470527356603
Position 1539: 0.0015745469489542583
Position 5033: 0.001222487198030912
Position 6194: 0.0011902071102627932
Position 119: 0.0010803772742840826
Position 219: 0.000689047951989082
Position 102: 8.62860012884121e-05
Position 391: 7.704895195674565e-05
Position 52: 7.247578297207292e-05
Position 156: 6.614290768918935e-05
Position 439: 4.595186488743028e-05
Position 633: 2.8726252477638903e-05
Position 109: 2.699184134605519e-05
Position 117: 1.748150720317251e-05
Position 482: 5.4958773341608045e-06
Position 3: 2.0301424363209904e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 4828: 0.9984707371437468
Position 7413: 0.9708557305128079
Position 6193: 0.509831266961794
Position 8194: 0.45350464616565095
Position 269: 0.41899260210246886
Position 479: 0.40463617013680714
Position 4126: 0.21460524057360397
Position 7898: 0.10366215126916911
Position 7975: 0.10164592046154533
Position 5307: 0.08209968162048206
Position 5133: 0.03176928242416155
Position 5164: 0.029814202116272587
Position 6107: 0.02797052447620321
Position 503: 0.027290363285113504
Position 3913: 0.027180012231380134
Position 2487: 0.01822703555589827
Position 2514: 0.017370738059710907
Position 3739: 0.01682718178359035
Position 7811: 0.015981091132443677
Position 3097: 0.015698191937243512
Position 500: 0.007572332847034302
Position 753: 0.0071027636751323725
Position 6570: 0.0070156591616623645
Position 3803: 0.005661132855532153
Position 414: 0.004369745787514489
Position 8284: 0.0038863773926429094
Position 6583: 0.001639547052735661
Position 1397: 0.0015745469489542583
Position 4756: 0.0012736889672409848
Position 5078: 0.0010353901046954443
Position 7614: 0.0010278101493742925
Position 7611: 0.00038630559807100817
Position 243: 0.0002491153409381006
Position 4714: 0.00020600314641012807
Position 436: 0.00011031938787352923
Position 287: 2.3366270407411573e-05
Position 537: 6.255404934564673e-07
Position 522: 5.79386329940557e-07
