Gene = Ndufc1
index = 739
Annotated 5SS: [ 125  844 1653]
Annotated 3SS: [ 739 1575 3368]
SMsplice 5SS: [ 125  844 1653]
SMsplice 3SS: [ 739 1575 3368]
top_k =  100
Partition function (log Z): -3.343995172256473

Sorted 5' Splice Sites (High to Low Probability):
Position 125: 0.9655204919174394
Position 844: 0.8846216428767695
Position 1653: 0.8411179005577089
Position 2401: 0.258540759859135
Position 3216: 0.027831450087226435
Position 66: 0.018296432012121683
Position 3530: 0.01739297101588615
Position 2134: 0.016524593086837045
Position 1177: 0.016430320674406307
Position 810: 0.014433639106336625
Position 2438: 0.013699106846222947
Position 2442: 0.006215793658239075
Position 499: 0.00616140503619341
Position 3453: 0.004985887200420254
Position 258: 0.004290185150978418
Position 279: 0.004140415246431645
Position 210: 0.004129451594795998
Position 848: 0.003243446022562431
Position 795: 0.002556783888146506
Position 70: 0.002445386130285673
Position 826: 0.0023922071169581627
Position 2098: 0.001889138431726694
Position 814: 0.001778376512983566
Position 853: 0.0015147650465861051
Position 834: 0.0013874147902320894
Position 447: 0.0013294406925019936
Position 880: 0.0011686453199329933
Position 476: 0.0011084454987548358
Position 478: 0.0010355268919849542
Position 864: 0.000953677981444763
Position 3475: 0.0008376492117742392
Position 233: 0.0006704120450005423
Position 466: 0.000445420439413012
Position 601: 0.00040525093908967344
Position 216: 0.0003636789620941058
Position 84: 0.00017411290015751618
Position 607: 0.0001451764241604798
Position 513: 0.00012163284784923334
Position 129: 0.00010886254839339931
Position 73: 1.0301318365793978e-06
Position 327: 1.6873772595795445e-07
Position 131: 5.413071843934281e-08
Position 4: 1.2832240657735492e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3368: 0.9760111032479092
Position 739: 0.9168253967021126
Position 1575: 0.6199845902291606
Position 2156: 0.14309963352837754
Position 1532: 0.14038910397029614
Position 2377: 0.10394790643380625
Position 1465: 0.07651744933539756
Position 3109: 0.030639339228114005
Position 2286: 0.018228552872971177
Position 1927: 0.017998567968940598
Position 2277: 0.010769539050690969
Position 3625: 0.00830791551323386
Position 396: 0.007960925482904425
Position 945: 0.006337404118873521
Position 2574: 0.006241719885446909
Position 3819: 0.005235052394584594
Position 2303: 0.00508848669054453
Position 1503: 0.004246890574957876
Position 3373: 0.003731997001134203
Position 4245: 0.0036798066617416093
Position 1005: 0.0032848077789472316
Position 1955: 0.002408655770107843
Position 3577: 0.002120884261022943
Position 966: 0.0019609225568666747
Position 2008: 0.0016096351129181892
Position 1405: 0.0015977031200541158
Position 3673: 0.001525564038762645
Position 206: 0.0013180743144188636
Position 209: 0.001257228549813633
Position 3991: 0.0011944659313838323
Position 985: 0.0010586526053207364
Position 942: 0.0009962402432190274
Position 341: 0.0009915223376661486
Position 3581: 0.0009607111080082651
Position 2981: 0.0007522843644903885
Position 4283: 0.0005624885404739577
Position 203: 0.00043616251580428413
Position 1094: 0.0003446766520715584
Position 1021: 0.00033567165002329735
Position 703: 0.00030022411690889514
Position 398: 7.20757061196398e-05
Position 1941: 3.441135511413396e-05
Position 233: 3.361630399810826e-05
Position 1341: 2.811357840381387e-06
Position 802: 2.294377029066089e-06
Position 775: 1.8582688215835468e-06
Position 545: 1.777914557437228e-06
Position 756: 1.570820591523006e-06
Position 680: 7.89838149189247e-07
