Gene = 4930519G04Rik
index = 51
Annotated 5SS: [  195  3709  7322  7981  9886 16602 17147 18889 20685 24355 25935]
Annotated 3SS: [ 3657  7141  7926  9800 16490 17054 18863 20615 24300 25844 29130]
SMsplice 5SS: [  195  3280  4455  6536  9886 11929 16602 17147 18889 20685]
SMsplice 3SS: [ 3128  4342  6434  9800 11827 16490 17054 18863 20615 29130]
top_k =  100
Partition function (log Z): -19.640662603698317

Sorted 5' Splice Sites (High to Low Probability):
Position 4455: 0.9867488294347445
Position 3280: 0.957968665375485
Position 9886: 0.7293934106656617
Position 6536: 0.5442867188896776
Position 3709: 0.5136598779374943
Position 195: 0.39911193662971606
Position 251: 0.3818064824296626
Position 211: 0.16239934537571982
Position 3226: 0.04203133462451698
Position 3064: 0.037707835154698756
Position 7981: 0.03707310421848328
Position 89: 0.02262729533345591
Position 17: 0.022402127289326997
Position 82: 0.013620226080263375
Position 146: 0.010679660741152074
Position 2962: 0.008571213216043313
Position 1896: 0.006428557787806034
Position 1876: 0.0055808081138726436
Position 1442: 0.0029683452216219567
Position 4409: 0.0008134254684846148
Position 32: 0.00018340906705015326
Position 20: 0.00011020324969881614
Position 360: 9.475113608994753e-06
Position 225: 8.520467580705887e-06
Position 73: 8.194155038786532e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 3128: 0.9358227705910763
Position 4342: 0.8680410432011946
Position 9800: 0.825880497176403
Position 16490: 0.6861166579803756
Position 6434: 0.5470228169024955
Position 3572: 0.2603796671126703
Position 3657: 0.18410610328603014
Position 4360: 0.08419252848667061
Position 9108: 0.06633798075362946
Position 2923: 0.04961157400508565
Position 3102: 0.04584529537063679
Position 10210: 0.043276752685285864
Position 7926: 0.03707310421848328
Position 8238: 0.031017986237476296
Position 4247: 0.01739570092774167
Position 7253: 0.01731143785530141
Position 3604: 0.016178606876596155
Position 3185: 0.014999408403943293
Position 3537: 0.01441964736136375
Position 4357: 0.013026900566360656
Position 123: 0.01296687593227745
Position 3597: 0.012802766420208613
Position 9009: 0.01159915271024457
Position 4299: 0.008490623812960596
Position 3516: 0.008381648564806138
Position 4562: 0.007981983753550182
Position 3391: 0.007743399747754833
Position 5313: 0.007673238341785137
Position 1780: 0.007608100857048574
Position 3663: 0.007002843508117949
Position 4679: 0.005114070761511398
Position 4910: 0.004569136701345595
Position 7141: 0.0037307723319857937
Position 3690: 0.0032431297677961058
Position 1783: 0.0031934332691320217
Position 4968: 0.002666782974685313
Position 4813: 0.0023041318928141248
Position 1162: 0.0022090599723655086
Position 4220: 0.0020315447432099273
Position 5590: 0.001799078718685832
Position 3770: 0.0013319725723089757
Position 1707: 0.001207831775498078
Position 4641: 0.0011600566717451008
Position 1279: 0.0007592852492564503
Position 3942: 0.0005716009909533515
