Gene = Amtn
index = 114
Annotated 5SS: [  76  250 2012 2813 4256 5529 6919 9051]
Annotated 3SS: [ 180 1924 2746 4168 5492 6891 8776 9508]
SMsplice 5SS: [  76  250 2012 4256]
SMsplice 3SS: [ 180 1924 4168 5976]
top_k =  100
Partition function (log Z): 1.0568820917174846

Sorted 5' Splice Sites (High to Low Probability):
Position 4256: 0.9895269996462144
Position 76: 0.9894306932058472
Position 2012: 0.9584688535407389
Position 250: 0.9279757916092684
Position 5529: 0.2641856078933615
Position 2944: 0.13899266188326334
Position 2813: 0.1112716629189307
Position 5696: 0.0726008695007952
Position 3970: 0.07186549949671292
Position 393: 0.05001681167604885
Position 1421: 0.02788564003440917
Position 3482: 0.019745673037846634
Position 3428: 0.01923089891577838
Position 919: 0.019168799992724035
Position 548: 0.017419914389454585
Position 6085: 0.016629711957832253
Position 9051: 0.013581945585510064
Position 3789: 0.01147134879691359
Position 5710: 0.010650194801362561
Position 1979: 0.008197195765197072
Position 65: 0.005620042904430618
Position 1974: 0.003461455439015208
Position 101: 0.002493226866904212
Position 92: 0.0019879352402607103
Position 21: 0.0003395544790877013
Position 274: 5.044750899390404e-05
Position 34: 3.846748766439302e-05
Position 139: 3.5345805122732015e-05
Position 26: 3.473184390115429e-05
Position 5636: 3.4129986057489985e-05
Position 4839: 2.0686863928742914e-05
Position 254: 8.37413594450019e-06
Position 362: 7.3832469981146115e-06
Position 150: 6.09388404110474e-06
Position 295: 4.655791489808424e-06
Position 158: 3.769340280500924e-06
Position 122: 3.5036329282056954e-06
Position 256: 3.3062564650996813e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 4168: 0.9788094104244695
Position 180: 0.7291319365776081
Position 1924: 0.6097411507972754
Position 5976: 0.4218966810520483
Position 6891: 0.3289163334000702
Position 1862: 0.310473630411988
Position 5492: 0.29098279448034586
Position 138: 0.19538614630331852
Position 2746: 0.14292572186929486
Position 6967: 0.13595279328072163
Position 2860: 0.09703995106646124
Position 3717: 0.0838703116130688
Position 9508: 0.05804144925243824
Position 229: 0.04971391957419616
Position 3379: 0.03384625666074179
Position 8776: 0.026701253407049094
Position 5568: 0.02433724279209911
Position 838: 0.019042916279848072
Position 1927: 0.017828235007838845
Position 1973: 0.017559263366987456
Position 6985: 0.014916878604979282
Position 1334: 0.01467134487260156
Position 5280: 0.014348773097115953
Position 5466: 0.013357261389820536
Position 4110: 0.012686577722851611
Position 5364: 0.011658199145355833
Position 362: 0.011360039211213285
Position 8851: 0.011102323994067641
Position 2730: 0.009869678457846249
Position 1348: 0.009153602014456181
Position 8801: 0.009057107571216319
Position 1774: 0.007865202403766937
Position 1999: 0.006143363821076097
Position 3169: 0.005130315292883225
Position 5605: 0.003903672054146264
Position 490: 0.0034819990534094244
Position 184: 0.0031076905332745215
Position 5149: 0.0026767540668112435
Position 392: 0.0024798045183052598
Position 7423: 0.0023667246960429543
Position 1285: 0.0020584336532432
Position 5746: 0.001979926026976746
Position 4861: 0.0017834543979211213
Position 306: 0.0008166938936900374
Position 1312: 0.000763274279014091
Position 4745: 0.0006999471179257407
Position 854: 0.0006551012135791843
Position 1379: 0.0006037193573861537
Position 4944: 0.0005211249411468215
Position 1750: 0.0003826351888921098
Position 2801: 0.00028177506103440226
Position 1629: 0.00013402374712622784
Position 768: 0.00010604835700475208
Position 2763: 9.565940393155815e-05
Position 2782: 5.153894362555088e-05
Position 201: 5.943851951079195e-07
Position 156: 4.983084494544482e-07
Position 150: 2.976857398306776e-07
Position 284: 1.9262442195982686e-07
Position 235: 1.1008658545232176e-07
Position 158: 6.349625601684598e-08
Position 332: 6.305346852217872e-08
