Gene = Bard1
index = 168
Annotated 5SS: [  479 13676 15038 28604 36039 37668 49534 55507 56469 71788]
Annotated 3SS: [13618 14894 27665 35957 37494 49424 55373 56375 71689 72293]
SMsplice 5SS: [  479 15038 32367 37668 49534 55507 56469 70300]
SMsplice 3SS: [14923 32267 37494 49424 55373 56375 70073 72293]
top_k =  100
Partition function (log Z): -48.62783827344355

Sorted 5' Splice Sites (High to Low Probability):
Position 479: 0.9521961736026916
Position 4503: 0.32347339303096234
Position 658: 0.19970339076270724
Position 297: 0.11643109852387797
Position 5989: 0.07557114310331575
Position 4452: 0.04282952660215324
Position 3175: 0.02022959474583247
Position 285: 0.019413306145066807
Position 23: 0.0033075004138688364
Position 77: 0.0023747343797777265
Position 360: 0.0003834955449310184
Position 194: 0.00030006822820742975
Position 243: 0.0001727920529326232
Position 101: 9.906437362141136e-05
Position 179: 5.006300069352708e-05
Position 333: 4.821340740635778e-05
Position 68: 1.1242020563994995e-05
Position 210: 1.0067795320187092e-05
Position 220: 4.311182578100764e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 4314: 0.5497700788335937
Position 4872: 0.39461954810315714
Position 6081: 0.18898445672135175
Position 554: 0.10726067899575584
Position 5872: 0.09793559851984777
Position 430: 0.09048999701044302
Position 569: 0.046444935073821615
Position 6590: 0.046421366190380536
Position 3133: 0.040199772013160606
Position 377: 0.032735681731675334
Position 1215: 0.026137141234127526
Position 1274: 0.018422306911467165
Position 605: 0.012194813508643154
Position 3051: 0.012085129970031031
Position 5906: 0.009224773150082775
Position 787: 0.008546045484540035
Position 2846: 0.008318363860832354
Position 401: 0.00705889181299358
Position 3092: 0.006758560313534868
Position 657: 0.006586172319728437
Position 3071: 0.0055563423254821834
Position 2297: 0.005457964975089626
Position 2877: 0.0047498301309453084
Position 2416: 0.004427364687932555
Position 3114: 0.004021915105625398
Position 226: 0.0031087694493075017
Position 3174: 0.0030402056452030458
Position 1034: 0.003011998830379752
Position 1813: 0.002956091992111129
Position 2152: 0.0026981610831837925
Position 3095: 0.001962996292046751
Position 790: 0.0018519822232311014
Position 2340: 0.0016076807456270065
Position 2259: 0.0011900325756530146
Position 938: 0.0005867350492968512
Position 358: 0.00010144666659963379
Position 631: 2.0704562009922372e-05
Position 455: 1.9697044938434702e-05
Position 458: 1.8869727246708534e-05
Position 240: 5.024194682189606e-06
Position 210: 4.879972370705946e-06
Position 167: 4.723428375879993e-06
Position 257: 3.276504455342146e-06
Position 543: 2.7057922290004643e-06
Position 534: 1.346361051334009e-06
Position 272: 1.287949494216485e-06
Position 275: 1.0835104216319631e-06
Position 234: 7.939711580334368e-07
Position 189: 6.655786658427256e-07
Position 155: 2.907825236981925e-07
