Gene = Ccer2
index = 227
Annotated 5SS: [  84  331  569 1394]
Annotated 3SS: [ 289  480  866 2480]
SMsplice 5SS: [ 84 331 569]
SMsplice 3SS: [ 289  480 2480]
top_k =  100
Partition function (log Z): -6.24222582644503

Sorted 5' Splice Sites (High to Low Probability):
Position 84: 0.8821154495422366
Position 331: 0.739347186764202
Position 569: 0.6791921081788818
Position 2321: 0.05258503235633582
Position 1394: 0.036286332863608425
Position 187: 0.022792968413698225
Position 218: 0.008109254671695255
Position 134: 0.002142350982367987
Position 161: 0.000656799455851826
Position 227: 0.00036616083688522174
Position 416: 0.0003169042965955857
Position 224: 0.00019491341177584786
Position 193: 0.00015589039299808045
Position 123: 0.00014942224960302403
Position 369: 0.00014089321338576957
Position 88: 0.00014021694604927654
Position 146: 0.00011952536782726373
Position 112: 2.9191491532680696e-05
Position 17: 2.3599759518913226e-05
Position 237: 3.0509713717773375e-06
Position 208: 2.0266603674174745e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 289: 0.6962748752790784
Position 480: 0.5063478671633731
Position 2480: 0.4360263145053331
Position 419: 0.24672543126463814
Position 866: 0.19295080357380828
Position 687: 0.05982699730246252
Position 2212: 0.047189074424070596
Position 2258: 0.04032816832923744
Position 1267: 0.03411302797415376
Position 1971: 0.030353331896725053
Position 2006: 0.02092324052771126
Position 186: 0.013017251267313502
Position 499: 0.011047411485544499
Position 1750: 0.01103179180156655
Position 780: 0.007331708357116324
Position 913: 0.0065251001992110685
Position 2320: 0.006417242017120326
Position 943: 0.005927250103353106
Position 832: 0.00563851260386006
Position 808: 0.005391165831284725
Position 705: 0.005386112221742345
Position 501: 0.0044569791447966545
Position 314: 0.003981990721407097
Position 2440: 0.0038521112118411337
Position 733: 0.003691148162727288
Position 723: 0.003479811623851925
Position 2623: 0.002547875793537866
Position 1642: 0.0024125465797073956
Position 496: 0.002289863680764504
Position 1030: 0.0021535869938273146
Position 868: 0.0016078580985446538
Position 666: 0.0015965707308423865
Position 298: 0.0014847091093124593
Position 568: 0.001115552023387257
Position 267: 0.000352047429035258
Position 217: 0.00030862228420019846
Position 324: 0.00018205806966081634
Position 174: 0.0001203908134943635
Position 255: 9.995956044037196e-05
Position 167: 9.198835014585362e-05
Position 553: 8.95515809610082e-05
Position 531: 7.050310766774916e-05
Position 235: 3.3298595653183074e-05
Position 327: 2.3876716080049203e-05
Position 153: 2.1969390574216198e-05
Position 243: 1.6382829319973368e-05
Position 245: 6.646917339276558e-06
Position 330: 5.782507991283499e-06
Position 158: 2.7613663767080094e-06
Position 537: 1.5730459848456665e-07
