Gene = Sdad1
index = 955
Annotated 5SS: [  233  4292  4821  5052  6141  6359  7386  8213  9963 11833 12905 14014
 16062 17372 18139 18318 19012 19767 20104 20285 21558]
Annotated 3SS: [ 4186  4721  4940  6068  6257  7327  8137  9860 11762 12800 13955 16002
 17294 18040 18240 18884 19671 19912 20199 21395 23153]
SMsplice 5SS: [  233  4292  4821  5052  6141  6359  7386  9963 11833 12905 14014 16062
 17372 18139 18318 18969 19767 20104 20285 21558]
SMsplice 3SS: [ 4186  4721  4940  6068  6257  7327  9860 11762 12800 13955 16002 17294
 18040 18240 18884 19671 19912 20199 21395 23153]
top_k =  100
Partition function (log Z): 49.55788327723244

Sorted 5' Splice Sites (High to Low Probability):
Position 9963: 1.0000000000000029
Position 20104: 0.9935602950343467
Position 20285: 0.9934797880640788
Position 6359: 0.9910661204754637
Position 6141: 0.9895795877298732
Position 4292: 0.9871063474998434
Position 7386: 0.9787293938652378
Position 14014: 0.9598983201145963
Position 12905: 0.9489067854928297
Position 5052: 0.9380029759476687
Position 21558: 0.928848967298492
Position 16062: 0.9141209016931869
Position 18318: 0.9129215409897348
Position 11833: 0.8809746585219903
Position 18139: 0.8713270395199464
Position 19767: 0.8413215990956191
Position 4821: 0.6080807723345512
Position 18969: 0.596938529540844
Position 233: 0.587949346834464
Position 17372: 0.548305722492806
Position 8213: 0.5291616732977191
Position 14971: 0.5068536967800971
Position 19012: 0.3755846020996019
Position 4853: 0.3705703394397814
Position 13266: 0.28293414691467034
Position 267: 0.23554528890665552
Position 13777: 0.1906167718129987
Position 408: 0.18124423999307188
Position 16297: 0.16742226951167227
Position 8060: 0.12972843401823744
Position 19717: 0.12750609635374596
Position 18160: 0.10259313544387538
Position 8273: 0.09814854970150945
Position 6735: 0.09156600063567094
Position 14734: 0.08450606887096446
Position 2114: 0.08150259369751811
Position 13863: 0.07274506950208012
Position 8310: 0.07021066193187804
Position 2469: 0.04392388156999631
Position 22966: 0.03802620862985981
Position 19459: 0.03743621086195851
Position 5211: 0.03545757391103558
Position 16087: 0.03421692101163206
