Gene = Bcas2
index = 172
Annotated 5SS: [ 211  386 1691 2847 4015 5765]
Annotated 3SS: [ 292 1619 2684 3963 5683 6699]
SMsplice 5SS: [ 211  386 1691 2847 5765]
SMsplice 3SS: [ 292 1619 2684 5683 6699]
top_k =  100
Partition function (log Z): 7.85076055728842

Sorted 5' Splice Sites (High to Low Probability):
Position 211: 0.9878299483091163
Position 5765: 0.9822749387475365
Position 1691: 0.9732456845831284
Position 386: 0.9283753095858698
Position 2847: 0.7860673642980004
Position 4015: 0.510708219251762
Position 6485: 0.1915541504161719
Position 5075: 0.1419625305172368
Position 2836: 0.0939237809895553
Position 6895: 0.0835323746215013
Position 403: 0.07121678468529331
Position 6937: 0.05305212072065915
Position 6510: 0.03364315650248659
Position 2916: 0.02573432259573335
Position 1712: 0.02208217430310068
Position 4886: 0.021864697063820153
Position 5179: 0.01794484083318785
Position 4995: 0.009251631141256735
Position 148: 0.005887667959318158
Position 2268: 0.004117477432619827
Position 4295: 0.002926034833085149
Position 6713: 0.002871931255861796
Position 6592: 0.0027606247812545755
Position 977: 0.0025286882424909226
Position 6840: 0.0023753920353877115
Position 136: 0.0020152478599220606
Position 710: 0.0016201841088089384
Position 154: 0.001576637308614788
Position 1701: 0.0009296937619618136
Position 1317: 0.0004775704854106277
Position 226: 0.0003969660177846528
Position 6358: 0.00039380209103646543
Position 1864: 0.0003554196139293064
Position 6352: 0.0003309551898355404
Position 1236: 0.00027791629847213586
Position 628: 0.00023732160690439466
Position 811: 0.0002190988330517814
Position 5769: 0.00021379482571413095
Position 1332: 0.00021136040699878153
Position 660: 0.00016104125695321191
Position 1241: 0.00015741573414937922
Position 626: 0.00013352368532664692
Position 215: 0.00013099847267892013
Position 199: 8.592704566189764e-05
Position 5790: 8.286805736893775e-05
Position 1764: 6.335897052507235e-05
Position 151: 6.130255701692738e-05
Position 221: 5.4533662038483463e-05
Position 235: 2.144853969785397e-05
Position 27: 1.605457933433133e-05
Position 108: 1.1347676147716194e-05
Position 29: 4.151063749328035e-06
Position 36: 2.9316709586686467e-06
Position 31: 2.1543748562243205e-06
Position 57: 2.4422213109253e-07
Position 437: 2.0249429040634183e-07
Position 390: 1.2381641877325154e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 292: 0.9949953658172213
Position 5683: 0.9832994549188943
Position 6699: 0.9615066056501246
Position 1619: 0.7982587909384046
Position 2684: 0.46590107971775285
Position 2710: 0.36124483394694656
Position 3847: 0.20092125929313495
Position 1578: 0.19006248883435492
Position 3963: 0.17783626048690038
Position 4851: 0.16723824051286593
Position 6380: 0.15255171377144708
Position 3920: 0.09797149052320694
Position 6217: 0.09069298459338677
Position 2766: 0.060419195084427786
Position 7301: 0.03451348277336321
Position 3929: 0.03126273955246782
Position 7371: 0.028004443265829917
Position 7045: 0.02645665497417231
Position 7048: 0.02192613024384841
Position 5112: 0.01794484083318784
Position 7100: 0.01666633124954736
Position 2600: 0.013247053060149288
Position 6484: 0.01185334091442137
Position 7005: 0.010889337019314807
Position 7063: 0.010542594942619493
Position 4880: 0.005840618209447891
Position 6270: 0.004155381745179331
Position 2191: 0.0036616238740866257
Position 2740: 0.0032192532143941097
Position 3631: 0.0028848565625420814
Position 4165: 0.0027576476665948386
Position 316: 0.002461385456845531
Position 1499: 0.0023198005466882206
Position 858: 0.002118950719545692
Position 1623: 0.0015383791863308738
Position 1648: 0.0014632446986818932
Position 1155: 0.0011863072105591237
Position 515: 0.0010555293450646274
Position 1681: 0.0009551805145232126
Position 1371: 0.0007702177976509661
Position 2772: 0.0007674146249433204
Position 1405: 0.0005642684179104822
Position 540: 0.0005402868108571077
Position 2632: 0.0004665774300721327
Position 2778: 0.0004600608046033361
Position 693: 0.00044469844375920504
Position 494: 0.0003705151873203716
Position 2144: 0.00033852837451484074
Position 1315: 0.00030212885624696524
Position 896: 0.0002992184851320206
Position 1767: 0.0002874316671641834
Position 313: 0.00023301751815617272
Position 1170: 9.234768116491392e-05
Position 2216: 8.118559994762056e-05
Position 477: 7.065874185687168e-05
Position 2193: 3.61395840707385e-05
Position 6751: 2.765318266604217e-05
Position 310: 1.8468049507570477e-07
Position 324: 1.4547339995766503e-08
Position 1292: 7.8079956281739e-09
Position 340: 7.631824521459519e-09
Position 245: 4.845241905210514e-09
Position 386: 1.3358033205587636e-09
Position 390: 3.760442576521892e-11
Position 351: 2.932366581887731e-11
Position 181: 1.0449752217652996e-12
