Gene = Gin1
index = 434
Annotated 5SS: [   84  5421  7348 13061 14773 15051 16087]
Annotated 3SS: [ 5274  7153 12754 14580 14882 15803 22124]
SMsplice 5SS: [   84  5421  7348 10215 13061 14773 15051]
SMsplice 3SS: [ 5323  7153 10076 12965 14580 14882 22124]
top_k =  100
Partition function (log Z): -3.453477322891526

Sorted 5' Splice Sites (High to Low Probability):
Position 84: 0.9999999999999996
Position 5421: 0.9881216934301661
Position 10215: 0.978605132508391
Position 15051: 0.965674596713214
Position 14773: 0.8295269122665667
Position 13061: 0.8255640949791851
Position 7348: 0.7110188769091734
Position 10586: 0.3218885866164293
Position 16087: 0.22514955325709138
Position 6246: 0.08492447009137485
Position 7496: 0.0709627350083067
Position 7446: 0.05923602331516373
Position 9312: 0.05344858095429461
Position 7344: 0.04635142153602
Position 1973: 0.045419421470406715
Position 21666: 0.04232961125808129
Position 9323: 0.03166347914970557
Position 7450: 0.02413407591373792
Position 7423: 0.023202680436123144
Position 14777: 0.01628080288727409
Position 14968: 0.01615150875442599
Position 7320: 0.013188992290794775
Position 9377: 0.005207404483701629
Position 6272: 0.001062663141414305
Position 2231: 0.0009582773254666205
Position 5275: 0.0001418497319676209
Position 2142: 3.364459981186387e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 14882: 0.9962877580691365
Position 10076: 0.9812430742192525
Position 7153: 0.8767802628276816
Position 14580: 0.845807715153841
Position 5323: 0.5360744838552013
Position 22124: 0.5327943593453709
Position 12965: 0.44346245794866634
Position 5274: 0.3873575459998264
Position 12754: 0.36476250245182545
Position 10443: 0.2307405103915018
Position 15803: 0.14064134077578966
Position 16437: 0.12839643147690633
Position 20665: 0.10498226559909218
Position 9089: 0.0903194645877018
Position 15984: 0.08886789803031146
Position 21576: 0.07726178076787238
Position 18008: 0.058853723494059304
Position 5140: 0.051313411023646886
Position 7283: 0.050080458625376925
Position 10407: 0.04611549513116611
Position 10448: 0.04125855568183531
Position 6201: 0.03572567844753727
Position 1823: 0.032500249653949285
Position 16830: 0.03211770726438514
Position 6099: 0.02434605356423609
Position 17511: 0.022324791491827378
Position 6154: 0.021138544214195126
Position 15888: 0.02017147277725639
Position 7204: 0.017992797191528638
Position 13021: 0.01754767194123837
Position 17187: 0.014402724344531421
Position 5155: 0.013518102283459184
Position 1779: 0.00912309139559363
Position 15911: 0.007646167373510322
Position 19660: 0.007388471093887533
Position 6135: 0.004776857006820653
Position 15260: 0.004776232911599941
Position 15361: 0.004325005798197006
Position 15656: 0.004128961513609312
Position 1858: 0.0037395555541946293
Position 7180: 0.0032491181820976903
Position 15255: 0.001757477478330448
Position 10327: 0.0012054985446187606
Position 16109: 0.0009681390011767417
Position 15367: 0.0009267777524977015
Position 2035: 0.00046607826183048045
Position 2068: 0.00044874208258881683
Position 2130: 7.710158085918744e-05
Position 1758: 5.652486666916931e-05
