Gene = Rec114
index = 892
Annotated 5SS: [  173 29544 75727 81386 83803]
Annotated 3SS: [29453 75642 81187 83715 88452]
SMsplice 5SS: [  173  3503 13813 29544 48257 55530 55739 72192 75805 81386 83803]
SMsplice 3SS: [ 3410 13726 29453 48102 55413 55616 72070 75642 81214 83715 88452]
top_k =  100
Partition function (log Z): -54.862495929873184

Sorted 5' Splice Sites (High to Low Probability):
Position 173: 0.9932284283415369
Position 3503: 0.48494371129482117
Position 1288: 0.10155836302856694
Position 1590: 0.042741252806179075
Position 1061: 0.020894673604797843
Position 2607: 0.019054201198667676
Position 2640: 0.010975283144335905
Position 1545: 0.009497252785461267
Position 321: 0.005644990659529281
Position 1361: 0.004951864089297016
Position 1240: 0.004820160690953863
Position 3055: 0.004805470630851562
Position 1574: 0.004051786544475311
Position 2591: 0.002928669148220784
Position 3558: 0.002758914531946937
Position 510: 0.0005255582848527678
Position 364: 0.00024587593368907706
Position 1091: 0.00017133187646429856
Position 1098: 0.00016401031445233922
Position 116: 9.614440429972496e-05
Position 93: 6.344916386608866e-05
Position 1036: 5.5492788250583095e-05
Position 969: 3.793365271627925e-05
Position 471: 1.695442583897051e-05
Position 308: 5.6269404131196386e-08
Position 121: 4.4287642506357544e-08
Position 314: 4.274983465160568e-08
Position 65: 1.79309635235531e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3410: 0.6173956279813804
Position 10323: 0.4578627485623363
Position 1217: 0.15506357294978174
Position 6263: 0.09779951263183485
Position 5032: 0.0705606535848294
Position 4168: 0.06883521681651693
Position 1397: 0.040661796845810706
Position 5745: 0.02146148070285433
Position 2483: 0.020727150659813794
Position 2423: 0.016253155489737586
Position 3445: 0.012862170872990604
Position 3902: 0.012091963334120909
Position 928: 0.01073156829927582
Position 962: 0.010655753880531246
Position 4846: 0.010279383320441246
Position 3848: 0.010121856022872987
Position 4741: 0.009660262935758106
Position 3681: 0.00953670254895654
Position 4874: 0.008352826598785987
Position 2918: 0.00657479407629745
Position 2527: 0.006496956494430662
Position 2876: 0.0053618577836965055
Position 2861: 0.004521876295432198
Position 3662: 0.0031712629730587636
Position 3645: 0.0027534794091317884
Position 3938: 0.002717167269388287
Position 2662: 0.0025067704080586296
Position 1503: 0.002111682495705476
Position 1438: 0.002041876386272808
Position 2497: 0.0020310985841327594
Position 1489: 0.0018824379526328906
Position 1400: 0.001711446904852594
Position 2197: 0.001383621699550261
Position 1146: 0.0013070614569335483
Position 1528: 0.0010888223267347655
Position 362: 0.0010201045310553485
Position 2121: 0.000983265934150331
Position 1468: 0.000976508549144527
Position 862: 0.0009078406462063614
Position 637: 0.0006776821107271781
Position 420: 0.0005754600531017797
Position 661: 0.00038140177877668134
Position 824: 4.194202440064249e-05
Position 890: 3.801448837774331e-05
Position 717: 1.4249997532702377e-05
Position 901: 1.1010302261526367e-05
Position 1149: 1.0505093829260856e-05
Position 747: 9.238624020901418e-06
Position 368: 5.497907850465691e-06
Position 311: 2.0344607212623218e-06
Position 426: 1.5453869586765896e-06
