Gene = Cops9
index = 288
Annotated 5SS: [ 106 2299]
Annotated 3SS: [2225 4581]
SMsplice 5SS: [ 379 2299]
SMsplice 3SS: [2225 4581]
top_k =  100
Partition function (log Z): -5.954850446452957

Sorted 5' Splice Sites (High to Low Probability):
Position 2299: 0.9864931311546132
Position 379: 0.5378710037208096
Position 106: 0.37844131641565143
Position 662: 0.31385054516222555
Position 672: 0.1008170345729574
Position 597: 0.044745821993369315
Position 3301: 0.026259960408221653
Position 389: 0.018108176916357493
Position 667: 0.01706488400028909
Position 2583: 0.016975726569242212
Position 264: 0.01674700678220933
Position 396: 0.016160578781290253
Position 269: 0.012998499570631528
Position 1364: 0.011554150016840568
Position 691: 0.010675219689474219
Position 2447: 0.00930942550724816
Position 246: 0.005839995312754118
Position 618: 0.004712455579198376
Position 3713: 0.004403866463488463
Position 3296: 0.003087688399425794
Position 140: 0.0022850432916746
Position 280: 0.0015910242156271447
Position 18: 0.0009864796230601761
Position 111: 0.0003101545410063244
Position 240: 0.0002570317881523189
Position 114: 2.1653029394370087e-05
Position 134: 1.2574022024790305e-05
Position 37: 7.157090726163993e-06
Position 66: 6.804919302839318e-06
Position 284: 6.3373567980041884e-06
Position 424: 4.650555546985e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 2225: 0.9235120698139155
Position 570: 0.42584434889447736
Position 4581: 0.3598228427229404
Position 2652: 0.17823329210651656
Position 4555: 0.13671488091257078
Position 4524: 0.07098112350376531
Position 3765: 0.055414476911005844
Position 2128: 0.05085773605682446
Position 3183: 0.04356007226490112
Position 4367: 0.03436740206191215
Position 2474: 0.03392398865240174
Position 4456: 0.030115661084376015
Position 2141: 0.02394226301185731
Position 492: 0.019665880260764143
Position 2405: 0.01819334567478209
Position 4294: 0.016429421326107786
Position 256: 0.014198167254155434
Position 4063: 0.013244760735559549
Position 4435: 0.012447308744822982
Position 3685: 0.010883053241382563
Position 284: 0.010821778798200647
Position 1203: 0.007985977612758972
Position 3879: 0.0063044674715639435
Position 3441: 0.006275342930496759
Position 313: 0.0059110042041810576
Position 4713: 0.0048924792366209415
Position 2927: 0.0038681488618594177
Position 1068: 0.0035681724040815916
Position 3667: 0.003484705076292435
Position 191: 0.003470991619846114
Position 437: 0.0026633757664299585
Position 3596: 0.00224189889631948
Position 3219: 0.0021603956161079536
Position 2991: 0.0014214877396436392
Position 2379: 0.0011099319412284552
Position 1959: 0.0006818293672354858
Position 947: 0.0004474676219499647
Position 228: 0.00042294773224697883
Position 175: 0.000326681150890553
Position 222: 0.0002996418919269486
Position 2490: 0.0002938866217403515
Position 2443: 0.00014542416732200018
Position 523: 0.00011211046951170047
Position 349: 9.928050704594443e-05
Position 170: 8.158306538893707e-05
Position 193: 3.799665590149962e-05
Position 209: 2.9388889276736373e-05
Position 267: 2.9203569666226478e-05
Position 315: 2.7790755986605724e-05
Position 260: 2.1634272865793172e-05
Position 322: 1.2115678447123568e-05
Position 575: 4.161621538392708e-06
