Gene = Dalrd3
index = 318
Annotated 5SS: [ 190  560  929 1086 1288 1634 1789 1979 2232 2412 2576]
Annotated 3SS: [ 263  677 1005 1158 1559 1726 1895 2054 2300 2506 2664]
SMsplice 5SS: [ 190  560 1086 1288 1634 1789 1979 2232 2412]
SMsplice 3SS: [ 302 1005 1158 1407 1726 1867 2071 2300 2664]
top_k =  100
Partition function (log Z): 12.54636125958209

Sorted 5' Splice Sites (High to Low Probability):
Position 1086: 0.9964143573416265
Position 1979: 0.9785172786360747
Position 190: 0.9388312108233899
Position 1288: 0.8919945316079447
Position 2412: 0.8773211413262647
Position 560: 0.8489231018067581
Position 1789: 0.7576439345600613
Position 2232: 0.6684049289136058
Position 1634: 0.6596587663410014
Position 929: 0.3227426324681849
Position 2576: 0.21524694607705322
Position 2173: 0.10325228258727781
Position 1441: 0.0846892511679181
Position 543: 0.06454820881868921
Position 679: 0.06234110282095136
Position 877: 0.05407212518510952
Position 194: 0.05095168443710617
Position 1679: 0.024236640149197138
Position 847: 0.019362984177449527
Position 2012: 0.018557223040916462
Position 2361: 0.018432946587927466
Position 1831: 0.01817910071015375
Position 1482: 0.016874364601590107
Position 2507: 0.01540081921923265
Position 703: 0.012495907590181527
Position 537: 0.012028809387169914
Position 617: 0.011023394803337229
Position 564: 0.010897309060036617
Position 1811: 0.007606585998305917
Position 2177: 0.006772285042537797
Position 2561: 0.006450223926633761
Position 2196: 0.005016401520941513
Position 1821: 0.004807811978934267
Position 397: 0.004494492423824774
Position 2302: 0.0037263078462780996
Position 390: 0.0028085845847995923
Position 818: 0.0025206949570812636
Position 1743: 0.0020882490865408404
Position 478: 0.0005343197499371757
Position 522: 0.0002616595510634031
Position 264: 0.00013250304102663612
Position 204: 0.00010947948874237823
Position 89: 0.00010717320879917746
Position 272: 8.682414727677107e-05
Position 349: 8.382928332097367e-05
Position 570: 6.346209694739743e-05
Position 46: 2.306853591762386e-05
Position 450: 1.0853424953407764e-05
Position 550: 5.509646304305882e-06
Position 378: 2.0225316603749592e-06
Position 79: 1.4570551690701238e-06
Position 133: 1.209018903095781e-06
Position 19: 1.3396475133051195e-08
Position 97: 1.024540448525306e-08
Position 102: 1.016171057840225e-08
Position 11: 3.763293951896475e-09
Position 131: 2.381547812228946e-09
Position 99: 5.432738322527735e-10
Position 283: 6.010569719233909e-12
Position 288: 7.215140572026232e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1158: 0.9554873805981815
Position 2300: 0.8788478980290325
Position 1005: 0.8687148576870266
Position 1726: 0.8384603348474251
Position 302: 0.8059163991652559
Position 1867: 0.7869909134050171
Position 2664: 0.657554899356875
Position 2071: 0.6123201625392646
Position 2506: 0.4760935133559688
Position 677: 0.430068480249811
Position 1407: 0.27139396593021164
Position 1559: 0.2152652134996538
Position 1895: 0.16200786750968443
Position 1549: 0.11195835782396651
Position 2326: 0.10887496828043301
Position 2054: 0.10113095201556158
Position 263: 0.08258253580233371
Position 735: 0.07401376915437262
Position 977: 0.06894439709741602
Position 2087: 0.05911538531720692
Position 1610: 0.0497621555680132
Position 1367: 0.0482260625762064
Position 441: 0.028689140890721544
Position 1043: 0.02165487075724062
Position 368: 0.018877150406098293
Position 1466: 0.009846429410239738
Position 2203: 0.008116826137681634
Position 1625: 0.007999795267917224
Position 2573: 0.006271819645308185
Position 525: 0.005555347600030218
Position 2709: 0.005522896306072692
Position 468: 0.005488764156845409
Position 1257: 0.003769207190367895
Position 1037: 0.0023613403592297466
Position 2282: 0.0021195525510210615
Position 1183: 0.0020512692687931003
Position 1326: 0.0019593076409208775
Position 2691: 0.0012747384541535777
Position 768: 0.0012068670196916575
Position 853: 0.0011920424067299418
Position 1287: 0.0008454994299677576
Position 1171: 0.0005627357301160958
Position 650: 0.00049284703560002
Position 1211: 0.00041625697008985035
Position 1383: 0.0002776537991909745
Position 506: 0.00022549880153086778
Position 1230: 9.240913896199044e-05
Position 694: 7.120214120629618e-05
Position 270: 5.355516676279118e-05
Position 537: 3.114073006250366e-05
Position 1219: 1.3857878994181844e-06
Position 312: 1.2324529819953818e-08
Position 158: 3.832096350828857e-10
Position 168: 1.734383496897838e-10
